intervencion_id,meeting_id,etiqueta_v3,incluir_evaluacion,estrato_recuperacion,pred_c_89,pred_wc_89,pred_c_600,pred_wc_600,pred_wc_m1,pred_wc_m2,pred_wc_m3,pred_wc_m4,pred_wc_m5
RPM-2015-07-14:6914:1,RPM-2015-07-14,neutral,true,candidato_dovish,neutral,dovish,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2015-03-19:6689:1,RPM-2015-03-19,neutral,true,candidato_dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish
RPM-2013-09-12:5805:1,RPM-2013-09-12,neutral,true,neutral_dificil,neutral,dovish,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2006-11-16:980:1,RPM-2006-11-16,dovish,true,neutral_dificil,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2013-10-17:5830:1,RPM-2013-10-17,neutral,true,candidato_dovish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2006-06-15:740:1,RPM-2006-06-15,neutral,true,candidato_hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish
RPM-2014-06-12:6274:1,RPM-2014-06-12,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2014-06-12:6274:3,RPM-2014-06-12,neutral,true,neutral_dificil,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2015-05-14:6766:1,RPM-2015-05-14,neutral,true,candidato_dovish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2015-05-14:6777:1,RPM-2015-05-14,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2013-09-12:5803:1,RPM-2013-09-12,neutral,true,neutral_dificil,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2009-11-12:2798:1,RPM-2009-11-12,dovish,true,neutral_dificil,dovish,hawkish,dovish,dovish,dovish,dovish,dovish,dovish,dovish
RPM-2008-12-11:2206:1,RPM-2008-12-11,neutral,true,candidato_hawkish,hawkish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2007-08-09:1391:1,RPM-2007-08-09,hawkish,true,neutral_dificil,hawkish,hawkish,hawkish,neutral,hawkish,hawkish,neutral,neutral,neutral
RPM-2009-11-12:2790:2,RPM-2009-11-12,neutral,true,neutral_dificil,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2008-06-10:1899:1,RPM-2008-06-10,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2007-07-12:1335:3,RPM-2007-07-12,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2008-07-10:1974:1,RPM-2008-07-10,hawkish,true,candidato_hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish
RPM-2013-08-13:5712:1,RPM-2013-08-13,neutral,true,neutral_dificil,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2009-05-07:2541:1,RPM-2009-05-07,dovish,true,candidato_dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish
RPM-2006-06-15:733:1,RPM-2006-06-15,neutral,true,neutral_dificil,neutral,hawkish,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2008-06-10:1909:1,RPM-2008-06-10,hawkish,true,candidato_hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish
RPM-2012-08-16:4991:1,RPM-2012-08-16,neutral,true,neutral_dificil,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2014-03-13:6080:1,RPM-2014-03-13,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2011-11-15:4459:1,RPM-2011-11-15,neutral,true,neutral_dificil,dovish,dovish,dovish,neutral,neutral,dovish,dovish,neutral,neutral
RPM-2013-09-12:5789:1,RPM-2013-09-12,neutral,true,neutral_dificil,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2007-04-12:1216:1,RPM-2007-04-12,neutral,true,neutral_dificil,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish
RPM-2006-10-12:920:1,RPM-2006-10-12,neutral,true,neutral_dificil,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2008-07-10:1970:1,RPM-2008-07-10,hawkish,true,neutral_dificil,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish
RPM-2012-12-13:5244:1,RPM-2012-12-13,neutral,true,neutral_dificil,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2006-11-16:987:1,RPM-2006-11-16,neutral,true,neutral_dificil,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish
RPM-2012-08-16:5004:1,RPM-2012-08-16,neutral,true,candidato_dovish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2007-08-09:1377:1,RPM-2007-08-09,neutral,true,neutral_dificil,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2005-10-11:404:1,RPM-2005-10-11,neutral,true,candidato_hawkish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2010-05-13:3116:1,RPM-2010-05-13,hawkish,true,candidato_hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish
RPM-2008-06-10:1879:2,RPM-2008-06-10,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2006-10-12:939:1,RPM-2006-10-12,neutral,true,neutral_dificil,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish
RPM-2014-06-12:6252:1,RPM-2014-06-12,neutral,true,neutral_dificil,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2012-08-16:5006:1,RPM-2012-08-16,neutral,true,neutral_dificil,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2012-08-16:5013:1,RPM-2012-08-16,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2009-06-16:2592:1,RPM-2009-06-16,neutral,true,candidato_hawkish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2013-08-13:5747:1,RPM-2013-08-13,neutral,true,candidato_dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish
RPM-2008-07-10:1929:1,RPM-2008-07-10,neutral,true,candidato_dovish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2005-11-10:501:1,RPM-2005-11-10,hawkish,true,neutral_dificil,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish
RPM-2007-04-12:1211:1,RPM-2007-04-12,neutral,true,candidato_dovish,dovish,dovish,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2010-11-16:3576:1,RPM-2010-11-16,hawkish,true,candidato_hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish
RPM-2010-02-11:2964:1,RPM-2010-02-11,neutral,true,candidato_dovish,dovish,dovish,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2009-05-07:2512:1,RPM-2009-05-07,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2009-06-16:2579:1,RPM-2009-06-16,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2014-09-11:6438:3,RPM-2014-09-11,dovish,true,candidato_dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish
RPM-2015-03-19:6669:1,RPM-2015-03-19,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2013-10-17:5821:1,RPM-2013-10-17,neutral,true,candidato_dovish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2006-06-15:697:1,RPM-2006-06-15,neutral,true,neutral_dificil,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2013-10-17:5848:1,RPM-2013-10-17,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2012-08-16:5033:1,RPM-2012-08-16,neutral,true,neutral_dificil,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2005-10-11:444:1,RPM-2005-10-11,hawkish,true,candidato_hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish
RPM-2012-08-16:5037:1,RPM-2012-08-16,neutral,true,neutral_dificil,dovish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2013-09-12:5804:1,RPM-2013-09-12,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2011-03-17:3836:1,RPM-2011-03-17,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2012-12-13:5263:1,RPM-2012-12-13,neutral,true,candidato_hawkish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2013-09-12:5808:1,RPM-2013-09-12,neutral,true,neutral_dificil,dovish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2009-05-07:2537:9,RPM-2009-05-07,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2014-06-12:6282:1,RPM-2014-06-12,dovish,true,candidato_dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish
RPM-2011-11-15:4440:3,RPM-2011-11-15,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2015-03-19:6690:1,RPM-2015-03-19,hawkish,true,neutral_dificil,dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish
RPM-2013-10-17:5827:1,RPM-2013-10-17,neutral,true,candidato_hawkish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2007-08-09:1400:1,RPM-2007-08-09,hawkish,true,candidato_hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish
RPM-2015-07-14:6893:1,RPM-2015-07-14,neutral,true,candidato_dovish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2015-07-14:6880:1,RPM-2015-07-14,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2012-08-16:5029:1,RPM-2012-08-16,neutral,true,candidato_hawkish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2010-11-16:3497:1,RPM-2010-11-16,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2012-12-13:5247:1,RPM-2012-12-13,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2010-05-13:3109:1,RPM-2010-05-13,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2014-06-12:6290:1,RPM-2014-06-12,dovish,true,neutral_dificil,dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish
RPM-2008-12-11:2208:1,RPM-2008-12-11,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2013-09-12:5766:1,RPM-2013-09-12,neutral,true,neutral_dificil,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2011-03-17:3891:1,RPM-2011-03-17,hawkish,true,candidato_hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish
RPM-2011-11-15:4433:1,RPM-2011-11-15,neutral,true,candidato_hawkish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2012-08-16:5031:1,RPM-2012-08-16,neutral,true,neutral_dificil,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2009-11-12:2796:3,RPM-2009-11-12,neutral,true,candidato_hawkish,dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish
RPM-2012-06-14:4857:2,RPM-2012-06-14,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2011-12-13:4510:1,RPM-2011-12-13,neutral,true,candidato_dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish
RPM-2010-02-11:2918:1,RPM-2010-02-11,no_puedo_decidir,false,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2014-09-11:6427:1,RPM-2014-09-11,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2012-06-14:4893:1,RPM-2012-06-14,neutral,true,neutral_dificil,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2013-08-13:5742:3,RPM-2013-08-13,dovish,true,neutral_dificil,neutral,neutral,dovish,dovish,dovish,dovish,dovish,dovish,dovish
RPM-2007-08-09:1392:1,RPM-2007-08-09,hawkish,true,candidato_hawkish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2009-11-12:2768:2,RPM-2009-11-12,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2006-11-16:982:1,RPM-2006-11-16,neutral,true,candidato_dovish,hawkish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2005-10-11:434:1,RPM-2005-10-11,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2005-11-10:456:1,RPM-2005-11-10,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2012-12-13:5261:1,RPM-2012-12-13,neutral,true,candidato_dovish,dovish,dovish,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2014-03-13:6069:1,RPM-2014-03-13,neutral,true,neutral_dificil,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2013-09-12:5788:1,RPM-2013-09-12,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2012-12-13:5257:3,RPM-2012-12-13,neutral,true,neutral_dificil,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2008-07-10:1958:1,RPM-2008-07-10,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2009-06-16:2576:1,RPM-2009-06-16,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2014-09-11:6436:1,RPM-2014-09-11,dovish,true,candidato_dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish
RPM-2005-08-11:332:1,RPM-2005-08-11,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2015-07-14:6874:1,RPM-2015-07-14,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2007-08-09:1401:1,RPM-2007-08-09,hawkish,true,neutral_dificil,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish
RPM-2005-11-10:496:1,RPM-2005-11-10,hawkish,true,candidato_hawkish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2011-12-13:4476:2,RPM-2011-12-13,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2007-07-12:1349:1,RPM-2007-07-12,hawkish,true,candidato_hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish
RPM-2005-08-11:329:1,RPM-2005-08-11,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2011-11-15:4440:1,RPM-2011-11-15,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2012-08-16:5032:1,RPM-2012-08-16,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2005-11-10:465:1,RPM-2005-11-10,neutral,true,candidato_hawkish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2013-08-13:5706:1,RPM-2013-08-13,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2007-07-12:1314:3,RPM-2007-07-12,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2010-11-16:3574:1,RPM-2010-11-16,hawkish,true,candidato_hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish
RPM-2014-03-13:6096:1,RPM-2014-03-13,dovish,true,candidato_dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish,dovish
RPM-2012-12-13:5241:1,RPM-2012-12-13,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2006-06-15:741:1,RPM-2006-06-15,neutral,true,neutral_dificil,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish
RPM-2014-06-12:6257:1,RPM-2014-06-12,neutral,true,neutral_dificil,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2007-04-12:1171:2,RPM-2007-04-12,neutral,true,candidato_hawkish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2007-04-12:1210:1,RPM-2007-04-12,neutral,true,neutral_dificil,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,neutral,hawkish
RPM-2014-03-13:6101:1,RPM-2014-03-13,dovish,true,neutral_dificil,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2005-08-11:365:1,RPM-2005-08-11,hawkish,true,candidato_hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish
RPM-2008-06-10:1908:1,RPM-2008-06-10,hawkish,true,candidato_hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish
RPM-2011-11-15:4408:2,RPM-2011-11-15,neutral,true,candidato_dovish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2010-11-16:3581:1,RPM-2010-11-16,hawkish,true,candidato_hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish
RPM-2008-06-10:1872:1,RPM-2008-06-10,neutral,true,candidato_hawkish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2006-06-15:679:1,RPM-2006-06-15,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2006-06-15:730:1,RPM-2006-06-15,neutral,true,aleatorio_contextual,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2008-12-11:2200:1,RPM-2008-12-11,neutral,true,candidato_dovish,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral,neutral
RPM-2006-06-15:739:1,RPM-2006-06-15,neutral,true,candidato_hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish,hawkish
