orden,intervencion_id,meeting_id,texto_repetido_training,reunion_en_training,prob_hawkish,prob_dovish,prob_neutral,pred,es_relevante_pred,score_pred
191,RPM-2010-09-16:3366:1,RPM-2010-09-16,False,True,0.191031252577863,0.2958867815005333,0.5130819659216036,neutral,1,-0.10485552892267033
192,RPM-2008-07-10:1965:1,RPM-2008-07-10,False,True,0.8573861774749624,0.12008146893731693,0.022532353587720752,hawkish,1,0.7373047085376454
193,RPM-2012-04-17:4784:2,RPM-2012-04-17,False,True,0.35052823553407103,0.44071378440420955,0.2087579800617195,dovish,1,-0.09018554887013852
194,RPM-2014-07-15:6324:1,RPM-2014-07-15,False,True,0.022711849024157807,0.034231520694463786,0.9430566302813785,neutral,1,-0.01151967167030598
195,RPM-2010-05-13:3110:1,RPM-2010-05-13,False,True,0.0,0.0,1.0,neutral,0,0.0
196,RPM-2009-08-13:2679:2,RPM-2009-08-13,False,True,0.015018990273597715,0.02143359450626051,0.9635474152201418,neutral,1,-0.006414604232662794
197,RPM-2014-02-18:6029:1,RPM-2014-02-18,False,True,0.06697508356507084,0.23364941890994653,0.6993754975249826,neutral,1,-0.1666743353448757
198,RPM-2011-05-12:4030:1,RPM-2011-05-12,False,True,0.021052024130286364,0.030380380550076032,0.9485675953196377,neutral,1,-0.009328356419789668
199,RPM-2015-07-14:6915:3,RPM-2015-07-14,False,True,0.09207903364387719,0.775077262758324,0.1328437035977987,dovish,1,-0.6829982291144469
200,RPM-2014-07-15:6331:1,RPM-2014-07-15,False,True,0.0,0.0,1.0,neutral,0,0.0
201,RPM-2014-08-14:6378:1,RPM-2014-08-14,False,True,0.27133715611565534,0.34452285892033474,0.3841399849640099,neutral,1,-0.0731857028046794
202,RPM-2007-04-12:1213:1,RPM-2007-04-12,False,True,0.18591979237759942,0.18842388838713134,0.6256563192352693,neutral,1,-0.0025040960095319142
203,RPM-2010-01-14:2848:1,RPM-2010-01-14,False,True,0.0,0.0,1.0,neutral,0,0.0
204,RPM-2010-10-14:3455:1,RPM-2010-10-14,False,True,0.03273731429823975,0.03666627536663726,0.930596410335123,neutral,1,-0.0039289610683975115
205,RPM-2011-06-14:4096:6,RPM-2011-06-14,False,True,0.011862460284011039,0.02593695021706432,0.9622005894989246,neutral,1,-0.014074489933053283
206,RPM-2015-06-11:6829:2,RPM-2015-06-11,True,True,0.0,0.0,1.0,neutral,0,0.0
207,RPM-2015-04-16:6742:1,RPM-2015-04-16,False,True,0.0,0.0,1.0,neutral,0,0.0
208,RPM-2009-08-13:2674:4,RPM-2009-08-13,False,True,0.013040832311527325,0.04111770715907313,0.9458414605293997,neutral,1,-0.028076874847545806
209,RPM-2009-01-08:2293:1,RPM-2009-01-08,False,True,0.0,0.0,1.0,neutral,0,0.0
210,RPM-2013-12-12:5962:1,RPM-2013-12-12,False,True,0.08213642548182999,0.8660961856388236,0.05176738887934653,dovish,1,-0.7839597601569936
211,RPM-2009-04-09:2490:2,RPM-2009-04-09,False,True,0.3993075185864204,0.5320508533547115,0.06864162805886818,dovish,1,-0.1327433347682911
212,RPM-2009-01-08:2295:1,RPM-2009-01-08,False,True,0.4989325959307551,0.44262286043993404,0.058444543629310806,hawkish,1,0.05630973549082108
213,RPM-2011-08-18:4233:2,RPM-2011-08-18,False,True,0.017212522728937578,0.05412547678456759,0.9286620004864948,neutral,1,-0.03691295405563001
214,RPM-2009-02-12:2333:1,RPM-2009-02-12,False,True,0.01960597804747325,0.05445574384954876,0.925938278102978,neutral,1,-0.03484976580207551
215,RPM-2005-12-13:523:1,RPM-2005-12-13,False,True,0.23856389388688576,0.5914368706936393,0.16999923541947487,dovish,1,-0.3528729768067535
216,RPM-2008-07-10:1930:1,RPM-2008-07-10,False,True,0.0,0.0,1.0,neutral,0,0.0
217,RPM-2008-11-13:2166:2,RPM-2008-11-13,False,True,0.5349504448798542,0.32200971945591295,0.1430398356642328,hawkish,1,0.21294072542394127
218,RPM-2006-09-07:834:1,RPM-2006-09-07,False,True,0.019081067235374793,0.03482324136312034,0.9460956914015048,neutral,1,-0.015742174127745544
219,RPM-2007-12-13:1591:3,RPM-2007-12-13,False,True,0.006682135054043482,0.026375975643178215,0.9669418893027784,neutral,1,-0.01969384058913473
220,RPM-2010-05-13:3102:1,RPM-2010-05-13,False,True,0.11418152984589747,0.05182597192735911,0.8339924982267435,neutral,1,0.062355557918538355
221,RPM-2009-10-13:2717:1,RPM-2009-10-13,False,True,0.03899467063513399,0.05713310555571333,0.9038722238091526,neutral,1,-0.018138434920579344
222,RPM-2007-12-13:1587:4,RPM-2007-12-13,False,True,0.015880103190902578,0.04041557357483983,0.9437043232342576,neutral,1,-0.024535470383937254
223,RPM-2014-04-17:6135:5,RPM-2014-04-17,False,True,0.013812319692223443,0.03660350055212175,0.9495841797556548,neutral,1,-0.022791180859898306
224,RPM-2008-06-10:1891:1,RPM-2008-06-10,False,True,0.07375542018536939,0.029684163176012832,0.8965604166386179,neutral,1,0.04407125700935656
225,RPM-2007-07-12:1351:1,RPM-2007-07-12,False,True,0.6894536899284702,0.18613507327617235,0.12441123679535739,hawkish,1,0.5033186166522978
226,RPM-2015-04-16:6714:1,RPM-2015-04-16,False,True,0.06321352857047759,0.15515923845302318,0.7816272329764992,neutral,1,-0.09194570988254559
227,RPM-2013-09-12:5812:2,RPM-2013-09-12,True,True,0.016648767131262808,0.6039842363725486,0.37936699649618866,dovish,1,-0.5873354692412858
228,RPM-2014-04-17:6129:1,RPM-2014-04-17,False,True,0.015990051859816664,0.055666203466872795,0.9283437446733106,neutral,1,-0.039676151607056134
229,RPM-2010-03-18:3018:1,RPM-2010-03-18,False,True,0.3617271381189832,0.41447664682594626,0.22379621505507044,dovish,1,-0.052749508706963044
230,RPM-2009-09-08:2705:3,RPM-2009-09-08,False,True,0.029760828537326943,0.04170687188327744,0.9285322995793956,neutral,1,-0.011946043345950494
231,RPM-2015-09-15:6982:1,RPM-2015-09-15,False,True,0.1476983219145736,0.1621837857064114,0.6901178923790151,neutral,1,-0.014485463791837794
232,RPM-2010-07-15:3263:1,RPM-2010-07-15,False,True,0.0,0.0,1.0,neutral,0,0.0
233,RPM-2014-01-16:6000:1,RPM-2014-01-16,False,True,0.13754900186003957,0.7380204967225931,0.12443050141736729,dovish,1,-0.6004714948625535
234,RPM-2013-04-11:5500:1,RPM-2013-04-11,False,True,0.46533571328872025,0.35575254134205603,0.17891174536922383,hawkish,1,0.10958317194666423
235,RPM-2014-10-16:6476:1,RPM-2014-10-16,False,True,0.39039026810405114,0.566020346387344,0.04358938550860492,dovish,1,-0.17563007828329286
236,RPM-2010-11-16:3577:1,RPM-2010-11-16,False,True,0.6280681258451007,0.28030557362897435,0.09162630052592487,hawkish,1,0.3477625522161264
237,RPM-2012-04-17:4736:2,RPM-2012-04-17,False,True,0.019197949195933844,0.029929101746415818,0.9508729490576503,neutral,1,-0.010731152550481973
238,RPM-2015-06-11:6849:1,RPM-2015-06-11,False,True,0.04552091707076603,0.06054011250499418,0.8939389704242399,neutral,1,-0.015019195434228146
239,RPM-2008-01-10:1633:4,RPM-2008-01-10,False,True,0.423340072727049,0.362376138966348,0.21428378830660302,hawkish,1,0.06096393376070097
240,RPM-2008-10-09:2112:2,RPM-2008-10-09,False,True,0.018509287155125512,0.023844793202400065,0.9576459196424744,neutral,1,-0.005335506047274553
241,RPM-2014-04-17:6137:1,RPM-2014-04-17,False,True,0.011522642826195643,0.017098434606403277,0.9713789225674011,neutral,1,-0.005575791780207635
242,RPM-2008-09-04:2061:1,RPM-2008-09-04,False,True,0.01592887539021587,0.016473908273768847,0.9675972163360153,neutral,1,-0.0005450328835529782
243,RPM-2008-01-10:1642:1,RPM-2008-01-10,True,True,0.0,0.0,1.0,neutral,0,0.0
244,RPM-2011-04-12:3968:2,RPM-2011-04-12,False,True,0.6683994352702979,0.1827393512282205,0.14886121350148168,hawkish,1,0.4856600840420774
245,RPM-2012-11-13:5214:1,RPM-2012-11-13,True,True,0.0,0.0,1.0,neutral,0,0.0
246,RPM-2014-08-14:6351:1,RPM-2014-08-14,False,True,0.016702438554194923,0.08172390223797692,0.9015736592078283,neutral,1,-0.06502146368378199
247,RPM-2010-06-15:3206:1,RPM-2010-06-15,False,True,0.0,0.0,1.0,neutral,0,0.0
248,RPM-2009-09-08:2708:1,RPM-2009-09-08,False,True,0.19123328447272256,0.43886733876545136,0.369899376761826,dovish,1,-0.2476340542927288
249,RPM-2013-08-13:5707:1,RPM-2013-08-13,False,True,0.033571808529588645,0.06755257013108931,0.8988756213393221,neutral,1,-0.03398076160150067
250,RPM-2010-01-14:2858:1,RPM-2010-01-14,False,True,0.020623909111485744,0.043902562262409815,0.9354735286261044,neutral,1,-0.02327865315092407
251,RPM-2011-01-13:3705:1,RPM-2011-01-13,False,True,0.5398966917657649,0.2995921820273966,0.16051112620683858,hawkish,1,0.2403045097383683
252,RPM-2009-01-08:2296:1,RPM-2009-01-08,False,True,0.7020956571875809,0.25754597681743036,0.04035836599498886,hawkish,1,0.4445496803701506
253,RPM-2011-01-13:3685:1,RPM-2011-01-13,False,True,0.021031228348777204,0.04883267135961635,0.9301361002916063,neutral,1,-0.027801443010839148
254,RPM-2011-07-14:4214:1,RPM-2011-07-14,True,True,0.0,0.0,1.0,neutral,0,0.0
255,RPM-2013-05-16:5566:1,RPM-2013-05-16,False,True,0.17304978049099823,0.7386384151763395,0.08831180433266235,dovish,1,-0.5655886346853414
256,RPM-2012-01-12:4518:1,RPM-2012-01-12,False,True,0.03883284160309851,0.0603457681916712,0.9008213902052302,neutral,1,-0.021512926588572692
257,RPM-2006-11-16:951:1,RPM-2006-11-16,False,True,0.04830583281856143,0.04152241417293673,0.9101717530085018,neutral,1,0.006783418645624699
258,RPM-2014-01-16:5965:1,RPM-2014-01-16,False,True,0.0,0.0,1.0,neutral,0,0.0
259,RPM-2011-04-12:3902:1,RPM-2011-04-12,False,True,0.04199431901338881,0.058831771408959545,0.8991739095776518,neutral,1,-0.01683745239557073
260,RPM-2006-05-11:661:2,RPM-2006-05-11,False,True,0.011442317313853118,0.020225109701668458,0.9683325729844784,neutral,1,-0.00878279238781534
261,RPM-2006-01-12:570:1,RPM-2006-01-12,False,True,0.5057044821776664,0.38029155023261646,0.11400396758971708,hawkish,1,0.12541293194504993
262,RPM-2008-03-13:1738:1,RPM-2008-03-13,False,True,0.08461972025791388,0.13599262348654192,0.7793876562555443,neutral,1,-0.051372903228628045
263,RPM-2014-03-13:6067:1,RPM-2014-03-13,False,True,0.01483305923510983,0.06040175308308008,0.92476518768181,neutral,1,-0.04556869384797025
264,RPM-2009-08-13:2682:1,RPM-2009-08-13,False,True,0.2583110403205944,0.5967695304058159,0.14491942927358975,dovish,1,-0.33845849008522155
265,RPM-2009-05-07:2544:1,RPM-2009-05-07,False,True,0.45194963412433264,0.5055122667317008,0.0425380991439665,dovish,1,-0.053562632607368155
266,RPM-2005-09-08:399:1,RPM-2005-09-08,False,True,0.6543876521755589,0.22355342185156257,0.12205892597287854,hawkish,1,0.43083423032399637
267,RPM-2012-08-16:5001:1,RPM-2012-08-16,False,True,0.0,0.0,1.0,neutral,0,0.0
268,RPM-2010-08-12:3335:1,RPM-2010-08-12,False,True,0.3983376331372763,0.31964026728490114,0.2820220995778225,hawkish,1,0.07869736585237519
269,RPM-2008-04-10:1767:1,RPM-2008-04-10,False,True,0.009132695401662968,0.033880587932731396,0.9569867166656056,neutral,1,-0.024747892531068426
270,RPM-2010-04-15:3057:1,RPM-2010-04-15,False,True,0.06773450024130157,0.08973099470936581,0.8425345050493326,neutral,1,-0.021996494468064245
271,RPM-2012-10-18:5146:1,RPM-2012-10-18,False,True,0.14811333745715027,0.13140207849913202,0.7204845840437178,neutral,1,0.016711258958018255
272,RPM-2008-03-13:1694:2,RPM-2008-03-13,False,True,0.15039315837092476,0.23354972236913124,0.616057119259944,neutral,1,-0.08315656399820648
273,RPM-2007-01-11:1050:2,RPM-2007-01-11,False,True,0.24680489232393635,0.6637375424840514,0.08945756519201224,dovish,1,-0.41693265016011505
274,RPM-2015-01-15:6581:1,RPM-2015-01-15,False,True,0.07376784184759994,0.13282374566833471,0.7934084124840654,neutral,1,-0.05905590382073478
275,RPM-2011-01-13:3709:1,RPM-2011-01-13,False,True,0.44462776298174855,0.29024370789490245,0.26512852912334905,hawkish,1,0.1543840550868461
276,RPM-2015-01-15:6582:1,RPM-2015-01-15,False,True,0.030894137113750254,0.03688834742122041,0.9322175154650293,neutral,1,-0.005994210307470153
277,RPM-2009-01-08:2258:2,RPM-2009-01-08,False,True,0.026959031896651116,0.08617835484972731,0.8868626132536216,neutral,1,-0.0592193229530762
278,RPM-2009-06-16:2575:1,RPM-2009-06-16,False,True,0.07092188963427201,0.05536118293164421,0.8737169274340837,neutral,1,0.015560706702627804
279,RPM-2007-10-11:1515:1,RPM-2007-10-11,False,True,0.46725846420210126,0.4328816095028756,0.09985992629502326,hawkish,1,0.03437685469922569
280,RPM-2015-01-15:6558:1,RPM-2015-01-15,False,True,0.04115247495157643,0.1260072889471533,0.8328402361012702,neutral,1,-0.08485481399557687
281,RPM-2015-12-17:7200:1,RPM-2015-12-17,False,True,0.01439443829092616,0.0772437778397397,0.9083617838693342,neutral,1,-0.06284933954881353
282,RPM-2006-08-10:814:1,RPM-2006-08-10,False,True,0.028815742062453128,0.1300688674847379,0.841115390452809,neutral,1,-0.10125312542228476
283,RPM-2015-07-14:6906:1,RPM-2015-07-14,False,True,0.3258568271901388,0.4984043378062889,0.1757388350035723,dovish,1,-0.1725475106161501
284,RPM-2009-01-08:2281:1,RPM-2009-01-08,False,True,0.027717887164066528,0.0677194375154995,0.904562675320434,neutral,1,-0.04000155035143297
285,RPM-2011-03-17:3889:1,RPM-2011-03-17,False,True,0.5701370951092586,0.26662313194477466,0.16323977294596684,hawkish,1,0.3035139631644839
286,RPM-2015-03-19:6678:1,RPM-2015-03-19,False,True,0.0,0.0,1.0,neutral,0,0.0
287,RPM-2009-04-09:2455:2,RPM-2009-04-09,False,True,0.025366953060472767,0.050347570364342016,0.9242854765751852,neutral,1,-0.02498061730386925
288,RPM-2008-11-13:2151:1,RPM-2008-11-13,False,True,0.04526169787779048,0.07567833863549124,0.8790599634867182,neutral,1,-0.030416640757700758
289,RPM-2007-04-12:1200:1,RPM-2007-04-12,False,True,0.08565905916903806,0.22614617560673284,0.6881947652242291,neutral,1,-0.1404871164376948
290,RPM-2012-06-14:4898:1,RPM-2012-06-14,False,True,0.12970234118878263,0.35452348738076456,0.5157741714304528,neutral,1,-0.22482114619198193
291,RPM-2007-01-11:1033:1,RPM-2007-01-11,False,True,0.0,0.0,1.0,neutral,0,0.0
292,RPM-2011-07-14:4205:1,RPM-2011-07-14,False,True,0.18906607901616593,0.5910295584291676,0.21990436255466642,dovish,1,-0.4019634794130017
293,RPM-2006-12-14:994:1,RPM-2006-12-14,False,True,0.008316551434362602,0.0192222149595927,0.9724612336060446,neutral,1,-0.010905663525230097
294,RPM-2014-04-17:6162:1,RPM-2014-04-17,False,True,0.016076519996087,0.029498182887907277,0.9544252971160058,neutral,1,-0.013421662891820278
295,RPM-2006-04-13:653:2,RPM-2006-04-13,False,True,0.6914224913415755,0.24192218100955762,0.0666553276488668,hawkish,1,0.44950031033201787
296,RPM-2013-07-11:5694:1,RPM-2013-07-11,False,True,0.11997637869119145,0.7718437814509128,0.10817983985789571,dovish,1,-0.6518674027597213
297,RPM-2012-01-12:4547:1,RPM-2012-01-12,False,True,0.026935957089596185,0.012622064546674795,0.960441978363729,neutral,1,0.01431389254292139
298,RPM-2009-07-09:2650:1,RPM-2009-07-09,False,True,0.2633160882448055,0.6360193931574144,0.10066451859778003,dovish,1,-0.3727033049126089
299,RPM-2007-07-12:1321:1,RPM-2007-07-12,False,True,0.3449843200154364,0.0965897339992293,0.5584259459853343,neutral,1,0.2483945860162071
300,RPM-2010-09-16:3388:1,RPM-2010-09-16,False,True,0.013204644052504955,0.018639156069908593,0.9681561998775865,neutral,1,-0.005434512017403638
301,RPM-2015-05-14:6780:2,RPM-2015-05-14,False,True,0.06221795501466982,0.0873321864830806,0.8504498585022495,neutral,1,-0.025114231468410776
302,RPM-2011-06-14:4072:1,RPM-2011-06-14,False,True,0.028400932308523245,0.04283604684584442,0.9287630208456322,neutral,1,-0.014435114537321173
303,RPM-2007-02-08:1096:1,RPM-2007-02-08,False,True,0.24875262821679364,0.4538257486229198,0.2974216231602866,dovish,1,-0.20507312040612616
304,RPM-2012-10-18:5122:1,RPM-2012-10-18,False,True,0.0642368955677284,0.11600254483096828,0.8197605596013033,neutral,1,-0.051765649263239885
305,RPM-2007-11-13:1556:3,RPM-2007-11-13,False,True,0.027625514930681234,0.02947000523117717,0.9429044798381416,neutral,1,-0.0018444903004959379
306,RPM-2012-05-17:4814:1,RPM-2012-05-17,False,True,0.008778092724579538,0.02205659059735772,0.9691653166780627,neutral,1,-0.013278497872778182
