orden,intervencion_id,meeting_id,texto_repetido_training,reunion_en_training,prob_hawkish,prob_dovish,prob_neutral,pred,es_relevante_pred,score_pred,etiqueta_humana,es_relevante_humano,fecha_reunion,coincide,senal_decision,fase
142,RPM-2015-10-15:7065:1,RPM-2015-10-15,False,True,0.009002158439587,0.0298055214852073,0.9611923200752056,neutral,1,-0.0208033630456203,neutral,1,2015-10-15,True,False,2015_quiebre
143,RPM-2014-04-17:6150:1,RPM-2014-04-17,False,True,0.1287975811213682,0.1143445588533325,0.7568578600252993,neutral,1,0.0144530222680357,neutral,1,2014-04-17,True,True,2013_14_bajas
144,RPM-2011-01-13:3692:1,RPM-2011-01-13,False,True,0.0648567952471362,0.045623958522787,0.8895192462300767,neutral,1,0.0192328367243491,neutral,1,2011-01-13,True,True,2011_alza
145,RPM-2010-03-18:2981:2,RPM-2010-03-18,False,True,0.0232213890197792,0.0399344270932798,0.9368441838869408,neutral,1,-0.0167130380735005,neutral,1,2010-03-18,True,False,2010_alza_emergencia
146,RPM-2009-08-13:2662:4,RPM-2009-08-13,False,True,0.060327785871485,0.0889185931849739,0.8507536209435409,neutral,1,-0.0285908073134889,neutral,1,2009-08-13,True,True,2009_bajas
147,RPM-2014-07-15:6336:1,RPM-2014-07-15,False,True,0.2123138624171067,0.4218808954782004,0.3658052421046928,dovish,1,-0.2095670330610936,dovish,1,2014-07-15,True,True,2013_14_bajas
148,RPM-2015-09-15:7009:1,RPM-2015-09-15,False,True,0.0308261933690396,0.0371063090596667,0.9320674975712936,neutral,1,-0.0062801156906271,neutral,1,2015-09-15,True,True,2015_quiebre
149,RPM-2010-05-13:3120:2,RPM-2010-05-13,False,True,0.4328263031175711,0.3128297596350088,0.2543439372474201,hawkish,1,0.1199965434825622,neutral,1,2010-05-13,False,True,2010_alza_emergencia
150,RPM-2009-01-08:2293:2,RPM-2009-01-08,False,True,0.4185612942206936,0.5102087622592837,0.0712299435200227,dovish,1,-0.09164746803859,dovish,1,2009-01-08,True,True,2009_bajas
151,RPM-2008-12-11:2199:1,RPM-2008-12-11,False,True,0.124957625332859,0.1584515233216409,0.7165908513455,neutral,1,-0.0334938979887819,neutral,1,2008-12-11,True,False,2008_crisis_alza
152,RPM-2008-07-10:1971:1,RPM-2008-07-10,False,True,0.7126167458003962,0.2317151334459689,0.0556681207536349,hawkish,1,0.4809016123544273,hawkish,1,2008-07-10,True,True,2008_crisis_alza
153,RPM-2008-07-10:1947:1,RPM-2008-07-10,False,True,0.0356345844573092,0.0461716213511448,0.918193794191546,neutral,1,-0.0105370368938355,neutral,1,2008-07-10,True,True,2008_crisis_alza
154,RPM-2011-10-13:4383:1,RPM-2011-10-13,False,True,0.0189002470072811,0.0701293548946583,0.9109703980980604,neutral,1,-0.0512291078873771,neutral,1,2011-10-13,True,True,2011_alza
155,RPM-2005-09-08:379:1,RPM-2005-09-08,False,True,0.0552582509250538,0.062283254470443,0.8824584946045031,neutral,1,-0.0070250035453891,neutral,1,2005-09-08,True,True,2006_alza_fin
156,RPM-2015-01-15:6573:1,RPM-2015-01-15,False,True,0.0168794575013367,0.0278299002217201,0.955290642276943,neutral,1,-0.0109504427203833,neutral,1,2015-01-15,True,False,2015_quiebre
157,RPM-2009-07-09:2607:1,RPM-2009-07-09,False,True,0.0245152295688086,0.0671535803105075,0.9083311901206838,neutral,1,-0.0426383507416989,neutral,1,2009-07-09,True,False,2009_bajas
158,RPM-2015-12-17:7170:1,RPM-2015-12-17,False,True,0.0058524531471746,0.0433495528396074,0.950797994013218,neutral,1,-0.0374970996924327,neutral,1,2015-12-17,True,False,2015_quiebre
159,RPM-2015-05-14:6806:2,RPM-2015-05-14,False,True,0.0166487671312628,0.6039842363725486,0.3793669964961886,dovish,1,-0.5873354692412858,dovish,1,2015-05-14,True,True,2015_quiebre
160,RPM-2006-02-09:591:1,RPM-2006-02-09,False,True,0.753392509421463,0.2064421150044318,0.0401653755741052,hawkish,1,0.5469503944170312,hawkish,1,2006-02-09,True,True,2006_alza_fin
161,RPM-2007-12-13:1573:1,RPM-2007-12-13,False,True,0.04844528781322,0.0586745018831462,0.8928802103036337,neutral,1,-0.0102292140699261,neutral,1,2007-12-13,True,True,2007_mixto
162,RPM-2009-05-07:2509:1,RPM-2009-05-07,False,True,0.0269214782704837,0.0648119662243159,0.9082665555052002,neutral,1,-0.0378904879538322,neutral,1,2009-05-07,True,True,2009_bajas
163,RPM-2013-03-14:5401:1,RPM-2013-03-14,False,True,0.0,0.0,1.0,neutral,0,0.0,neutral,0,2013-03-14,True,True,2012_13_mantiene
164,RPM-2009-12-15:2833:1,RPM-2009-12-15,False,True,0.2079638479076185,0.4735800007105905,0.3184561513817909,dovish,1,-0.265616152802972,neutral,1,2009-12-15,False,False,2009_bajas
165,RPM-2007-04-12:1170:1,RPM-2007-04-12,False,True,0.0,0.0,1.0,neutral,0,0.0,neutral,0,2007-04-12,True,False,2007_mixto
166,RPM-2014-04-17:6121:1,RPM-2014-04-17,False,True,0.0176049814837534,0.0105937471267031,0.9718012713895434,neutral,1,0.0070112343570502,neutral,1,2014-04-17,True,False,2013_14_bajas
167,RPM-2013-07-11:5649:1,RPM-2013-07-11,False,True,0.0354653721453918,0.086750488188061,0.8777841396665473,neutral,1,-0.0512851160426692,neutral,1,2013-07-11,True,True,2012_13_mantiene
168,RPM-2014-06-12:6270:1,RPM-2014-06-12,False,True,0.0292684417188846,0.0177391677865916,0.9529923904945236,neutral,1,0.0115292739322929,neutral,1,2014-06-12,True,True,2013_14_bajas
169,RPM-2007-03-15:1114:1,RPM-2007-03-15,False,True,0.0318893397888281,0.0703882866798056,0.8977223735313663,neutral,1,-0.0384989468909775,neutral,1,2007-03-15,True,False,2007_mixto
170,RPM-2015-09-15:6985:1,RPM-2015-09-15,False,True,0.013474279121483,0.0175515489806352,0.9689741718978816,neutral,1,-0.0040772698591521,neutral,1,2015-09-15,True,False,2015_quiebre
171,RPM-2014-05-15:6208:1,RPM-2014-05-15,False,True,0.0282829108042312,0.0507774293240564,0.9209396598717122,neutral,1,-0.0224945185198251,neutral,1,2014-05-15,True,True,2013_14_bajas
172,RPM-2005-08-11:343:1,RPM-2005-08-11,False,True,0.0700678229455659,0.1415794755988811,0.7883527014555529,neutral,1,-0.0715116526533152,neutral,1,2005-08-11,True,False,2006_alza_fin
173,RPM-2007-06-14:1308:2,RPM-2007-06-14,False,True,0.540307842181604,0.3315751999590101,0.128116957859386,hawkish,1,0.2087326422225939,neutral,1,2007-06-14,False,True,2007_mixto
174,RPM-2010-02-11:2903:1,RPM-2010-02-11,False,True,0.0341366600891463,0.0637505421767456,0.902112797734108,neutral,1,-0.0296138820875993,neutral,1,2010-02-11,True,True,2010_alza_emergencia
175,RPM-2005-09-08:386:1,RPM-2005-09-08,False,True,0.0170661076407009,0.0991777157268554,0.8837561766324435,neutral,1,-0.0821116080861545,neutral,1,2005-09-08,True,False,2006_alza_fin
176,RPM-2008-07-10:1946:2,RPM-2008-07-10,False,True,0.0174504057763491,0.0267933307296264,0.9557562634940244,neutral,1,-0.0093429249532772,neutral,1,2008-07-10,True,False,2008_crisis_alza
177,RPM-2006-01-12:528:1,RPM-2006-01-12,False,True,0.0,0.0,1.0,neutral,0,0.0,neutral,0,2006-01-12,True,False,2006_alza_fin
178,RPM-2015-08-13:6940:1,RPM-2015-08-13,False,True,0.0185423714775932,0.0816092487671603,0.8998483797552462,neutral,1,-0.063066877289567,neutral,1,2015-08-13,True,False,2015_quiebre
179,RPM-2006-12-14:991:1,RPM-2006-12-14,False,True,0.0804899735488426,0.103687964824545,0.8158220616266123,neutral,1,-0.0231979912757024,neutral,1,2006-12-14,True,True,2006_alza_fin
180,RPM-2009-12-15:2838:1,RPM-2009-12-15,False,True,0.5661407761582319,0.3164676272921397,0.1173915965496283,hawkish,1,0.2496731488660921,dovish,1,2009-12-15,False,True,2009_bajas
181,RPM-2009-11-12:2772:1,RPM-2009-11-12,False,True,0.038683206886621,0.0203446192017095,0.9409721739116692,neutral,1,0.0183385876849114,neutral,1,2009-11-12,True,True,2009_bajas
182,RPM-2008-08-14:2012:1,RPM-2008-08-14,False,True,0.008331678323497,0.0119975504037663,0.9796707712727366,neutral,1,-0.0036658720802692,neutral,1,2008-08-14,True,False,2008_crisis_alza
183,RPM-2011-06-14:4117:1,RPM-2011-06-14,False,True,0.8185374843006177,0.1677850160333266,0.0136774996660556,hawkish,1,0.650752468267291,hawkish,1,2011-06-14,True,True,2011_alza
184,RPM-2006-01-12:561:1,RPM-2006-01-12,False,True,0.2535144033277024,0.3774203777539867,0.3690652189183109,dovish,1,-0.1239059744262842,hawkish,1,2006-01-12,False,True,2006_alza_fin
185,RPM-2007-02-08:1065:2,RPM-2007-02-08,False,True,0.107029465703201,0.1944459047382628,0.6985246295585361,neutral,1,-0.0874164390350617,neutral,1,2007-02-08,True,True,2007_mixto
186,RPM-2007-05-10:1227:3,RPM-2007-05-10,False,True,0.0130911416690377,0.0895719725872021,0.89733688574376,neutral,1,-0.0764808309181643,neutral,1,2007-05-10,True,False,2007_mixto
187,RPM-2013-10-17:5845:1,RPM-2013-10-17,False,True,0.3411344345779996,0.2760632960323502,0.38280226938965,neutral,1,0.0650711385456493,dovish,1,2013-10-17,False,True,2013_14_bajas
188,RPM-2011-04-12:3901:1,RPM-2011-04-12,False,True,0.0568652606989897,0.1905454953091229,0.7525892439918874,neutral,1,-0.1336802346101332,neutral,1,2011-04-12,True,False,2011_alza
189,RPM-2008-01-10:1634:1,RPM-2008-01-10,False,True,0.7491809752964517,0.1926394181250066,0.0581796065785417,hawkish,1,0.556541557171445,hawkish,1,2008-01-10,True,True,2008_crisis_alza
190,RPM-2005-09-08:376:1,RPM-2005-09-08,False,True,0.0257123286672419,0.0336717321817959,0.940615939150962,neutral,1,-0.0079594035145539,neutral,1,2005-09-08,True,True,2006_alza_fin
191,RPM-2010-09-16:3366:1,RPM-2010-09-16,False,True,0.191031252577863,0.2958867815005333,0.5130819659216036,neutral,1,-0.1048555289226703,neutral,1,2010-09-16,True,True,2010_alza_emergencia
192,RPM-2008-07-10:1965:1,RPM-2008-07-10,False,True,0.8573861774749624,0.1200814689373169,0.0225323535877207,hawkish,1,0.7373047085376454,hawkish,1,2008-07-10,True,True,2008_crisis_alza
193,RPM-2012-04-17:4784:2,RPM-2012-04-17,False,True,0.350528235534071,0.4407137844042095,0.2087579800617195,dovish,1,-0.0901855488701385,hawkish,1,2012-04-17,False,True,2012_13_mantiene
194,RPM-2014-07-15:6324:1,RPM-2014-07-15,False,True,0.0227118490241578,0.0342315206944637,0.9430566302813784,neutral,1,-0.0115196716703059,neutral,1,2014-07-15,True,True,2013_14_bajas
195,RPM-2010-05-13:3110:1,RPM-2010-05-13,False,True,0.0,0.0,1.0,neutral,0,0.0,neutral,0,2010-05-13,True,True,2010_alza_emergencia
196,RPM-2009-08-13:2679:2,RPM-2009-08-13,False,True,0.0150189902735977,0.0214335945062605,0.9635474152201418,neutral,1,-0.0064146042326627,neutral,1,2009-08-13,True,False,2009_bajas
197,RPM-2014-02-18:6029:1,RPM-2014-02-18,False,True,0.0669750835650708,0.2336494189099465,0.6993754975249826,neutral,1,-0.1666743353448757,neutral,1,2014-02-18,True,True,2013_14_bajas
198,RPM-2011-05-12:4030:1,RPM-2011-05-12,False,True,0.0210520241302863,0.030380380550076,0.9485675953196376,neutral,1,-0.0093283564197896,neutral,1,2011-05-12,True,True,2011_alza
199,RPM-2015-07-14:6915:3,RPM-2015-07-14,False,True,0.0920790336438771,0.775077262758324,0.1328437035977987,dovish,1,-0.6829982291144469,hawkish,1,2015-07-14,False,True,2015_quiebre
200,RPM-2014-07-15:6331:1,RPM-2014-07-15,False,True,0.0,0.0,1.0,neutral,0,0.0,neutral,0,2014-07-15,True,False,2013_14_bajas
201,RPM-2014-08-14:6378:1,RPM-2014-08-14,False,True,0.2713371561156553,0.3445228589203347,0.3841399849640099,neutral,1,-0.0731857028046794,dovish,1,2014-08-14,False,True,2013_14_bajas
202,RPM-2007-04-12:1213:1,RPM-2007-04-12,False,True,0.1859197923775994,0.1884238883871313,0.6256563192352693,neutral,1,-0.0025040960095319,dovish,1,2007-04-12,False,True,2007_mixto
203,RPM-2010-01-14:2848:1,RPM-2010-01-14,False,True,0.0,0.0,1.0,neutral,0,0.0,neutral,0,2010-01-14,True,False,2010_alza_emergencia
204,RPM-2010-10-14:3455:1,RPM-2010-10-14,False,True,0.0327373142982397,0.0366662753666372,0.930596410335123,neutral,1,-0.0039289610683975,neutral,1,2010-10-14,True,True,2010_alza_emergencia
205,RPM-2011-06-14:4096:6,RPM-2011-06-14,False,True,0.011862460284011,0.0259369502170643,0.9622005894989246,neutral,1,-0.0140744899330532,neutral,1,2011-06-14,True,False,2011_alza
206,RPM-2015-06-11:6829:2,RPM-2015-06-11,True,True,0.0,0.0,1.0,neutral,0,0.0,neutral,0,2015-06-11,True,False,2015_quiebre
207,RPM-2015-04-16:6742:1,RPM-2015-04-16,False,True,0.0,0.0,1.0,neutral,0,0.0,neutral,0,2015-04-16,True,True,2015_quiebre
208,RPM-2009-08-13:2674:4,RPM-2009-08-13,False,True,0.0130408323115273,0.0411177071590731,0.9458414605293995,neutral,1,-0.0280768748475458,neutral,1,2009-08-13,True,False,2009_bajas
209,RPM-2009-01-08:2293:1,RPM-2009-01-08,False,True,0.0,0.0,1.0,neutral,0,0.0,neutral,0,2009-01-08,True,False,2009_bajas
210,RPM-2013-12-12:5962:1,RPM-2013-12-12,False,True,0.0821364254818299,0.8660961856388236,0.0517673888793465,dovish,1,-0.7839597601569936,hawkish,1,2013-12-12,False,True,2013_14_bajas
211,RPM-2009-04-09:2490:2,RPM-2009-04-09,False,True,0.3993075185864204,0.5320508533547115,0.0686416280588681,dovish,1,-0.1327433347682911,dovish,1,2009-04-09,True,True,2009_bajas
212,RPM-2009-01-08:2295:1,RPM-2009-01-08,False,True,0.4989325959307551,0.442622860439934,0.0584445436293108,hawkish,1,0.056309735490821,dovish,1,2009-01-08,False,True,2009_bajas
213,RPM-2011-08-18:4233:2,RPM-2011-08-18,False,True,0.0172125227289375,0.0541254767845675,0.9286620004864948,neutral,1,-0.03691295405563,neutral,1,2011-08-18,True,True,2011_alza
214,RPM-2009-02-12:2333:1,RPM-2009-02-12,False,True,0.0196059780474732,0.0544557438495487,0.925938278102978,neutral,1,-0.0348497658020755,neutral,1,2009-02-12,True,True,2009_bajas
215,RPM-2005-12-13:523:1,RPM-2005-12-13,False,True,0.2385638938868857,0.5914368706936393,0.1699992354194748,dovish,1,-0.3528729768067535,dovish,1,2005-12-13,True,True,2006_alza_fin
216,RPM-2008-07-10:1930:1,RPM-2008-07-10,False,True,0.0,0.0,1.0,neutral,0,0.0,neutral,0,2008-07-10,True,False,2008_crisis_alza
217,RPM-2008-11-13:2166:2,RPM-2008-11-13,False,True,0.5349504448798542,0.3220097194559129,0.1430398356642328,hawkish,1,0.2129407254239412,hawkish,1,2008-11-13,True,True,2008_crisis_alza
218,RPM-2006-09-07:834:1,RPM-2006-09-07,False,True,0.0190810672353747,0.0348232413631203,0.9460956914015048,neutral,1,-0.0157421741277455,neutral,1,2006-09-07,True,True,2006_alza_fin
219,RPM-2007-12-13:1591:3,RPM-2007-12-13,False,True,0.0066821350540434,0.0263759756431782,0.9669418893027784,neutral,1,-0.0196938405891347,neutral,1,2007-12-13,True,True,2007_mixto
220,RPM-2010-05-13:3102:1,RPM-2010-05-13,False,True,0.1141815298458974,0.0518259719273591,0.8339924982267435,neutral,1,0.0623555579185383,neutral,1,2010-05-13,True,True,2010_alza_emergencia
221,RPM-2009-10-13:2717:1,RPM-2009-10-13,False,True,0.0389946706351339,0.0571331055557133,0.9038722238091526,neutral,1,-0.0181384349205793,neutral,1,2009-10-13,True,True,2009_bajas
222,RPM-2007-12-13:1587:4,RPM-2007-12-13,False,True,0.0158801031909025,0.0404155735748398,0.9437043232342576,neutral,1,-0.0245354703839372,neutral,1,2007-12-13,True,True,2007_mixto
223,RPM-2014-04-17:6135:5,RPM-2014-04-17,False,True,0.0138123196922234,0.0366035005521217,0.9495841797556548,neutral,1,-0.0227911808598983,neutral,1,2014-04-17,True,False,2013_14_bajas
224,RPM-2008-06-10:1891:1,RPM-2008-06-10,False,True,0.0737554201853693,0.0296841631760128,0.8965604166386179,neutral,1,0.0440712570093565,neutral,1,2008-06-10,True,True,2008_crisis_alza
225,RPM-2007-07-12:1351:1,RPM-2007-07-12,False,True,0.6894536899284702,0.1861350732761723,0.1244112367953573,hawkish,1,0.5033186166522978,hawkish,1,2007-07-12,True,True,2007_mixto
226,RPM-2015-04-16:6714:1,RPM-2015-04-16,False,True,0.0632135285704775,0.1551592384530231,0.7816272329764992,neutral,1,-0.0919457098825455,neutral,1,2015-04-16,True,True,2015_quiebre
227,RPM-2013-09-12:5812:2,RPM-2013-09-12,True,True,0.0166487671312628,0.6039842363725486,0.3793669964961886,dovish,1,-0.5873354692412858,hawkish,1,2013-09-12,False,True,2012_13_mantiene
228,RPM-2014-04-17:6129:1,RPM-2014-04-17,False,True,0.0159900518598166,0.0556662034668727,0.9283437446733106,neutral,1,-0.0396761516070561,neutral,1,2014-04-17,True,True,2013_14_bajas
229,RPM-2010-03-18:3018:1,RPM-2010-03-18,False,True,0.3617271381189832,0.4144766468259462,0.2237962150550704,dovish,1,-0.052749508706963,dovish,1,2010-03-18,True,True,2010_alza_emergencia
230,RPM-2009-09-08:2705:3,RPM-2009-09-08,False,True,0.0297608285373269,0.0417068718832774,0.9285322995793956,neutral,1,-0.0119460433459504,neutral,1,2009-09-08,True,False,2009_bajas
231,RPM-2015-09-15:6982:1,RPM-2015-09-15,False,True,0.1476983219145736,0.1621837857064114,0.6901178923790151,neutral,1,-0.0144854637918377,neutral,1,2015-09-15,True,True,2015_quiebre
232,RPM-2010-07-15:3263:1,RPM-2010-07-15,False,True,0.0,0.0,1.0,neutral,0,0.0,neutral,0,2010-07-15,True,False,2010_alza_emergencia
233,RPM-2014-01-16:6000:1,RPM-2014-01-16,False,True,0.1375490018600395,0.7380204967225931,0.1244305014173672,dovish,1,-0.6004714948625535,hawkish,1,2014-01-16,False,True,2013_14_bajas
234,RPM-2013-04-11:5500:1,RPM-2013-04-11,False,True,0.4653357132887202,0.355752541342056,0.1789117453692238,hawkish,1,0.1095831719466642,dovish,1,2013-04-11,False,True,2012_13_mantiene
235,RPM-2014-10-16:6476:1,RPM-2014-10-16,False,True,0.3903902681040511,0.566020346387344,0.0435893855086049,dovish,1,-0.1756300782832928,dovish,1,2014-10-16,True,True,2013_14_bajas
236,RPM-2010-11-16:3577:1,RPM-2010-11-16,False,True,0.6280681258451007,0.2803055736289743,0.0916263005259248,hawkish,1,0.3477625522161264,hawkish,1,2010-11-16,True,True,2010_alza_emergencia
237,RPM-2012-04-17:4736:2,RPM-2012-04-17,False,True,0.0191979491959338,0.0299291017464158,0.9508729490576504,neutral,1,-0.0107311525504819,neutral,1,2012-04-17,True,True,2012_13_mantiene
238,RPM-2015-06-11:6849:1,RPM-2015-06-11,False,True,0.045520917070766,0.0605401125049941,0.8939389704242399,neutral,1,-0.0150191954342281,neutral,1,2015-06-11,True,True,2015_quiebre
239,RPM-2008-01-10:1633:4,RPM-2008-01-10,False,True,0.423340072727049,0.362376138966348,0.214283788306603,hawkish,1,0.0609639337607009,hawkish,1,2008-01-10,True,True,2008_crisis_alza
240,RPM-2008-10-09:2112:2,RPM-2008-10-09,False,True,0.0185092871551255,0.0238447932024,0.9576459196424744,neutral,1,-0.0053355060472745,neutral,1,2008-10-09,True,False,2008_crisis_alza
241,RPM-2014-04-17:6137:1,RPM-2014-04-17,False,True,0.0115226428261956,0.0170984346064032,0.9713789225674012,neutral,1,-0.0055757917802076,neutral,1,2014-04-17,True,False,2013_14_bajas
242,RPM-2008-09-04:2061:1,RPM-2008-09-04,False,True,0.0159288753902158,0.0164739082737688,0.9675972163360153,neutral,1,-0.0005450328835529,neutral,1,2008-09-04,True,True,2008_crisis_alza
243,RPM-2008-01-10:1642:1,RPM-2008-01-10,True,True,0.0,0.0,1.0,neutral,0,0.0,neutral,0,2008-01-10,True,True,2008_crisis_alza
244,RPM-2011-04-12:3968:2,RPM-2011-04-12,False,True,0.6683994352702979,0.1827393512282205,0.1488612135014816,hawkish,1,0.4856600840420774,hawkish,1,2011-04-12,True,True,2011_alza
245,RPM-2012-11-13:5214:1,RPM-2012-11-13,True,True,0.0,0.0,1.0,neutral,0,0.0,neutral,0,2012-11-13,True,False,2012_13_mantiene
246,RPM-2014-08-14:6351:1,RPM-2014-08-14,False,True,0.0167024385541949,0.0817239022379769,0.9015736592078284,neutral,1,-0.0650214636837819,neutral,1,2014-08-14,True,False,2013_14_bajas
247,RPM-2010-06-15:3206:1,RPM-2010-06-15,False,True,0.0,0.0,1.0,neutral,0,0.0,neutral,0,2010-06-15,True,True,2010_alza_emergencia
248,RPM-2009-09-08:2708:1,RPM-2009-09-08,False,True,0.1912332844727225,0.4388673387654513,0.369899376761826,dovish,1,-0.2476340542927288,dovish,1,2009-09-08,True,True,2009_bajas
249,RPM-2013-08-13:5707:1,RPM-2013-08-13,False,True,0.0335718085295886,0.0675525701310893,0.8988756213393221,neutral,1,-0.0339807616015006,neutral,1,2013-08-13,True,True,2012_13_mantiene
250,RPM-2010-01-14:2858:1,RPM-2010-01-14,False,True,0.0206239091114857,0.0439025622624098,0.9354735286261044,neutral,1,-0.023278653150924,neutral,1,2010-01-14,True,True,2010_alza_emergencia
251,RPM-2011-01-13:3705:1,RPM-2011-01-13,False,True,0.5398966917657649,0.2995921820273966,0.1605111262068385,hawkish,1,0.2403045097383683,hawkish,1,2011-01-13,True,True,2011_alza
252,RPM-2009-01-08:2296:1,RPM-2009-01-08,False,True,0.7020956571875809,0.2575459768174303,0.0403583659949888,hawkish,1,0.4445496803701506,dovish,1,2009-01-08,False,True,2009_bajas
253,RPM-2011-01-13:3685:1,RPM-2011-01-13,False,True,0.0210312283487772,0.0488326713596163,0.9301361002916064,neutral,1,-0.0278014430108391,neutral,1,2011-01-13,True,False,2011_alza
254,RPM-2011-07-14:4214:1,RPM-2011-07-14,True,True,0.0,0.0,1.0,neutral,0,0.0,neutral,0,2011-07-14,True,True,2011_alza
255,RPM-2013-05-16:5566:1,RPM-2013-05-16,False,True,0.1730497804909982,0.7386384151763395,0.0883118043326623,dovish,1,-0.5655886346853414,hawkish,1,2013-05-16,False,True,2012_13_mantiene
256,RPM-2012-01-12:4518:1,RPM-2012-01-12,False,True,0.0388328416030985,0.0603457681916712,0.9008213902052302,neutral,1,-0.0215129265885726,neutral,1,2012-01-12,True,True,2012_13_mantiene
257,RPM-2006-11-16:951:1,RPM-2006-11-16,False,True,0.0483058328185614,0.0415224141729367,0.9101717530085018,neutral,1,0.0067834186456246,neutral,1,2006-11-16,True,True,2006_alza_fin
258,RPM-2014-01-16:5965:1,RPM-2014-01-16,False,True,0.0,0.0,1.0,neutral,0,0.0,neutral,0,2014-01-16,True,False,2013_14_bajas
259,RPM-2011-04-12:3902:1,RPM-2011-04-12,False,True,0.0419943190133888,0.0588317714089595,0.8991739095776518,neutral,1,-0.0168374523955707,neutral,1,2011-04-12,True,True,2011_alza
260,RPM-2006-05-11:661:2,RPM-2006-05-11,False,True,0.0114423173138531,0.0202251097016684,0.9683325729844784,neutral,1,-0.0087827923878153,neutral,1,2006-05-11,True,True,2006_alza_fin
261,RPM-2006-01-12:570:1,RPM-2006-01-12,False,True,0.5057044821776664,0.3802915502326164,0.114003967589717,hawkish,1,0.1254129319450499,dovish,1,2006-01-12,False,True,2006_alza_fin
262,RPM-2008-03-13:1738:1,RPM-2008-03-13,False,True,0.0846197202579138,0.1359926234865419,0.7793876562555443,neutral,1,-0.051372903228628,neutral,1,2008-03-13,True,True,2008_crisis_alza
263,RPM-2014-03-13:6067:1,RPM-2014-03-13,False,True,0.0148330592351098,0.06040175308308,0.92476518768181,neutral,1,-0.0455686938479702,neutral,1,2014-03-13,True,True,2013_14_bajas
264,RPM-2009-08-13:2682:1,RPM-2009-08-13,False,True,0.2583110403205944,0.5967695304058159,0.1449194292735897,dovish,1,-0.3384584900852215,neutral,1,2009-08-13,False,True,2009_bajas
265,RPM-2009-05-07:2544:1,RPM-2009-05-07,False,True,0.4519496341243326,0.5055122667317008,0.0425380991439665,dovish,1,-0.0535626326073681,dovish,1,2009-05-07,True,True,2009_bajas
266,RPM-2005-09-08:399:1,RPM-2005-09-08,False,True,0.6543876521755589,0.2235534218515625,0.1220589259728785,hawkish,1,0.4308342303239963,hawkish,1,2005-09-08,True,True,2006_alza_fin
267,RPM-2012-08-16:5001:1,RPM-2012-08-16,False,True,0.0,0.0,1.0,neutral,0,0.0,neutral,1,2012-08-16,True,False,2012_13_mantiene
268,RPM-2010-08-12:3335:1,RPM-2010-08-12,False,True,0.3983376331372763,0.3196402672849011,0.2820220995778225,hawkish,1,0.0786973658523751,hawkish,1,2010-08-12,True,True,2010_alza_emergencia
269,RPM-2008-04-10:1767:1,RPM-2008-04-10,False,True,0.0091326954016629,0.0338805879327313,0.9569867166656056,neutral,1,-0.0247478925310684,neutral,1,2008-04-10,True,True,2008_crisis_alza
270,RPM-2010-04-15:3057:1,RPM-2010-04-15,False,True,0.0677345002413015,0.0897309947093658,0.8425345050493326,neutral,1,-0.0219964944680642,neutral,1,2010-04-15,True,True,2010_alza_emergencia
271,RPM-2012-10-18:5146:1,RPM-2012-10-18,False,True,0.1481133374571502,0.131402078499132,0.7204845840437178,neutral,1,0.0167112589580182,dovish,1,2012-10-18,False,True,2012_13_mantiene
272,RPM-2008-03-13:1694:2,RPM-2008-03-13,False,True,0.1503931583709247,0.2335497223691312,0.616057119259944,neutral,1,-0.0831565639982064,neutral,1,2008-03-13,True,True,2008_crisis_alza
273,RPM-2007-01-11:1050:2,RPM-2007-01-11,False,True,0.2468048923239363,0.6637375424840514,0.0894575651920122,dovish,1,-0.416932650160115,dovish,1,2007-01-11,True,True,2007_mixto
274,RPM-2015-01-15:6581:1,RPM-2015-01-15,False,True,0.0737678418475999,0.1328237456683347,0.7934084124840654,neutral,1,-0.0590559038207347,hawkish,1,2015-01-15,False,True,2015_quiebre
275,RPM-2011-01-13:3709:1,RPM-2011-01-13,False,True,0.4446277629817485,0.2902437078949024,0.265128529123349,hawkish,1,0.1543840550868461,hawkish,1,2011-01-13,True,True,2011_alza
276,RPM-2015-01-15:6582:1,RPM-2015-01-15,False,True,0.0308941371137502,0.0368883474212204,0.9322175154650292,neutral,1,-0.0059942103074701,hawkish,1,2015-01-15,False,True,2015_quiebre
277,RPM-2009-01-08:2258:2,RPM-2009-01-08,False,True,0.0269590318966511,0.0861783548497273,0.8868626132536216,neutral,1,-0.0592193229530762,neutral,1,2009-01-08,True,False,2009_bajas
278,RPM-2009-06-16:2575:1,RPM-2009-06-16,False,True,0.070921889634272,0.0553611829316442,0.8737169274340837,neutral,1,0.0155607067026278,neutral,1,2009-06-16,True,True,2009_bajas
279,RPM-2007-10-11:1515:1,RPM-2007-10-11,False,True,0.4672584642021012,0.4328816095028756,0.0998599262950232,hawkish,1,0.0343768546992256,hawkish,1,2007-10-11,True,True,2007_mixto
280,RPM-2015-01-15:6558:1,RPM-2015-01-15,False,True,0.0411524749515764,0.1260072889471533,0.8328402361012702,neutral,1,-0.0848548139955768,neutral,1,2015-01-15,True,True,2015_quiebre
281,RPM-2015-12-17:7200:1,RPM-2015-12-17,False,True,0.0143944382909261,0.0772437778397397,0.9083617838693342,neutral,1,-0.0628493395488135,neutral,1,2015-12-17,True,False,2015_quiebre
