fold,variante,caso,fenomeno,texto,esperado,pred_a,pred_b,pred,acierto
4,B2_contexto,nombre_uno,nombre,Pérez propone subir la TPM en 25 puntos base.,hawkish,1,hawkish,hawkish,True
4,B2_contexto,nombre_dos,nombre,Gómez propone subir la TPM en 25 puntos base.,hawkish,1,hawkish,hawkish,True
4,B2_contexto,conclusion,longitud,Se presentó información descriptiva sobre actividad y empleo. Se revisaron las estadísticas del mes. Mi opción es bajar la TPM en 25 puntos base.,dovish,1,hawkish,hawkish,False
4,B2_contexto,mantener_sesgo,sesgo,"Mi opción es mantener la TPM hoy, conservando un sesgo explícito al alza.",hawkish,1,neutral,neutral,False
4,B3_ambos,alza,accion,Propongo subir la TPM en 25 puntos base.,hawkish,1,hawkish,hawkish,True
4,B3_ambos,baja,accion,Propongo bajar la TPM en 25 puntos base.,dovish,1,hawkish,hawkish,False
4,B3_ambos,rechazo_baja,negacion,Rechazo bajar la TPM porque aumentan los riesgos inflacionarios.,hawkish,1,neutral,neutral,False
4,B3_ambos,objeto,objeto,Propongo reducir el estímulo monetario mediante un aumento de la TPM.,hawkish,1,neutral,neutral,False
4,B3_ambos,menu,menu,Las opciones son subir o mantener la TPM. Se presentan sin expresar preferencia por ninguna.,neutral,1,neutral,neutral,True
4,B3_ambos,condicional,condicion,"Si persiste la inflación, sería necesario subir la TPM.",hawkish,1,neutral,neutral,False
4,B3_ambos,contrafactual,tiempo,Habría apoyado subir la TPM si hubiera aumentado la inflación. Eso no ocurrió y mi opción es bajar la tasa de política monetaria.,dovish,1,dovish,dovish,True
4,B3_ambos,extranjero,atribucion,La Fed elevó su tasa. En Chile propongo bajar la TPM en 25 puntos base.,dovish,1,hawkish,hawkish,False
4,B3_ambos,decimal_coma,numeros,"Mi opción es reducir la TPM desde 5,25% a 5% anual.",dovish,1,neutral,neutral,False
4,B3_ambos,decimal_punto,numeros,Mi opción es reducir la TPM desde 5.25% a 5% anual.,dovish,1,neutral,neutral,False
4,B3_ambos,nombre_uno,nombre,Pérez propone subir la TPM en 25 puntos base.,hawkish,1,hawkish,hawkish,True
4,B3_ambos,nombre_dos,nombre,Gómez propone subir la TPM en 25 puntos base.,hawkish,1,hawkish,hawkish,True
4,B3_ambos,conclusion,longitud,Se presentó información descriptiva sobre actividad y empleo. Se revisaron las estadísticas del mes. Mi opción es bajar la TPM en 25 puntos base.,dovish,1,hawkish,hawkish,False
4,B3_ambos,mantener_sesgo,sesgo,"Mi opción es mantener la TPM hoy, conservando un sesgo explícito al alza.",hawkish,1,neutral,neutral,False
5,B0_base,alza,accion,Propongo subir la TPM en 25 puntos base.,hawkish,1,hawkish,hawkish,True
5,B0_base,baja,accion,Propongo bajar la TPM en 25 puntos base.,dovish,1,hawkish,hawkish,False
5,B0_base,rechazo_baja,negacion,Rechazo bajar la TPM porque aumentan los riesgos inflacionarios.,hawkish,1,neutral,neutral,False
5,B0_base,objeto,objeto,Propongo reducir el estímulo monetario mediante un aumento de la TPM.,hawkish,1,neutral,neutral,False
5,B0_base,menu,menu,Las opciones son subir o mantener la TPM. Se presentan sin expresar preferencia por ninguna.,neutral,1,neutral,neutral,True
5,B0_base,condicional,condicion,"Si persiste la inflación, sería necesario subir la TPM.",hawkish,1,neutral,neutral,False
5,B0_base,contrafactual,tiempo,Habría apoyado subir la TPM si hubiera aumentado la inflación. Eso no ocurrió y mi opción es bajar la tasa de política monetaria.,dovish,1,dovish,dovish,True
5,B0_base,extranjero,atribucion,La Fed elevó su tasa. En Chile propongo bajar la TPM en 25 puntos base.,dovish,1,neutral,neutral,False
5,B0_base,decimal_coma,numeros,"Mi opción es reducir la TPM desde 5,25% a 5% anual.",dovish,1,neutral,neutral,False
5,B0_base,decimal_punto,numeros,Mi opción es reducir la TPM desde 5.25% a 5% anual.,dovish,1,neutral,neutral,False
5,B0_base,nombre_uno,nombre,Pérez propone subir la TPM en 25 puntos base.,hawkish,1,hawkish,hawkish,True
5,B0_base,nombre_dos,nombre,Gómez propone subir la TPM en 25 puntos base.,hawkish,1,hawkish,hawkish,True
5,B0_base,conclusion,longitud,Se presentó información descriptiva sobre actividad y empleo. Se revisaron las estadísticas del mes. Mi opción es bajar la TPM en 25 puntos base.,dovish,1,neutral,neutral,False
5,B0_base,mantener_sesgo,sesgo,"Mi opción es mantener la TPM hoy, conservando un sesgo explícito al alza.",hawkish,1,neutral,neutral,False
5,B1_numeros,alza,accion,Propongo subir la TPM en 25 puntos base.,hawkish,1,hawkish,hawkish,True
5,B1_numeros,baja,accion,Propongo bajar la TPM en 25 puntos base.,dovish,1,hawkish,hawkish,False
5,B1_numeros,rechazo_baja,negacion,Rechazo bajar la TPM porque aumentan los riesgos inflacionarios.,hawkish,1,neutral,neutral,False
5,B1_numeros,objeto,objeto,Propongo reducir el estímulo monetario mediante un aumento de la TPM.,hawkish,1,neutral,neutral,False
5,B1_numeros,menu,menu,Las opciones son subir o mantener la TPM. Se presentan sin expresar preferencia por ninguna.,neutral,1,neutral,neutral,True
5,B1_numeros,condicional,condicion,"Si persiste la inflación, sería necesario subir la TPM.",hawkish,1,neutral,neutral,False
5,B1_numeros,contrafactual,tiempo,Habría apoyado subir la TPM si hubiera aumentado la inflación. Eso no ocurrió y mi opción es bajar la tasa de política monetaria.,dovish,1,dovish,dovish,True
5,B1_numeros,extranjero,atribucion,La Fed elevó su tasa. En Chile propongo bajar la TPM en 25 puntos base.,dovish,1,neutral,neutral,False
5,B1_numeros,decimal_coma,numeros,"Mi opción es reducir la TPM desde 5,25% a 5% anual.",dovish,1,neutral,neutral,False
5,B1_numeros,decimal_punto,numeros,Mi opción es reducir la TPM desde 5.25% a 5% anual.,dovish,1,neutral,neutral,False
5,B1_numeros,nombre_uno,nombre,Pérez propone subir la TPM en 25 puntos base.,hawkish,1,hawkish,hawkish,True
5,B1_numeros,nombre_dos,nombre,Gómez propone subir la TPM en 25 puntos base.,hawkish,1,hawkish,hawkish,True
5,B1_numeros,conclusion,longitud,Se presentó información descriptiva sobre actividad y empleo. Se revisaron las estadísticas del mes. Mi opción es bajar la TPM en 25 puntos base.,dovish,1,neutral,neutral,False
5,B1_numeros,mantener_sesgo,sesgo,"Mi opción es mantener la TPM hoy, conservando un sesgo explícito al alza.",hawkish,1,neutral,neutral,False
5,B2_contexto,alza,accion,Propongo subir la TPM en 25 puntos base.,hawkish,1,hawkish,hawkish,True
5,B2_contexto,baja,accion,Propongo bajar la TPM en 25 puntos base.,dovish,1,hawkish,hawkish,False
5,B2_contexto,rechazo_baja,negacion,Rechazo bajar la TPM porque aumentan los riesgos inflacionarios.,hawkish,1,neutral,neutral,False
5,B2_contexto,objeto,objeto,Propongo reducir el estímulo monetario mediante un aumento de la TPM.,hawkish,1,neutral,neutral,False
5,B2_contexto,menu,menu,Las opciones son subir o mantener la TPM. Se presentan sin expresar preferencia por ninguna.,neutral,1,neutral,neutral,True
5,B2_contexto,condicional,condicion,"Si persiste la inflación, sería necesario subir la TPM.",hawkish,1,neutral,neutral,False
5,B2_contexto,contrafactual,tiempo,Habría apoyado subir la TPM si hubiera aumentado la inflación. Eso no ocurrió y mi opción es bajar la tasa de política monetaria.,dovish,1,dovish,dovish,True
5,B2_contexto,extranjero,atribucion,La Fed elevó su tasa. En Chile propongo bajar la TPM en 25 puntos base.,dovish,1,neutral,neutral,False
5,B2_contexto,decimal_coma,numeros,"Mi opción es reducir la TPM desde 5,25% a 5% anual.",dovish,1,neutral,neutral,False
5,B2_contexto,decimal_punto,numeros,Mi opción es reducir la TPM desde 5.25% a 5% anual.,dovish,1,neutral,neutral,False
5,B2_contexto,nombre_uno,nombre,Pérez propone subir la TPM en 25 puntos base.,hawkish,1,hawkish,hawkish,True
5,B2_contexto,nombre_dos,nombre,Gómez propone subir la TPM en 25 puntos base.,hawkish,1,hawkish,hawkish,True
5,B2_contexto,conclusion,longitud,Se presentó información descriptiva sobre actividad y empleo. Se revisaron las estadísticas del mes. Mi opción es bajar la TPM en 25 puntos base.,dovish,1,neutral,neutral,False
5,B2_contexto,mantener_sesgo,sesgo,"Mi opción es mantener la TPM hoy, conservando un sesgo explícito al alza.",hawkish,1,neutral,neutral,False
5,B3_ambos,alza,accion,Propongo subir la TPM en 25 puntos base.,hawkish,1,hawkish,hawkish,True
5,B3_ambos,baja,accion,Propongo bajar la TPM en 25 puntos base.,dovish,1,hawkish,hawkish,False
5,B3_ambos,rechazo_baja,negacion,Rechazo bajar la TPM porque aumentan los riesgos inflacionarios.,hawkish,1,neutral,neutral,False
5,B3_ambos,objeto,objeto,Propongo reducir el estímulo monetario mediante un aumento de la TPM.,hawkish,1,neutral,neutral,False
5,B3_ambos,menu,menu,Las opciones son subir o mantener la TPM. Se presentan sin expresar preferencia por ninguna.,neutral,1,neutral,neutral,True
5,B3_ambos,condicional,condicion,"Si persiste la inflación, sería necesario subir la TPM.",hawkish,1,neutral,neutral,False
5,B3_ambos,contrafactual,tiempo,Habría apoyado subir la TPM si hubiera aumentado la inflación. Eso no ocurrió y mi opción es bajar la tasa de política monetaria.,dovish,1,dovish,dovish,True
5,B3_ambos,extranjero,atribucion,La Fed elevó su tasa. En Chile propongo bajar la TPM en 25 puntos base.,dovish,1,neutral,neutral,False
5,B3_ambos,decimal_coma,numeros,"Mi opción es reducir la TPM desde 5,25% a 5% anual.",dovish,1,neutral,neutral,False
5,B3_ambos,decimal_punto,numeros,Mi opción es reducir la TPM desde 5.25% a 5% anual.,dovish,1,neutral,neutral,False
5,B3_ambos,nombre_uno,nombre,Pérez propone subir la TPM en 25 puntos base.,hawkish,1,hawkish,hawkish,True
5,B3_ambos,nombre_dos,nombre,Gómez propone subir la TPM en 25 puntos base.,hawkish,1,hawkish,hawkish,True
5,B3_ambos,conclusion,longitud,Se presentó información descriptiva sobre actividad y empleo. Se revisaron las estadísticas del mes. Mi opción es bajar la TPM en 25 puntos base.,dovish,1,neutral,neutral,False
5,B3_ambos,mantener_sesgo,sesgo,"Mi opción es mantener la TPM hoy, conservando un sesgo explícito al alza.",hawkish,1,neutral,neutral,False
