intervencion_id,inicio,fin,fragmento
RPM-2005-01-11:32:1,411,1473,"En segundo lugar, señala que hay un aspecto técnico que no es trivial. Cuando se discute dentro de ese modelo lo que va a ser la política monetaria, y si el Banco discute la manera de modificarlo, también cambian todos los parámetros de ese modelo lo que no es trivial. Señala que si alguien le dice “lo que pasa es que llevamos tres años en los cuales nos hemos equivocado en esto y en esto”, y si como consecuencia de ello hacemos ese cambio, obviamente estamos hablando de un modelo distinto, en cuyo caso la conclusión no le parece obvia. La conclusión sí le parece obvia si se dice “de aquí en el futuro nosotros vemos que esto se está cerrando más rápido, o más lento, desde donde estamos partiendo”. Agrega que, quiere enfatizar el juicio que el Banco usa en las reuniones de política monetaria. Se han enfatizado mucho que las decisiones en las reuniones de política monetaria están de acuerdo a la coyuntura que existe en ese momento, lo que se puede prever que va a ocurrir, pero que en ningún caso significa que se está amarrando un juicio específico."
RPM-2005-01-11:33:1,0,921,"Interviene el señor Ministro para señalar que es relativamente evidente que cada decisión y cada comunicado que efectúa el Banco no solo alteran la instancia monetaria de ese momento, sino que también las expectativas que el mercado se forma respecto del curso futuro. En consecuencia, pregunta si esa trayectoria de normalización hacia una tasa neutral que no se sabe cuál es, pero que se sabe que es más arriba, tiende a ser más apresurada, más lenta, en función de qué tan rápido se cierra el gap. Agrega que había entendido de la reunión de la mañana que lo señalado aparentemente no dependía de qué tan rápido aumentara el producto potencial, porque pareciera ser, que el curso futuro esperado para el producto efectivo depende de un cierto supuesto sobre el producto potencial, porque si se sube, entonces habría un efecto riqueza que aparentemente haría que el curso del producto efectivo fuera también más rápido."
RPM-2005-01-11:37:1,0,460,"El Presidente señor Corbo señala que continuarán los esfuerzos para clarificar estos temas, tanto internamente como también con el señor Ministro. Agrega que la reunión de política monetaria que tenga lugar en cuatro meses contados desde ahora se contará con un avance significativo en esta dirección. A continuación el Presidente don Vittorio Corbo solicita al Gerente de División Estudios, don Rodrigo Valdés, que presente las Opciones de Política Monetaria."
RPM-2005-01-11:38:1,0,1085,"Al respecto, el señor Gerente de División señala que; 1. En la reunión de política monetaria de diciembre, el Consejo decidió mantener la tasa de interés de política en 2,25%. Con los antecedentes disponibles se concluía que, a diferencia de los meses previos, la actividad no tenía una aceleración adicional que las medidas de la tendencia inflacionaria seguían aumentando lentamente desde niveles reducidos y que el ritmo de aumento de los costos seguía siendo acotado. Se consideró que tanto subir como mantener la tasa de política monetaria era coherente con la estrategia de normalización pausada de la política monetaria, la cual no cambiaba con la información disponible. Se decidió que mantener la tasa era apropiado para justamente remarcar la gradualidad del proceso de normalización. En el comunicado respectivo, el Consejo reafirmó que, en el escenario más probable, continuaría reduciendo pausadamente el marcado estímulo monetario prevaleciente, de manera de mantener una trayectoria esperada para la inflación en torno a 3% anual en el horizonte habitual de política. 2."
RPM-2005-01-11:38:1,2524,5584,"3. De acuerdo con las proyecciones preparadas para el Informe de Política Monetaria, este cuadro de dinamismo del sector real, de inflación reducida aunque aumentando gradualmente, e incremento tenue de los costos implica que la inflación continuará siendo baja en el corto plazo, pero aumentará progresivamente más adelante. En particular, se espera que, en promedio, la inflación se ubique en el piso del rango meta en los próximos cuatro trimestres, para aumentar hacia 3% el año siguiente. Todo ello bajo el supuesto de trabajo de un aumento paulatino de la tasa de política monetaria. Los antecedentes acumulados, por lo tanto, no parecen suficientes como para modificar la estrategia de normalización pausada de la política monetaria. De hecho, la trayectoria de la tasa de política monetaria implícita en las proyecciones no difiere mayormente de la considerada en las proyecciones de septiembre pasado. 4. Con estos antecedentes, y al igual que en los últimos meses, se puede descartar la opción de disminuir la tasa de interés. A continuación, el señor Valdés analiza las opciones de mantenerla, o aumentarla en una magnitud a determinar. 5. Por un lado, la opción de no aumentar la tasa de política monetaria podría justificarse si se evalúa necesario una normalización más lenta a la contemplada en el escenario central de proyecciones, o incluso postergarla por un tiempo. Esto porque dos meses consecutivos sin aumentos no parecen coherentes con el ritmo utilizado como supuesto de trabajo en las proyecciones actuales, e incluso se alejan de lo implícito en las tasas de interés de mercado para el mediano plazo, salvo que se considere como probable hacer aumentos significativos de la tasa de política monetaria más adelante, lo cual es en principio poco deseable. Sin aumentos más bruscos más adelante, una estrategia de normalización postergada implicaría una proyección de inflación en el escenario central más elevada, por encima de 3% para el mediano plazo, lo que hace poco recomendable esta opción. 6. Por otro lado, se podría argumentar a favor de un aumento mayor a 25 puntos base, tomando en cuenta el dinamismo que está exhibiendo la economía, el que se acompaña con un considerable impulso monetario (refrendado en una tasa de interés real cercana a cero en un plazo de un año y un marcado crecimiento del crédito y de los agregados monetarios), y el hecho de que varios de los escenarios de riesgo configuran un balance posiblemente sesgado al alza hacia la inflación, especialmente en el mediano plazo. A ello se agrega que no es evidente que un aumento de esta magnitud sea contradictorio con el ritmo de normalización supuesto en las proyecciones, si más adelante hay pausas. Sin embargo, es discutible que un aumento como éste pueda entenderse como parte de un proceso pausado, especialmente después de que se mantuvo la tasa de política monetaria en condiciones que apuntaban a un panorama de mediano plazo similar al que se enfrenta en esta reunión. Por lo tanto, sería una dosis que, por coherencia temporal, parece excesiva."
RPM-2005-01-11:38:1,5675,5910,"7. Finalmente, un aumento de 25 puntos base en esta reunión es coherente con el ritmo de normalización considerado en las proyecciones, el que permite mantener la inflación proyectada en torno a 3% en el horizonte habitual de política."
RPM-2005-01-11:39:1,0,1047,"Respecto de elementos de táctica, cabe mencionar que, dependiendo de la encuesta, una parte importante o una mayoría relativa del mercado y analistas, no espera un aumento en esta reunión, lo cual es una situación que se previó en la reunión de un mes atrás. Sin embargo, una eventual mantención de la tasa de política monetaria podría reafirmar una percepción errónea de que se persigue una normalización más lenta del estímulo monetario, o, aun peor, que una alta inflación mensual es un requisito previo a aumentar la tasa, cuando lo relevante para esta decisión son las proyecciones de mediano plazo. En todo caso, dadas las expectativas prevalecientes, cabe suponer que un alza de 25 puntos base tendrá algunos efectos en precios financieros, en el sentido opuesto a los que tuvo la decisión de la reunión pasada, cuando se esperaba un alza. Sin embargo, en la medida en que se mantenga la percepción de que la trayectoria de normalización seguirá siendo pausada y no ha cambiado mayormente, las magnitudes involucradas deberían ser acotadas."
RPM-2005-01-11:3:1,0,606,"El Gerente de Análisis Macroeconómico, don Pablo García, en relación con el análisis de los desarrollos económicos y financieros recientes, señala lo siguiente: Durante el segundo semestre del año pasado el cuadro macroeconómico interno reflejó con más claridad, a través de los sectores productivos y los componentes de la demanda agregada, tanto las positivas condiciones externas como el impulso de la política monetaria. La actividad industrial acentuó el dinamismo que mostró durante la primera mitad del año, mientras que en la formación bruta de capital desaparecieron los rezagos de fines del 2003."
RPM-2005-01-11:3:1,1450,2078,"Esto ha llevado a esperar que las presiones de precios derivadas de la descompresión de márgenes serían menos intensas que lo anticipado anteriormente y muestra cómo la economía chilena ha podido acomodar incrementos de la demanda agregada sin inducir presiones inflacionarias indeseables. Ello ha permitido continuar con una normalización pausada de la política monetaria y congruente con una convergencia gradual de la inflación proyectada del IPC a 3%. En el plano internacional, el 2004 terminó siendo muy positivo para Chile, gracias al fuerte crecimiento mundial, el alto precio del cobre y buenas condiciones financieras."
RPM-2005-01-11:3:1,2729,3772,"De hecho, la fuerte y reciente depreciación adicional del dólar es un fenómeno que puede vincularse a una mayor preocupación por estos desequilibrios en los mercados financieros internacionales. A pesar de lo anterior, y de las alzas de la tasa de política monetaria que está implementando la Reserva Federal, no se han alterado, por ahora, las favorables condiciones financieras que enfrentan las economías emergentes. Éstas se aprecian en spreads que se encuentran en mínimos históricos y reducidas tasas de interés de largo plazo en el mundo desarrollado. Así, se estima que el elemento principal tras los movimientos cambiarios de los meses recientes ha sido la pérdida de valor del dólar estadounidense frente a la mayoría de las monedas del mundo. En este contexto, y desde el último Informe de Política Monetaria, el peso chileno se ha apreciado 7,3% y 1,7% respecto del dólar y el yen, respectivamente, y se ha depreciado 3,1% con relación al euro. En suma, el peso ha tenido una leve apreciación multilateral, tanto real como nominal."
RPM-2005-01-11:3:1,4143,5461,"Por lo mismo, no se estima que esta apreciación del peso conlleve una profundización del impulso macroeconómico actual. internamente, la mantención de un importante estímulo monetario se advierte en las estimaciones del nivel real de la tasa de interés de política, así como en las brechas entre ésta y distintas medidas de la tasa de interés real natural y de las tasas de crecimiento de los distintos agregados monetarios y crediticios. Sin embargo, el estímulo monetario parece haber dejado de profundizarse en lo que se refiere a las condiciones financieras que enfrentan los hogares, donde ya se detectan algunos incrementos de las tasas de créditos de consumo y de vivienda respecto de los niveles prevalecientes en septiembre. En el caso de las empresas se ve un mayor dinamismo apoyado por la demanda de financiamiento para la inversión. Las medidas de compensación inflacionaria que se deducen del diferencial de tasas de interés nominales y reajustables de mediano y largo plazo continúan en niveles similares a los observados al cierre del Informe de Política Monetaria de septiembre, en torno a 2,5%. Como ha sido habitual, las primas de riesgo incluidas en estas medidas de compensación inflacionaria han reflejado el impacto de los movimientos cambiarios, del precio del petróleo y de la inflación misma."
RPM-2005-01-11:3:1,7477,8092,"En términos consolidados, se estima que la deuda neta del Gobierno Central y del Banco Central llegó a cerca de 5% del PIB a fines del 2004. El presupuesto para el 2005 conlleva un mayor incremento del gasto público, en el marco de la aplicación de la regla fiscal actual, lo que añadirá un moderado empuje al impulso macroeconómico que seguirá proveyendo la política monetaria. De esta manera, el mayor nivel de los términos de intercambio ha contribuido básicamente a un incremento más intenso del ahorro público y nacional, con lo que se ha consolidado un escenario de superávit en cuenta corriente para el 2004."
RPM-2005-01-11:41:1,0,1143,"El Gerente de Investigación Económica, señor Klaus Schmidt-Hebbel, manifiesta que considerando el intenso impulso monetario actual, reflejado en una tasa de interés real de corto plazo ex ante cercana a 0%; el elevado crecimiento de la actividad y del empleo; la proyección de cierre completo de la brecha del producto en aproximadamente dos años, de acuerdo al escenario central; los rezagos con que actúa la política monetaria y el horizonte de la política de 12 a 24 meses, coherente con dichos rezagos; la proyección de la normalización de las TPM hasta llegar a aproximadamente un 7% en dos años en el escenario central, lo que requiere de aumentos de 24 puntos base promedio en los siguientes 12 meses, y, last but certainly not least, la mantención de la TPM en la reunión anterior, se desprenden sólo dos alternativas de política recomendables para esta reunión, consistentes con las proyecciones del IPoM que se publicará en breves días: elevar la tasa de política monetaria en 25 puntos base o en 50 puntos base. A la luz de las expectativas de mercado, señala que se inclina por recomendar un alza de 25 puntos base en esta ocasión."
RPM-2005-01-11:42:1,0,502,"El señor Ministro de Hacienda expresa que al escuchar la intervención del señor Klaus Schmidt-Hebbel respecto de las opciones y en relación a las de los meses pasados, se va a leer la misma dosis o más rápida. No cree tener en la memoria que se haya recomendado que la opción haya sido bajar O, 25, 50 puntos base. En el fondo, señala que todo lleva a concluir del análisis que la media está en 25 y puede ser o 50 o O lo que es claramente superior a la dosis que se ha conversado en la reunión pasada."
RPM-2005-01-11:42:1,555,1391,"El señor Ministro señala que tiene dudas que lo anterior sea así, y que ojalá lo fuera por los desempleados de este país, pero que no lo tiene claro. Indica que, en síntesis la propuesta de Estudios en el sentido que el mercado va a leer o la misma dosis o más, y que no visualiza en base a qué antecedentes entre la reunión pasada y ésta, pudiera hacer leer al mercado esa recomendación. Agrega, que sí ha visto que las perspectivas de inversión y, por tanto, de recuperación en el mediano plazo de la capacidad potencial han mejorado, y en consecuencia, más allá de cuál sea la decisión en esta reunión, pide al Consejo extrema cautela en lo que se comunique en la Minuta de esta Sesión, particularmente, porque dada la experiencia de la última vez, toda la reunión es comunicada en la Minuta e interpretada profusamente en la prensa."
RPM-2005-01-11:44:1,0,443,"El Consejero señor De Gregorio indica que quiere hacer una observación sobre este tema. Al respecto, señala que su visión es que la transparencia ayuda mucho y su límite se encuentra en la medida que empiece a entorpecer el manejo de la política monetaria. Cree que, por lo menos, desde su punto de vista o del Consejo y del staff es muy importante tener la plena conciencia que lo que se dice en esta reunión va a ser editado como una Minuta."
RPM-2005-01-11:49:1,0,108,"El Presidente, señor Vittorio Corbo, ofrece la palabra a los señores Consejeros para proceder a la votación."
RPM-2005-01-11:4:1,715,1276,"Durante la segunda mitad del año, el mercado laboral comenzó a mostrar mayor dinamismo, como corroboran las diferentes fuentes de información disponibles. Esto disipa parte importante de la heterogeneidad evidente en las cifras al cierre del Informe de Política Monetaria de septiembre. Más allá de la volatilidad observada a mediados de año y de efectos estacionales, la información disponible para el 2004 muestra que la ocupación se ubica significativamente por encima de lo observado el 2003, lo que se asocia al importante incremento del empleo asalariado."
RPM-2005-01-11:4:1,2144,2897,"Así, luego de que el PIB creciera en torno a 5,8% el 2004, la economía chilena debería alcanzar tasas de crecimiento entre 5% y 6% el 2005, para experimentar luego una suave desaceleración el 2006, de manera de copar gradualmente las holguras de capacidad que aún persistan. La demanda interna crecería sustancialmente más que el PIB, de forma que el superávit en cuenta corriente se disiparía de manera paulatina el 2005 y 2006, situación que también se vería influida por una normalización de los términos de intercambio. Como ha sido la tónica en los años recientes, la volatilidad del precio de los combustibles y del tipo de cambio ha tenido una incidencia transitoria en la inflación del IPC, mediante sus efectos directos y vía tarifas reguladas."
RPM-2005-01-11:4:1,3179,3857,"En un escenario en que esta última variable no presente modificaciones en el largo plazo, no se puede esperar que cambios en la paridad del dólar en los mercados internacionales tengan efectos duraderos en las presiones inflacionarias en Chile. Durante los últimos trimestres, las medidas de inflación subyacente han evolucionado por debajo de lo inicialmente previsto, diferencia que se redujo a algunas décimas desde el Informe de Política Monetaria de septiembre. Esta dinámica ha sido el resultado de menores presiones de precios derivadas de la descompresión de márgenes y a una trayectoria plana, o incluso declinante en lo más reciente, de los costos laborales unitarios."
RPM-2005-01-11:50:1,0,2372,"El Consejero señor Manuel Marfán, señala que en primer lugar agradece el análisis del staff y comparte que no hay elementos de sorpresa significativos respecto de la reunión de política monetaria anterior. Si bien la cifra de crecimiento es marginalmente superior a la anticipada, también la inflación subyacente IPCX1 es marginalmente inferior a la anticipada y el peso se ha apreciado en las semanas recientes más allá de la depreciación internacional del dólar. En este contexto, las mismas consideraciones tácticas que motivaron mantener la tasa de política monetaria en 2,25% en la reunión anterior, aconsejan elevarla en 25 puntos base en esta oportunidad. Se trata de aportar señales al mercado de qué significa pausado, de manera de hacer menos oscilantes las expectativas respecto de la evolución más probable de la tasa de política monetaria. Una de las opciones analizadas por el staff es elevar la tasa de política monetaria en 50 puntos base, en esta oportunidad. Al respecto, le parece que esa opción debió descartarse tan rápidamente como se hizo con una reducción de la tasa, ya que ambas alternativas comparten el representar un quiebre en el camino trazado. Desde esta perspectiva, aunque claramente la opción más plausible en esta ocasión es la de normalizar la tasa en 25 puntos base, la única otra digna de haberse analizado, a su juicio, era la de mantenerla en su nivel actual. Al igual que en otras ocasiones, el mencionar una estrategia de normalización de la tasa de política monetaria con consideraciones tácticas de corto plazo, no debe implicar, bajo ningún punto de vista, que el Consejo está asumiendo compromiso alguno respecto de sus decisiones en futuras reuniones de política monetaria. Por el contrario, el Consejo debe mantener todos los grados de libertad para alterar el rumbo trazado sobre la base de noticias y eventos que no estén incluidos en el escenario base. Pero con la misma convicción, es necesario reiterar que la normalización de la economía requiere también una normalización del elevado impulso monetario actual, las oscilaciones de corto plazo de las distintas medidas de inflación no deben distorsionar el objetivo de llevar la inflación a un rango centrado en 3% en el horizonte de 24 meses. Por las razones ya señaladas vota por elevar la tasa de política monetaria en 25 puntos base, de manera de situarla en 2,5%."
RPM-2005-01-11:51:1,914,3057,"No obstante, las expectativas inflacionarias de mediano plazo continúan ancladas al rango meta. Considerando estos antecedentes, señala que es evidente que el nivel actual de la tasa de política monetaria no es sostenible en el tiempo dado el panorama de crecimiento que se nos presenta. Estos argumentos afianzan la idea de que la economía estaría necesitando un menor impulso monetario que el vigente, sobre todo porque su trayectoria se ha presentado permanentemente por sobre nuestras estimaciones. Así, un alza de 25 puntos base de la tasa de política monetaria es consistente con la estrategia de retiro pausado de las condiciones expansivas prevalecientes y el tránsito gradual a una tasa de política más neutral. Asimismo, se debe tener en cuenta que las proyecciones de inflación presentadas por la Gerencia de División Estudios tienen implícito un aumento gradual de la tasa de política monetaria para alcanzar el objetivo de 3% en el horizonte de política. Indica, que concuerda en esta oportunidad con lo discutido en reuniones anteriores, en que un primer hito importante para seguir con este paso mesurado de ajuste, sería dejar atrás una tasa real de política negativa como la prevaleciente bajo las condiciones actuales. También considera que un alza de 25 puntos base, indicaría al mercado que las decisiones de política monetaria no son tomadas en base a hechos puntuales o de un mes en particular que afectan a la inflación y al crecimiento, sino en cómo estos antecedentes van o no modificando las tendencias y perspectivas que marcan el horizonte mediano y largo que les interesa como Consejo. Asimismo, un movimiento en dicha magnitud probablemente no generará un gran impacto en las cifras, por cuanto es de consenso que el proceso de normalización debe continuar. Por lo tanto, una medida preventiva como el alza acotada que propone la Gerencia de División Estudios, los deja en buen pie para seguir evaluando en el futuro nuevas políticas coherentes con este entorno más dinámico y nuestra meta inflacionaria de 3%. Es por ello, que vota por una alza de 25 puntos base en la tasa de política monetaria en esta reunión."
RPM-2005-01-11:52:1,711,2280,"En ello ha influido la favorable evolución de los costos laborales como se ha destacado y la apreciación del tipo de cambio multilateral. Sin embargo, como nos advierte la Gerencia de División Estudios, el cierre más rápido de la brecha del PIB significará una aceleración posterior de la inflación y dado los rezagos con que actúa la política monetaria corresponde continuar con la política de normalización pausada de la misma. Se pregunta el señor Consejero si es compatible esa estrategia con mantener la tasa de política monetaria inalterada en esta reunión. Su opinión, al igual que lo señalado por la División de Estudios, es que no, porque mantener la tasa de política monetaria inalterada en la reunión de hoy tiene dos riesgos, el primero es que se confunda la estrategia del Consejo del Banco Central, en el sentido que se entienda que éste reacciona frente a schoks de oferta y que va a esperar a tener un alza en la inflación efectiva antes de elevar su tasa de política monetaria; el otro riesgo importante es que se tenga posteriormente que acelerar la estrategia de ajuste pausado, alterar esa estrategia más bien dicho, y se deba optar por un ajuste brusco de la tasa de política monetaria o incluso renunciar a la meta inflacionaria. Ambos riesgos son amenazas importantes para la efectividad de la política monetaria. Por lo anterior, señala que es partidario de realizar un ajuste moderado en la tasa de política monetaria en esta reunión de 25 puntos base, y por consiguiente su voto es por subir la tasa de política monetaria en el monto señalado."
RPM-2005-01-11:53:1,0,472,"El Consejero señor De Gregorio expresa que tal como se indicó en la reunión de política monetaria de diciembre, de no subir las tasas ese mes, lo más probable es que debiéramos hacerlo en enero. No ha habido sorpresas significativas ni en materia inflacionaria ni por el lado de la actividad que le hagan cambiar dicha evaluación. Por lo tanto cree que en esta reunión, lo recomendable es subir la tasa de interés en 25 puntos base y, en consecuencia, vota en tal sentido."
RPM-2005-01-11:54:1,513,2068,"Como resultado, aumenta el riesgo que hacia el final del horizonte de proyección la inflación supere en forma holgada el centro del rango meta. En estas circunstancias, con una tasa de política monetaria muy por debajo de cualquier estimación de una tasa neutral, lo más aconsejable es continuar con el proceso de normalización de la política monetaria. Este curso de política hace más probable que podamos continuar con una reducción pausada del marcado estímulo monetario, para de este modo reducir la probabilidad que más adelante se tengan que introducir aumentos más pronunciados en la tasa de interés para poder cumplir con el objetivo de mantener la inflación centrada en 3% en el horizonte habitual de política. Así, continuar el proceso gradual de acercar la tasa de política monetaria a la tasa neutral ahora provee una suerte de seguro contra aumentos más abruptos y costosos de la tasa en el futuro si nos encontramos con la desagradable sorpresa que la inflación comienza a alejarse en forma persistente de nuestra meta. Por supuesto que éstas son direcciones de política condicionales al escenario central que se tiene sobre la evolución de la inflación y sus principales determinantes en los próximos meses y, por lo tanto, no constituyen un compromiso de política futuro. Señala que el único compromiso que tenemos es mantenerse atentos para intentar que la inflación se mantenga dentro de la meta del 3% en el horizonte de política. Por lo anterior, señala que su voto es por un aumento de 25 puntos base en la tasa de política monetaria."
RPM-2005-01-11:56:1,0,195,"72-01-050111 - Tasa de Política Monetaria. Se acuerda aumentar la tasa de interés de política monetaria a 2,5% anual. Los tramos de la línea de crédito de liquidez se mantienen en el mismo nivel."
RPM-2005-01-11:57:1,22,582,"se retiran de la Sala el señor Ministro de Hacienda, señor Nicolás Eyzaguirre Guzmán y la Asesora Macroeconómica del Ministerio de Hacienda, señora Bernardita Piedrabuena Keymer. Comunicado “ En su reunión mensual de política monetaria, el Consejo del Banco Central resolvió, por unanimidad, aumentar la tasa de interés de política monetaria en 25 puntos base hasta 2,5% anual. La información disponible muestra que siguen verificándose las principales tendencias identificadas en meses recientes: una inflación acotada y una actividad crecientemente dinámica."
RPM-2005-01-11:57:1,762,1889,"La inversión y las exportaciones siguen creciendo a tasas elevadas, se afianza un mayor dinamismo del empleo y de la fuerza de trabajo, y las expectativas privadas son auspiciosas. Las presiones inflacionarias que se derivan de este escenario de cierre de brechas de capacidad hacen necesario continuar con la normalización del impulso monetario. Más allá de los vaivenes que resultan de los cambios en los precios de los combustibles, las medidas de inflación han aumentado lentamente, en particular las subyacentes (que excluyen algunos bienes cuyos precios son más volátiles). Los costos han mantenido un ritmo de incremento tenue, en especial los laborales, lo que ha contribuido a mantener reducidos los niveles de inflación. Esto ha permitido mantener la gradualidad en la reducción del estímulo monetario. El Consejo reafirma que, en el escenario más probable, continuará reduciendo pausadamente la marcada expansividad monetaria con el objetivo de mantener una trayectoria esperada para la inflación en torno a 3% anual en el horizonte habitual de política de 12 a 24 meses.” El Consejo aprueba el texto del Comunicado."
RPM-2005-01-11:5:1,264,1835,"A esto se agregan las reducciones esperables del precio de los combustibles, con lo que la inflación del IPC proyectada para el 2005 se mantendría cercana a la parte inferior del rango meta, incluso posiblemente por debajo de 2% para parte del año. Hacia el mediano plazo, sin embargo, el cierre de holguras más rápido que lo anticipado compensará esas menores presiones de precios, por lo que el panorama inflacionario hacia fines del horizonte de proyección no difiere mayormente de lo previsto en el Informe de Política Monetaria de septiembre. De esta manera, la inflación del IPC alcanzaría 2,8% en promedio durante el 2006 y 3,3% a fines del horizonte de proyección. Esto, gracias a que la tendencia inflacionaria subyacente continuaría con un ritmo de incremento similar al que mostró en el 2004, luego de la desaceleración de fines del 2003, superando levemente 3% hacia el 2006. En este contexto, el Consejo estima que ello permite continuar con un ritmo pausado de normalización de la política monetaria, cuya velocidad precisa dependerá de los antecedentes que se vayan acumulando en el tiempo. En el escenario central, como supuesto de trabajo, las proyecciones contenidas acá se realizan suponiendo una trayectoria para la tasa de política monetaria que aumenta a un ritmo levemente mayor que la implícita en los precios de activos durante las últimas dos semanas, y congruente con una convergencia gradual de la inflación del IPC a 3%. Los principales escenarios de riesgo están asociados a la forma como evolucione la economía mundial en los próximos años."
RPM-2005-01-11:5:1,3841,4423,"Finalmente, se estima que eventuales vicisitudes en la disponibilidad de gas natural argentino, de una magnitud como las observadas en el 2004, no tendrían implicancias macroeconómicas significativas. Las implicancias de los escenarios alternativos sobre la política monetaria en Chile dependen crucialmente de cómo ellos se manifiesten en el mediano plazo en presiones inflacionarias. Con todo, el Consejo estima que estos escenarios alternativos configuran un balance de riesgos que es balanceado para el crecimiento y con un sesgo al alza, en el mediano plazo, para la inflación."
RPM-2005-03-10:140:1,0,510,"ACTA CORRESPONDIENTE A LA SESIÓN DE POLÍTICA MONETARIA N° 75 Celebrada el 10 de marzo de 2005 En Santiago de Chile, a 10 de marzo de 2005, siendo las 11:30 horas, se reúne el Consejo del Banco Central de Chile, bajo la presidencia del titular don Vittorio Corbo Lioi y con la asistencia del Vicepresidente don José De Gregorio Rebeco y de los Consejeros doña María Elena Ovalle Molina, don Jorge Desormeaux Jiménez y don Manuel Marfán Lewis. Asiste el señor Ministro de Hacienda, don Nicolás Eyzaguirre Guzmán."
RPM-2005-03-10:141:1,0,176,"I. Fecha Sesión de Política Monetaria del mes de septiembre de 2005. El Presidente fija la sesión de política monetaria del mes de septiembre de 2005, para el día 8 de ese mes."
RPM-2005-03-10:142:1,4,1139,"Exposición. El Gerente de Análisis Macroeconómico, don Pablo García, en relación con el análisis de los desarrollos económicos y financieros recientes, señala lo siguiente: Durante el primer trimestre de este año se ha continuado desarrollando un escenario macroeconómico interno, a grandes rasgos coherente con el presentado en el Informe de Política Monetaria. Por un lado, la actividad económica y el empleo mantienen un ritmo de crecimiento sobre la tendencia, sin presentar una aceleración adicional como la observada en el segundo semestre del año pasado y los indicadores de confianza se mantienen positivos. La persistencia de la fuerte expansión de la formación bruta de capital en maquinaria y equipos es probablemente lo más sorpresivo de la coyuntura nacional. Por otro lado, la inflación subyacente y los salarios nominales siguen aumentando a un ritmo gradual, muy similar al previsto en el Informe de Política Monetaria de enero. La volatilidad en el ámbito de los precios se ha vinculado más bien a los movimientos de tarifas reguladas, con efectos de una sola vez o parcialmente transitorios sobre el nivel de precios."
RPM-2005-03-10:143:1,382,1857,"El precio del cobre y el precio del petróleo han continuado aumentando, alcanzando valores significativamente superiores a los previstos, y que motivan una revisión hacia arriba del orden de 10% en toda la trayectoria esperada de estos precios hasta fines del 2006. Las expectativas de mercado respecto del ritmo de normalización en el corto plazo de la política monetaria en las principales zonas económicas han sufrido cambios menores, aunque las tasas de interés de largo plazo en Estados Unidos de América han aumentado. La paridad del dólar norteamericano frente a las principales monedas ha revertido una parte importante de la apreciación que mostró entre enero y mediados de febrero, motivada por expectativas menos complacientes sobre la persistencia del déficit en cuenta corriente. La paridad del peso con respecto del dólar ha continuado fluctuando sin una tendencia definida y sin que sea evidente atribuir estos movimientos a los cambios de paridades entre las principales monedas, tasas de interés o determinantes del tipo de cambio real de largo plazo. La desaceleración de los agregados monetarios y el incremento de las tasas de interés de consumo, entre otros antecedentes, siguen indicando que las condiciones financieras en Chile son ahora menos estimulantes que a mediados del año pasado. No obstante, el crédito a personas y empresas no muestra una desaceleración significativa, y las tasas reajustables de mediano y largo plazo han continuado cayendo."
RPM-2005-03-10:143:1,2303,2983,"Los diversos indicadores del mercado inmobiliario muestran un menor ritmo de actividad, mientras la minería presenta vaivenes propios de la volatilidad habitual de este sector. Por el lado de la demanda, lo más notorio es el boyante comportamiento de la formación bruta de capital en maquinaria, que no ha dado visos de temperarse, y que tendría que ralentizarse de forma bastante brusca para que se materializara el escenario del Informe de Política Monetaria para este año. Agrega, que en el mercado laboral, en tanto, se siguen observando señales positivas, aunque con un incremento de la ocupación y de la fuerza de trabajo menos destacado que en el segundo semestre del 2004."
RPM-2005-03-10:143:1,3493,4064,"La capacidad de la oferta agregada de acomodar los incrementos de la demanda sin generar presiones inflacionarias excesivas se ha seguido manifestando. El crecimiento de las remuneraciones nominales y la inflación subyacente siguen mostrando un suave incremento, dentro de los rangos coherentes con las proyecciones de corto plazo del Informe de Política Monetaria de enero. Los vaivenes en las tarifas de servicios públicos que han ocurrido y que podrían seguir ocurriendo en los próximos meses seguramente aportarán la mayor cuota de volatilidad a la inflación mensual."
RPM-2005-03-10:144:1,0,648,"Hacia el mediano plazo, la compensación inflacionaria implícita en los precios de activos financieros muestran un aumento en las expectativas de inflación, pero dentro de cifras coherentes con el centro del rango meta. Con relación a la política monetaria, se detecta un desplazamiento del orden de 25 puntos base en la trayectoria de la tasa de política monetaria implícita en la curva forward, con un movimiento similar en la expectativa de la tasa de política monetaria en la encuesta mensual para dentro de veinticuatro meses. El señor Gerente destaca en su exposición que la economía chilena continúa enfrentado un escenario externo favorable."
