intervencion_id,archivo_origen,actor,etiqueta_ia_original,es_relevante_ia_original,etiqueta_v2_vigente,es_relevante_v2_vigente,etiqueta_v3,es_relevante_v3,resultado_revision,confianza_revision,cita_literal_espacios_normalizados,fundamento_revision,sha256_texto,n_caracteres_texto
RPM-2008-03-13:1716:1,data/etiquetas/etiquetas_piloto_r1.csv,Sebastián Claro Edwards,neutral,1,neutral,1,neutral,1,compatible,alta,"tal vez el modelo no sea muy adecuado, pero no se puede enfatizar este punto sin tener un modelo alternativo",Compatible con N: crítica metodológica sin postura. La unidad no adopta una dirección monetaria propia.,276d984079c27c4e1780fc8a4a743bde9731b758411fffc1321377dcfc7a4795,156
RPM-2008-03-13:1718:12,data/etiquetas/etiquetas_piloto_r1.csv,Andrés Velasco Brañes,neutral,1,neutral,1,neutral,1,compatible,media,el crecimiento de la fuerza de trabajo ha sido y sigue siendo inusualmente alto y eso tiene que tener algún efecto sobre la tendencia de crecimiento de los salarios nominales,Compatible con N: diagnóstico de mercado laboral (R2). La unidad no adopta una dirección monetaria propia.,18f51a532527b35e193fabc0f55182c468da3e0c6843f7183faf9073907b0208,324
RPM-2008-03-13:1724:1,data/etiquetas/etiquetas_piloto_r1.csv,José De Gregorio Rebeco,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: ofrecimiento de la palabra,18190387a9aa8926ccb2294b53d5aa81e89eac5228368f839b23aa24f186c6cd,100
RPM-2008-04-10:1760:1,data/etiquetas/etiquetas_piloto_r1.csv,Andrés Velasco Brañes,neutral,1,neutral,1,neutral,1,compatible,alta,estima que al menos existe un problema de rezago en la información,Compatible con N: rezago de información de insumos (R2). La unidad no adopta una dirección monetaria propia.,af9772de631be125710a81a413b40c4ff0a08d957e688124ff019677ad2cc8d5,592
RPM-2008-04-10:1775:1,data/etiquetas/etiquetas_piloto_r1.csv,José De Gregorio Rebeco,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: ofrecimiento de la palabra tras presentación de opciones,57a945517969853776be13b02674ce3cdf297af49c77e40b9dae22cd9e69eac0,164
RPM-2008-05-08:1808:1,data/etiquetas/etiquetas_piloto_r1.csv,Sebastián Claro Edwards,neutral,1,neutral,1,neutral,1,compatible,alta,"estos datos no sugieren que se esté en presencia, por lo menos el último mes, de un boom de precios de alimentos, pero sí del petróleo",Compatible con N: diagnóstico de inflación externa (R3). La unidad no adopta una dirección monetaria propia.,77a55579b85483fd6a53026f13d0e420eba590628a187f6c319283c33d1c6552,531
RPM-2008-05-08:1841:1,data/etiquetas/etiquetas_piloto_r1.csv,José De Gregorio Rebeco,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: ofrecimiento de la palabra a la Ministra Subrogante,18efce354ff038c4f0d5f1db1dff66f3f206a1a0763c9d36619ef1db51f62b6a,134
RPM-2008-06-10:1854:1,data/etiquetas/etiquetas_piloto_r1.csv,Sebastián Claro Edwards,neutral,1,neutral,1,neutral,1,compatible,alta,"consulta cuál es la explicación que en la tabla que se exhibe aparezca una creación de empleo de menos 60 mil con una tasa de 5,1%",Compatible con N: consulta de cifras de empleo. La unidad no adopta una dirección monetaria propia.,2b767b0c5e79311c4466389f9f0ed58794ce24963be5266b9bea1ccc33931af9,244
RPM-2008-06-10:1870:3,data/etiquetas/etiquetas_piloto_r1.csv,Manuel Marfán Lewis,neutral,1,neutral,1,neutral,1,compatible,media,"su observación conduce a evitar que se pueda decir que hay que bajar más, que el impuesto que está implícito es más alto de lo que está diciendo el Gobierno",Compatible con N: cautela interpretativa sobre subsidios; sin postura propia. La unidad no adopta una dirección monetaria propia.,d1978bb5e0623447b664573f417aa0749bf8dd237eb9cb21e1bedbea15069347,305
RPM-2008-06-10:1878:1,data/etiquetas/etiquetas_piloto_r1.csv,Pablo García Silva,neutral,1,neutral,1,neutral,1,compatible,alta,la desaceleración y la ampliación de brecha que se consideraba en el IPoM es producto del escenario mundial que es justamente hacia fines de este año,Compatible con N: explicación de ciclo y brecha (R2). La unidad no adopta una dirección monetaria propia.,381f85a0c05236a3037d3242ee588e7cccc515a7dba626d8ca914b353d2ebea3,941
RPM-2008-06-10:1904:1,data/etiquetas/etiquetas_piloto_r1.csv,Beltrán de Ramón Acevedo,hawkish,1,hawkish,1,hawkish,1,compatible,alta,el Gerente señor De Ramón recomienda al Consejo un aumento de 50 puntos base en la Tasa de Política Monetaria en esta Reunión,Compatible con hawkish: staff recomienda alza ante deterioro inflacionario (R5). La dirección está respaldada en la unidad y no depende solo del menú o fase.,21ed2ef4c8d4fc8da361b92d065af31afa3e938e6c8bdb19f9ba9c64703de2e6,3049
RPM-2008-07-10:1923:8,data/etiquetas/etiquetas_piloto_r1.csv,Sergio Lehmann Beresi,neutral,1,neutral,1,neutral,1,compatible,media,"Los premios por liquidez, agrega el Gerente señor Lehmann, se mantienen estables en el caso de Estados Unidos de América",Compatible con N: descriptivo de mercados financieros externos (R3). La unidad no adopta una dirección monetaria propia.,198d90e103fc7e464f3e7acbf5bff6db7c3867ed4e130bbd217eb95459247e07,6736
RPM-2008-07-10:1959:1,data/etiquetas/etiquetas_piloto_r1.csv,Pablo García Silva,neutral,1,neutral,1,neutral,1,compatible,media,"no cree que el resultado de ese análisis sea de primer orden, atendida la magnitud del shock y las cifras de inflación que se están observando",Compatible con N: respuesta técnica sobre matriz de proyección. La unidad no adopta una dirección monetaria propia.,3580a4fe22ef1ed2fa206bef003dc40e7ce54a8dc673c33e5f739137286a7a32,930
RPM-2008-08-14:2011:1,data/etiquetas/etiquetas_piloto_r1.csv,José De Gregorio Rebeco,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: observación protocolar sin desarrollo,ab93eb761aa210ffea36f2b46705dc5cfbd2dcb7efd2fcc5839def4fe856da99,85
RPM-2008-08-14:2017:1,data/etiquetas/etiquetas_piloto_r1.csv,Manuel Marfán Lewis,neutral,1,neutral,1,neutral,1,compatible,alta,"cuando se analizan las cifras agregadas macro, el pass-through de precios del petróleo a inflación es relativamente bajo. Sin embargo, para el sector industrial en particular, no tendría por qué originarse la misma situación",Compatible con N: análisis sectorial de pass-through (R2). La unidad no adopta una dirección monetaria propia.,b487ba93fc3694b79045f8dc1dc6226d10f6286c5311231bcd2045174d713ec7,573
RPM-2008-08-14:2045:1,data/etiquetas/etiquetas_piloto_r1.csv,Consejo del Banco Central de Chile,hawkish,1,hawkish,1,hawkish,1,compatible,alta,"acordó aumentar la tasa de interés de Política Monetaria en 50 puntos base, hasta 7,75% anual",Compatible con hawkish: comunicado institucional contractivo (R6). La dirección está respaldada en la unidad y no depende solo del menú o fase.,5f34a13c83b1ab0436f6b1e6a2cf0f78ed9bb14d0232155b885988de0d1b5bf6,2205
RPM-2008-09-04:2048:1,data/etiquetas/etiquetas_piloto_r1.csv,José De Gregorio Rebeco,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: anuncio de fecha de sesión,7a7bbdb7b43374ee3ccf9e7b3869d808b344a8a754ba5bcdba9a8670d4fb82de,212
RPM-2008-09-04:2083:1,data/etiquetas/etiquetas_piloto_r1.csv,José De Gregorio Rebeco,neutral,1,neutral,1,neutral,1,compatible,alta,"si el precio local no ha caído y no ha seguido al precio internacional, dicho sobre stock le parece algo extraño",Compatible con N: consulta puntual de mercado. La unidad no adopta una dirección monetaria propia.,706e9af3ecb4a9b9c7010f77d356b2ded8074e14a5e4fcaad0ee588f82e577d4,161
RPM-2008-09-04:2088:1,data/etiquetas/etiquetas_piloto_r1.csv,Beltrán de Ramón Acevedo,hawkish,1,hawkish,1,hawkish,1,compatible,alta,se inclina por sugerir un alza de 50 puntos base en esta ocasión,Compatible con hawkish: staff recomienda alza de 50 puntos (R5). La dirección está respaldada en la unidad y no depende solo del menú o fase.,6f7f01c7cec8debe1e5dc22e838b8f70f9c0a8cc446fde52e0850ed9768b2cf4,4349
RPM-2008-10-09:2106:3,data/etiquetas/etiquetas_piloto_r1.csv,Enrique Marshall Rivera,neutral,1,neutral,1,neutral,1,compatible,alta,"los bancos que se financian, fondean via depósitos de clientes, los hace estar mucho más estables y que por el contrario, los que se fondean en el mercado monetario",Compatible con N: análisis de estabilidad bancaria externa (R3). La unidad no adopta una dirección monetaria propia.,8e1fdaeeeaf3d3d7ac936ea803c93077ea9022ceb5cced3763ca038a102477b4,430
RPM-2008-11-13:2139:1,data/etiquetas/etiquetas_piloto_r1.csv,Pablo García Silva,neutral,1,neutral,1,neutral,1,compatible,media,"no resulta importante lo que sucede con la Tasa de Política Monetaria del día, sino que lo que interesa es su trayectoria para los próximos años, ya que es lo que afecta hoy día al tipo de cambio",Compatible con N: comentario metodológico sobre el modelo (R2). La unidad no adopta una dirección monetaria propia.,8618517242562c88d697a9603aeea2f7c8ec7a778257bed0ece98565166f62b8,789
RPM-2008-11-13:2167:3,data/etiquetas/etiquetas_piloto_r1.csv,Andrés Velasco Brañes,dovish,1,dovish,1,neutral,1,cambio_etiqueta,alta,"concuerda con la alternativa final que plantea la Gerencia de División Estudios, en cuanto a mantener",Concuerda con mantener y solo habría preferido incluir un recorte entre las opciones. Pedir que una opción se discuta no es hacerla propia: N.,c45945d3453f33937ed0e99e9f57be1ba9f78826dbb17a0bfe19737b428a955b,558
RPM-2008-12-11:2176:1,data/etiquetas/etiquetas_piloto_r1.csv,José De Gregorio Rebeco,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: formato de reunión y fijación de fecha,7fd0f892c76b1f5ad1b54c4be1cabb7466cbc25a317cab9aac7dc2498a70501c,705
RPM-2008-12-11:2187:1,data/etiquetas/etiquetas_piloto_r1.csv,Pablo García Silva,neutral,1,neutral,1,neutral,1,compatible,alta,ello resulta equivalente usando los ponderadores para acumular el promedio que son los del comercio de Estados Unidos de América,Compatible con N: comentario técnico de ponderadores. La unidad no adopta una dirección monetaria propia.,e8d2660336bdb974f307763409efde889049f8287358dca55e0abda689a1c393,192
RPM-2009-01-08:2263:1,data/etiquetas/etiquetas_piloto_r1.csv,Manuel Marfán Lewis,neutral,1,neutral,1,neutral,1,compatible,alta,consulta si las últimas cifras están corregidas por variación de inventarios y si están consideradas desde la perspectiva de las importaciones de bienes de consumo,Compatible con N: consulta metodológica de cifras. La unidad no adopta una dirección monetaria propia.,8ca589242da2d531fa8721df638be159b5a96eef62b39e941a770f063b2646e1,243
RPM-2009-02-12:2326:1,data/etiquetas/etiquetas_piloto_r1.csv,Manuel Marfán Lewis,neutral,1,neutral,1,neutral,1,compatible,media,"espera que no utilicen este tipo de programas en forma tal que se transformen en regímenes proteccionistas, lo que evidentemente perjudicaría a países exportadores como Chile",Compatible con N: análisis de estímulos externos sin implicancia doméstica (R3). La unidad no adopta una dirección monetaria propia.,4b5cc08a0622a5da71066424a4b714d29c6e9105449b8c17f0d5478ae329128d,1611
RPM-2009-02-12:2328:1,data/etiquetas/etiquetas_piloto_r1.csv,José De Gregorio Rebeco,neutral,1,neutral,1,neutral,1,compatible,alta,"estima conveniente para efectos del análisis de coyuntura que realiza periódicamente el Banco Central de Chile, incluir el tema relativo al financiamiento entre países",Compatible con N: comentario de agenda analítica. La unidad no adopta una dirección monetaria propia.,31f350484dfa27a2a5ef9948a1890cca231248a34b7cca2a177cdc5ef36bc320,400
RPM-2009-02-12:2332:1,data/etiquetas/etiquetas_piloto_r1.csv,José De Gregorio Rebeco,neutral,1,neutral,1,neutral,1,compatible,media,se refieren a la relevancia que presentan tanto Brasil como México en la información a que alude el Consejero señor Sebastián Claro,Compatible con N: comentario breve más ofrecimiento de palabra. La unidad no adopta una dirección monetaria propia.,e2ec3551497c0b013a5895e3acb95e22e1441b2b757f7160b6d6fdf6737333c3,394
RPM-2009-02-12:2338:1,data/etiquetas/etiquetas_piloto_r1.csv,José De Gregorio Rebeco,neutral,1,neutral,1,neutral,1,compatible,alta,comenta que en el IPoM no se tiene una proyección para el segundo trimestre,Compatible con N: acotación factual sobre proyecciones. La unidad no adopta una dirección monetaria propia.,025e86d31c3778f25959ad36a0dab68fd6dcbefc410f5225e4443be7cd585a80,113
RPM-2009-02-12:2353:1,data/etiquetas/etiquetas_piloto_r1.csv,Manuel Marfán Lewis,neutral,1,neutral,1,neutral,1,compatible,alta,"mientras más baja el precio del cobre, probablemente, más dólares se tendrán que liquidar a pesos en el mercado local por parte del Fisco",Compatible con N: mecanismo cambiario-fiscal (R2). La unidad no adopta una dirección monetaria propia.,5113587f1486a54a94ad338b4f53529fe5d1803843d4a6178f4a96e3fb64ca05,737
RPM-2009-02-12:2377:1,data/etiquetas/etiquetas_piloto_r1.csv,Jorge Desormeaux Jiménez,dovish,1,dovish,1,dovish,1,compatible,alta,"en el momento de emitir su voto manifestó su intención de sumarse a la votación de mayoría, por lo cual también se adhiere al acuerdo de bajar la tasa en 250 puntos base",Compatible con dovish: adhesión explícita a recorte de 250 puntos (R1). La dirección está respaldada en la unidad y no depende solo del menú o fase.,04a190706cda8351f129b6ce3acd8849937923f95877302383eba61ef04655ad,223
RPM-2009-02-12:2382:1,data/etiquetas/etiquetas_piloto_r1.csv,Consejo del Banco Central de Chile,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: aprobación del comunicado y levantamiento de sesión,21460c78e56709a85aa49b7aabf4cfb6f8e673476a9c73eff7b5081e1f05266c,83
RPM-2009-03-12:2392:2,data/etiquetas/etiquetas_piloto_r1.csv,Sergio Lehmann Beresi,neutral,1,neutral,1,neutral,1,compatible,alta,"menos 0,5 de crecimiento es la cifra que se dio a conocer formalmente",Compatible con N: dato factual de crecimiento externo. La unidad no adopta una dirección monetaria propia.,423d01235fa2859426305d63d4d1faaa82e52ab7883aaaaaf27e30c7eabfb258,108
RPM-2009-04-09:2476:1,data/etiquetas/etiquetas_piloto_r1.csv,Claudio Soto Gamboa,neutral,1,neutral,1,neutral,1,compatible,media,"el juicio para fundamentar lo anterior consiste en las reacciones de política, tanto fiscal como monetaria",Compatible con N: juicio de proyección técnica (R2). La unidad no adopta una dirección monetaria propia.,78ba61ad381872f0b390096a3963ed984f5ecc81ec908f5a4888120d3948476e,514
RPM-2009-04-09:2487:2,data/etiquetas/etiquetas_piloto_r1.csv,Andrés Velasco Brañes,neutral,1,neutral,1,neutral,1,compatible,alta,"consulta si nuestro país está en niveles inusualmente altos, haciendo una comparación internacional",Compatible con N: consulta comparativa internacional. La unidad no adopta una dirección monetaria propia.,a00d0b2895bb2aa0a0bd0647583a85efb44ef508b3aa8a04d9c6f5708b86a573,143
RPM-2009-04-09:2489:3,data/etiquetas/etiquetas_piloto_r1.csv,José De Gregorio Rebeco,neutral,0,neutral,0,neutral,0,compatible,alta,,Compatible con N/relevancia0: suspensión de la sesión de la mañana,76409a3577a6a14e9ea889855e160a2af01f9de68ace1346a8503f2b08b8ee2d,200
RPM-2009-04-09:2500:2,data/etiquetas/etiquetas_piloto_r1.csv,Consejo del Banco Central de Chile,dovish,1,dovish,1,dovish,1,compatible,alta,"por votación unánime, el Consejo acuerda bajar la Tasa de Política Monetaria en 50 puntos base hasta 1,75%",Compatible con dovish: decisión institucional expansiva (R6). La dirección está respaldada en la unidad y no depende solo del menú o fase.,9ba7314387cde431200107cb7cb6b86631bca9cf0a056181fa26e622671ac2fd,124
RPM-2009-05-07:2517:1,data/etiquetas/etiquetas_piloto_r1.csv,José De Gregorio Rebeco,neutral,1,neutral,1,neutral,1,compatible,alta,"existen dos posiciones de discusión sobre la medición del CDS, pero otro aspecto a considerar es que también depende un poco de que se mide por puntos base",Compatible con N: comentario metodológico sobre CDS. La unidad no adopta una dirección monetaria propia.,8f9bcef17e01e7e39a0d37c1ce21a7c7d6c11a29d9673ec856f034c06dcd2005,261
RPM-2009-05-07:2519:1,data/etiquetas/etiquetas_piloto_r1.csv,Andrés Velasco Brañes,neutral,1,neutral,1,neutral,1,compatible,alta,"si se mostrara un gráfico de los niveles del COS, que no midiera por puntos base sino que por porcentaje respecto a la base, se vería algo muy distinto",Compatible con N: comentario de presentación de datos. La unidad no adopta una dirección monetaria propia.,67cd2f1af8457783c921fee2ce1e15d995e1c06d6a92d315cd9e587cdd384ec2,255
RPM-2009-05-07:2528:2,data/etiquetas/etiquetas_piloto_r1.csv,Claudio Soto Gamboa,neutral,1,neutral,1,neutral,1,compatible,alta,"la forma como ha operado la parte automática de la política fiscal, que es el ajuste en la recaudación tributaria que está vinculado al efecto cíclico de la recaudación",Compatible con N: mecánica del impulso fiscal (R2). La unidad no adopta una dirección monetaria propia.,d9627f51a37750fb7bb0b0cef37e1a38a40529d2b3cbe068b49ac4edc6404385,650
RPM-2009-05-07:2532:2,data/etiquetas/etiquetas_piloto_r1.csv,Claudio Soto Gamboa,neutral,1,neutral,1,neutral,1,compatible,media,"se está suponiendo que vuelve a haber una variación negativa, pero de menor intensidad que el primer trimestre. Recién hacia el tercer trimestre, se estaría observando una acumulación de inventarios",Compatible con N: proyección de inventarios sin implicancia (R2). La unidad no adopta una dirección monetaria propia.,36df2603825d9df1d10f4a1173725b5b0c638f1cf7592db99ef0e30830a0577f,523
RPM-2009-06-16:2567:3,data/etiquetas/etiquetas_piloto_r1.csv,Sergio Lehmann Beresi,neutral,1,neutral,1,neutral,1,compatible,alta,los modelos de la Gerencia de Análisis Internacional confirman la existencia de un premio de 20 a 30 centavos en el caso del cobre,Compatible con N: análisis de posiciones en commodities (R2). La unidad no adopta una dirección monetaria propia.,bdd9acf78d076f51f01de7ba9fdcbc73287e8e3903df180cc630bfb80db9ef87,1071
RPM-2009-07-09:2608:4,data/etiquetas/etiquetas_piloto_r1.csv,Andrés Velasco Brañes,neutral,1,neutral,1,neutral,1,compatible,alta,"para que eso sea posible, el crecimiento debe ser de dos dígitos, por lo menos",Compatible con N: acotación sobre crecimiento requerido (R2). La unidad no adopta una dirección monetaria propia.,080e5ab0e379ee1d75b5f3115278558614a55c3b8a611aea0c344147887ed2be,106
