synthetic_id,fecha_ficticia,etiqueta_provisional,familia_provisional,texto,cita_textual_origen,justificacion_origen,grupo_texto_normalizado,estado_revision_v3,autorizado_entrenamiento
SYNTH_00094,2024-09-03,neutral,Pausa de monitoreo: transmisión de los ajustes previos en línea con el corredor del IPoM,"Respecto de la ubicación de la decisión en el corredor de la TPM proyectado en el IPoM, varios miembros señalaron que la velocidad de transmisión de los ajustes previos de la Tasa de Política Monetaria (TPM) está operando según lo previsto. Se destacó que la curva swap promedio cámara ha recogido los movimientos de la tasa rectora, que las tasas de colocación comercial se han ajustado de manera coherente y que el diferencial con la tasa de fondos federales de la Fed no ha generado desvíos significativos. Sobre esa base, el Consejo acordó por unanimidad una pausa de monitoreo, sin adoptar un sesgo direccional para las próximas reuniones.",varios miembros señalaron que la velocidad de transmisión de los ajustes previos de la Tasa de Política Monetaria (TPM) está operando según lo previsto,La unidad acuerda una pausa de monitoreo por transmisión oportuna y sin sesgo direccional identificable para las próximas reuniones (Neutral).,047adab4c395f90a,pendiente,no
SYNTH_00095,2024-09-03,dovish,Votación dividida: converger con mayor rapidez hacia el rango neutral del tipo de interés de política,"La decisión no fue unánime: cinco Consejeros votaron por recortar el tipo de interés de política en 50 puntos base, mientras que dos Consejeros abogaron por una reducción de 100 puntos base para converger con mayor rapidez hacia el rango neutral de la TPM, estimado entre 3,5% y 4,5% nominal. Estos últimos argumentaron que la brecha del producto negativa y la convergencia del IPCSAE hacia la meta permiten un relajamiento más decidido, y que mantener el tipo de interés de política por sobre el rango neutral implica un costo innecesario en actividad y empleo. La mayoría optó por la opción más gradual.","dos Consejeros abogaron por una reducción de 100 puntos base para converger con mayor rapidez hacia el rango neutral de la TPM, estimado entre 3,5% y 4,5% nominal","El disenso respalda un recorte mayor del tipo de interés de política (100 pb en lugar de 50 pb) para converger más rápido al rango neutral, lo que constituye un sesgo explícito hacia una baja más agresiva (Dovish).",359a356666d55369,pendiente,no
SYNTH_00096,2024-06-18,neutral,Un Consejero respalda la mantención de la TPM a la espera de la actualización de proyecciones del próximo IPoM,"En la deliberación de la RPM, un Consejero defendió mantener la Tasa de Política Monetaria (TPM) en su nivel actual hasta contar con la actualización formal de proyecciones macroeconómicas en el siguiente IPoM. Argumentó que la información disponible sobre el IPCSAE, la brecha del producto y las condiciones financieras es aún insuficiente para inclinar la balanza en uno u otro sentido, y que el próximo IPoM permitirá evaluar con mayor precisión la convergencia al 3% en el horizonte de dos años. Señaló que no se trata de postergar indefinidamente, sino de condicionar la decisión a nueva evidencia. La mayoría coincidió con esa aproximación.",un Consejero defendió mantener la Tasa de Política Monetaria (TPM) en su nivel actual hasta contar con la actualización formal de proyecciones macroeconómicas en el siguiente IPoM,"La unidad respalda mantener la TPM condicionada a nueva información, sin adoptar un sesgo direccional identificable hacia el alza o la baja, lo que corresponde a neutralidad (acuerdo de mantención condicionada).",a716caf73ecbbb2f,pendiente,no
SYNTH_00097,2024-12-17,neutral,Un Consejero destaca que el tipo de interés de política está en el centro del rango neutral y las expectativas ancladas al 3%,"En la deliberación de la RPM, un Consejero subrayó que el tipo de interés de política se ubica en el centro del rango de tasa neutral nominal estimado, entre 3,5% y 4,5%, y que las expectativas de inflación a 24 meses en las encuestas EEE y EOF se encuentran perfectamente ancladas al 3%. Argumentó que, en este contexto, los riesgos al alza asociados al pass-through cambiario y a la trayectoria de la Fed se compensan con los riesgos a la baja derivados de la holgura de actividad. Concluyó que no se justifican ajustes adicionales en el corto plazo. El Consejo acordó por unanimidad mantener la tasa rectora.","un Consejero subrayó que el tipo de interés de política se ubica en el centro del rango de tasa neutral nominal estimado, entre 3,5% y 4,5%, y que las expectativas de inflación a 24 meses en las encuestas EEE y EOF se encuentran perfectamente ancladas al 3%","La unidad acuerda mantener la tasa rectora con el tipo de interés de política en el centro del rango neutral y expectativas ancladas, sin sesgo direccional identificable (Neutral, acuerdo de mantención).",c42b8c0cf184798a,pendiente,no
SYNTH_00098,2023-09-05,dovish,Apertura de la brecha de capacidad negativa y caída de la inversión y el consumo: recortes más allá del corredor del IPoM,"Respecto de la ubicación de la decisión en el corredor de la TPM proyectado en el IPoM, varios miembros señalaron que la apertura acelerada de la brecha de capacidad negativa y la caída pronunciada de la inversión y del consumo privado justifican un ritmo de recortes más rápido que el contemplado en el escenario base. Argumentaron que, con el IPCSAE convergiendo velozmente hacia la meta y las expectativas ancladas, mantener el costo del fondeo interbancario en un nivel tan restrictivo por más tiempo implicaría un costo innecesario en actividad y empleo. La mayoría respaldó recortar la TPM en 100 puntos base, por sobre lo sugerido por el corredor vigente.",la apertura acelerada de la brecha de capacidad negativa y la caída pronunciada de la inversión y del consumo privado justifican un ritmo de recortes más rápido que el contemplado en el escenario base,"La unidad respalda recortar la TPM en 100 puntos base, por sobre lo sugerido por el corredor del IPoM, ante la apertura de la brecha negativa y la caída de la demanda, lo que constituye un sesgo explícito hacia la baja (Dovish).",dbf4581f4f4f3b03,pendiente,no
SYNTH_00099,2024-04-30,neutral,Análisis de brechas y precios: la transmisión de los ajustes previos opera según lo previsto y amerita una pausa,"En el análisis de brechas y precios, los Consejeros revisaron la evolución del IPCSAE, la brecha del producto no minero, el desempleo y los salarios reales. Varios miembros señalaron que la velocidad de transmisión de los ajustes previos de la Tasa de Política Monetaria (TPM) está operando según lo previsto: el IPCSAE ha evolucionado en línea con el escenario base, la brecha del producto no minero se mantiene negativa y los salarios reales muestran una moderación gradual. Sobre esa base, se concluyó que una pausa de monitoreo resulta apropiada, sin adoptar un sesgo direccional para las próximas reuniones.",Varios miembros señalaron que la velocidad de transmisión de los ajustes previos de la Tasa de Política Monetaria (TPM) está operando según lo previsto,La unidad acuerda una pausa de monitoreo por transmisión oportuna y sin sesgo direccional identificable para las próximas reuniones (Neutral).,0d4ca26ecc909c40,pendiente,no
SYNTH_00100,2022-09-06,hawkish,Pass-through cambiario y divergencia con la Fed exigen mayor restrictividad del tipo de interés de política,"En el análisis de brechas y precios, los Consejeros revisaron la evolución del IPCSAE, la brecha del producto no minero, el desempleo y los salarios reales. Un Consejero argumentó que la depreciación del peso y el mayor pass-through cambiario a bienes transables, junto con la divergencia restrictiva respecto de la Reserva Federal (Fed), están elevando el IPCSAE por sobre lo proyectado y podrían desanclar las expectativas medidas en las encuestas EEE y EOF. Sostuvo que el tipo de interés de política debe ubicarse en un nivel fuertemente contractivo y mantenerse allí hasta que el IPCSAE muestre una trayectoria clara hacia la meta. La mayoría respaldó llevar la TPM a 11,25%.",el tipo de interés de política debe ubicarse en un nivel fuertemente contractivo y mantenerse allí hasta que el IPCSAE muestre una trayectoria clara hacia la meta,"La unidad respalda un tipo de interés de política fuertemente contractivo ante el pass-through cambiario y la divergencia con la Fed, lo que constituye un sesgo explícito hacia mayor restrictividad (Hawkish).",961e26e2fcc5e085,pendiente,no
SYNTH_00101,2024-07-30,dovish,Una Consejera rechaza pausar los recortes de la TPM y advierte sobre el riesgo de inducir una recesión innecesaria,"En la deliberación de la RPM, una Consejera manifestó su oposición a pausar el ciclo de recortes de la Tasa de Política Monetaria (TPM). Argumentó que, con el IPCSAE convergiendo hacia la meta y las expectativas ancladas, detener el relajamiento implicaría mantener un impulso contractivo innecesario sobre una economía que ya muestra holguras de capacidad y un mercado laboral debilitado. Advirtió que postergar los recortes eleva el riesgo de inducir una recesión innecesaria, con efectos persistentes sobre el empleo y la inversión, sin aportar beneficios adicionales en términos de convergencia inflacionaria al 3% en el horizonte de dos años.","Advirtió que postergar los recortes eleva el riesgo de inducir una recesión innecesaria, con efectos persistentes sobre el empleo y la inversión","La intervención rechaza pausar los recortes de la TPM y defiende sustantivamente la continuidad del estímulo monetario, lo que corresponde a orientación dovish.",ac5da67a823b6f49,pendiente,no
SYNTH_00102,2024-10-15,dovish,Un Consejero se opone a pausar los recortes de la tasa de instancia por el riesgo de recesión innecesaria,"En la deliberación de la RPM, un Consejero se opuso a la opción de pausar los recortes de la tasa de instancia. Señaló que la brecha del producto no minero se mantiene negativa, que la inversión y el consumo privado muestran un dinamismo débil y que el desempleo ha aumentado, mientras que el IPCSAE ha descendido más rápido de lo previsto. Sostuvo que una pausa en este contexto transmitiría una señal excesivamente restrictiva y podría inducir una recesión innecesaria, afectando de manera desproporcionada a las pymes y al empleo formal. Concluyó que existen argumentos suficientes para continuar reduciendo la tasa de instancia.","Sostuvo que una pausa en este contexto transmitiría una señal excesivamente restrictiva y podría inducir una recesión innecesaria, afectando de manera desproporcionada a las pymes y al empleo formal","La intervención rechaza pausar los recortes de la tasa de instancia y defiende sustantivamente la continuidad del estímulo monetario, lo que corresponde a orientación dovish.",d7dd785f7ab09340,pendiente,no
SYNTH_00103,2022-06-14,hawkish,Propuesta de intensificar el ritmo de alzas del tipo de interés de política hacia terreno fuertemente contractivo,"Respecto de la ubicación de la decisión en el corredor de la TPM proyectado en el IPoM, varios miembros plantearon que el ritmo de alzas del tipo de interés de política debe intensificarse para llevar la política monetaria a terreno fuertemente contractivo. Argumentaron que el IPCSAE continúa sorprendiendo al alza, que las expectativas de las encuestas EEE y EOF se han desanclado y que existen claros indicios de efectos de segunda vuelta en precios y salarios. Señalaron que el corredor del IPoM vigente resulta insuficiente para asegurar la convergencia al 3% en el horizonte de dos años, y que el sesgo para las próximas reuniones debe ser explícitamente al alza.",varios miembros plantearon que el ritmo de alzas del tipo de interés de política debe intensificarse para llevar la política monetaria a terreno fuertemente contractivo,"La unidad respalda intensificar el ritmo de alzas del tipo de interés de política hacia terreno fuertemente contractivo y establece un sesgo explícito al alza, lo que constituye endurecimiento monetario (Hawkish).",062049b1f8d857e7,pendiente,no
SYNTH_00104,2023-12-19,dovish,Rápida convergencia del IPCSAE permite recortes del tipo de interés de política más allá del corredor del IPoM,"Respecto de la ubicación de la decisión en el corredor de la TPM proyectado en el IPoM, varios miembros señalaron que la rápida convergencia inflacionaria, con el IPCSAE cayendo más velozmente que lo proyectado en el escenario central, permite un ritmo de recortes del tipo de interés de política más rápido que el contemplado en el corredor vigente. Argumentaron que las expectativas medidas en las encuestas EEE y EOF se mantienen firmemente ancladas al 3% y que la brecha del producto negativa refuerza la tendencia desinflacionaria. La mayoría respaldó recortar la TPM en 100 puntos base, por sobre lo sugerido por el corredor.","la rápida convergencia inflacionaria, con el IPCSAE cayendo más velozmente que lo proyectado en el escenario central, permite un ritmo de recortes del tipo de interés de política más rápido que el contemplado en el corredor vigente","La unidad respalda un ritmo de recortes del tipo de interés de política más rápido que el corredor del IPoM ante la rápida convergencia del IPCSAE, lo que constituye un sesgo explícito hacia la baja (Dovish).",e73a4508f4297a73,pendiente,no
SYNTH_00105,2022-03-29,hawkish,Un Consejero alerta sobre shocks externos de costos y aboga por subir la tasa de instancia,"En la deliberación de la RPM, un Consejero advirtió que los shocks externos de costos —escalada de fletes marítimos, precios de combustibles y materias primas por tensiones geopolíticas— están elevando los costos de producción y presionando al alza el IPCSAE. Argumentó que, si bien se trata de un shock de oferta, el riesgo de efectos de segunda vuelta sobre las expectativas medidas en las encuestas EEE y EOF y sobre la fijación de precios y salarios justifica subir la tasa de instancia con decisión. Sostuvo que postergar el ajuste obligaría a un endurecimiento posterior más costoso para asegurar la convergencia al 3% en el horizonte de dos años.",el riesgo de efectos de segunda vuelta sobre las expectativas medidas en las encuestas EEE y EOF y sobre la fijación de precios y salarios justifica subir la tasa de instancia con decisión,"La intervención respalda subir la tasa de instancia con decisión ante los shocks externos de costos, lo que constituye un sesgo explícito hacia mayor restrictividad (Hawkish).",34aa9a4f3e96fef7,pendiente,no
SYNTH_00106,2023-09-05,dovish,Rápida convergencia del IPCSAE y holguras internas justifican recortar la tasa rectora,"En el análisis de brechas y precios, los Consejeros revisaron la evolución del IPCSAE, la brecha del producto no minero, el desempleo y los salarios reales. Una Consejera hizo hincapié en que la convergencia inflacionaria ha sido más rápida de lo proyectado en el escenario central del IPoM, con el IPCSAE cayendo velozmente hacia la meta, mientras que la brecha del producto no minero se ha tornado más negativa y los salarios reales muestran una moderación consistente. Argumentó que mantener la tasa rectora en un nivel tan restrictivo implicaría un costo innecesario en actividad y empleo, y que existe espacio para acelerar el ritmo de recortes.","Argumentó que mantener la tasa rectora en un nivel tan restrictivo implicaría un costo innecesario en actividad y empleo, y que existe espacio para acelerar el ritmo de recortes","La unidad respalda acelerar el ritmo de recortes de la tasa rectora ante la rápida convergencia del IPCSAE y las holguras internas, lo que constituye un sesgo explícito hacia la baja (Dovish).",51899093116601fb,pendiente,no
SYNTH_00107,2023-04-04,hawkish,"Votación dividida: prolongar la mantención de la tasa rectora en 11,25% más allá de lo que descuenta el mercado","La decisión no fue unánime: cinco Consejeros votaron por mantener la tasa rectora en 11,25%, mientras que un Consejero abogó por recortarla en 25 puntos base. Quienes respaldaron la mantención argumentaron que el IPCSAE continúa muy por sobre la meta, que las expectativas de las encuestas EEE y EOF no muestran una convergencia firme y que un relajamiento prematuro pondría en riesgo la credibilidad del compromiso con la meta. Sostuvieron que la mantención en el nivel máximo restrictivo debe extenderse por más tiempo del que actualmente descuenta el mercado, a fin de asegurar la convergencia al 3% en el horizonte de dos años.","Sostuvieron que la mantención en el nivel máximo restrictivo debe extenderse por más tiempo del que actualmente descuenta el mercado, a fin de asegurar la convergencia al 3%","La mayoría respalda prolongar la mantención en el nivel máximo restrictivo más allá de lo descontado por el mercado y rechaza el recorte propuesto, lo que constituye un sesgo de pausa restrictiva (Hawkish).",78ed2bbd315829db,pendiente,no
SYNTH_00108,2023-06-20,hawkish,Transmisión financiera y rechazo a iniciar recortes ante la rigidez de la inflación de servicios,"Al examinar el canal de transmisión financiera, varios miembros señalaron que la curva swap promedio cámara ya descuenta recortes que no se condicen con la rigidez observada en la inflación de servicios. Un Consejero argumentó que el costo del fondeo interbancario debe mantenerse en terreno restrictivo, pues un inicio prematuro de recortes podría comprometer el anclaje de las expectativas medidas en las encuestas EEE y EOF y obligar a un endurecimiento posterior más costoso. Sostuvo que, mientras la inflación de servicios no muestre una tendencia clara a la baja, no corresponde iniciar el relajamiento. La mayoría respaldó postergar los recortes.","el costo del fondeo interbancario debe mantenerse en terreno restrictivo, pues un inicio prematuro de recortes podría comprometer el anclaje de las expectativas","La unidad rechaza iniciar recortes y respalda mantener el costo del fondeo interbancario en terreno restrictivo ante la rigidez de la inflación de servicios, lo que constituye oposición fundamentada al relajamiento (Hawkish).",de2bdeddbce83ec1,pendiente,no
SYNTH_00109,2024-09-03,dovish,Un Consejero aboga por acelerar la flexibilización monetaria con recortes agresivos del costo del fondeo interbancario,"En la deliberación de la RPM, un Consejero abogó por acelerar el ciclo de flexibilización monetaria mediante reducciones agresivas del costo del fondeo interbancario, de 75 o 100 puntos base. Argumentó que la brecha del producto no minero se mantiene negativa, que la inversión y el consumo privado muestran un dinamismo débil y que el IPCSAE ha descendido más rápido de lo previsto en el escenario central. Sostuvo que mantener un ritmo gradual de recortes implicaría un costo innecesario en actividad y empleo, y que un relajamiento más decidido no compromete la convergencia al 3% en el horizonte de dos años.","un Consejero abogó por acelerar el ciclo de flexibilización monetaria mediante reducciones agresivas del costo del fondeo interbancario, de 75 o 100 puntos base","La intervención respalda acelerar la flexibilización con recortes agresivos de 75 o 100 pb, lo que constituye un sesgo explícito hacia una baja más agresiva (Dovish).",e2d3578499a8caad,pendiente,no
SYNTH_00110,2024-07-30,dovish,Voto de minoría: un Consejero propone recortar la tasa de instancia en 100 pb en lugar de 75 pb,"La decisión no fue unánime: cinco Consejeros votaron por recortar la tasa de instancia en 75 puntos base, mientras que un Consejero votó por una reducción de 100 puntos base. Este último argumentó que el deterioro del mercado laboral, con un nuevo aumento de la tasa de desocupación y destrucción de empleo formal, anticipa una moderación salarial más pronunciada y una convergencia más rápida del IPCSAE hacia la meta. Sostuvo que un recorte de mayor magnitud evitaría que la política monetaria se torne innecesariamente contractiva y contribuiría a sostener la recuperación del crédito y la inversión.","un Consejero votó por una reducción de 100 puntos base. Este último argumentó que el deterioro del mercado laboral, con un nuevo aumento de la tasa de desocupación y destrucción de empleo formal","El voto de minoría respalda un recorte mayor de la tasa de instancia (100 pb en lugar de 75 pb) ante el deterioro laboral, lo que constituye un sesgo explícito hacia una baja más agresiva (Dovish).",7a66ac9f6a885fd1,pendiente,no
SYNTH_00111,2022-06-14,hawkish,Voto de minoría: un Consejero aboga por un alza mayor del tipo de interés de política respecto del corredor del IPoM,"Respecto de la ubicación de la decisión en el corredor de la TPM proyectado en el IPoM, la decisión no fue unánime: cinco Consejeros votaron por aumentar el tipo de interés de política en 125 puntos base, mientras que un Consejero abogó por un incremento de 150 puntos base. Este último argumentó que el IPCSAE continúa sorprendiendo al alza, que las expectativas de las encuestas EEE y EOF se han desanclado y que los efectos de segunda vuelta ya son evidentes, por lo que el corredor del IPoM resulta insuficiente para asegurar la convergencia al 3% en el horizonte de dos años.","un Consejero abogó por un incremento de 150 puntos base. Este último argumentó que el IPCSAE continúa sorprendiendo al alza, que las expectativas de las encuestas EEE y EOF se han desanclado","El voto de minoría respalda un alza mayor del tipo de interés de política (150 pb en lugar de 125 pb), lo que constituye un sesgo explícito hacia un endurecimiento más agresivo (Hawkish).",1125e465a63b2daa,pendiente,no
SYNTH_00112,2024-06-18,neutral,Acuerdo unánime de mantención de la tasa rectora coherente con el escenario base del IPoM,"Respecto de la opción de política, la discusión se centró en cómo la decisión se ubica dentro del corredor de la TPM proyectado en el IPoM y en el sesgo para las próximas reuniones. Varios miembros señalaron que la calibración actual de la tasa de política es coherente con el escenario base del IPoM, que el IPCSAE ha evolucionado en línea con lo previsto y que las expectativas medidas en las encuestas EEE y EOF se mantienen ancladas al 3%. El Consejo acordó por unanimidad mantener la tasa rectora, señalando que la calibración actual es coherente con la convergencia al 3% en el horizonte de dos años.","El Consejo acordó por unanimidad mantener la tasa rectora, señalando que la calibración actual es coherente con la convergencia al 3% en el horizonte de dos años","La unidad acuerda mantener la tasa rectora por coherencia con el escenario base del IPoM y sin sesgo direccional identificable, lo que corresponde a neutralidad (acuerdo de mantención).",4fa79a7d0c58d369,pendiente,no
SYNTH_00113,2024-09-03,dovish,Astringencia del crédito y recortes por sobre el corredor del IPoM para el tipo de interés de política,"Respecto de la ubicación de la decisión en el corredor de la TPM proyectado en el IPoM, varios miembros señalaron que la astringencia de las condiciones financieras internas —con una caída real del crédito comercial e hipotecario y un endurecimiento de los estándares bancarios— justifica recortes del tipo de interés de política más rápidos que los contemplados en el escenario base. Argumentaron que este canal amplifica el efecto contractivo de la política monetaria y que, con el IPCSAE convergiendo hacia la meta y las expectativas ancladas, mantener el ritmo gradual del corredor implicaría un costo innecesario en actividad y empleo. La mayoría respaldó un recorte de 100 puntos base.",la astringencia de las condiciones financieras internas —con una caída real del crédito comercial e hipotecario y un endurecimiento de los estándares bancarios— justifica recortes del tipo de interés de política más rápidos,"La unidad respalda recortes del tipo de interés de política más rápidos que el corredor del IPoM ante la astringencia del crédito, lo que constituye un sesgo explícito hacia la baja (Dovish).",3ad55e2f961e320c,pendiente,no
SYNTH_00114,2024-10-15,dovish,Astringencia del crédito justifica recortes de la TPM por sobre lo previsto en el corredor,"Respecto de la ubicación de la decisión en el corredor de la TPM proyectado en el IPoM, la mayoría de los Consejeros concluyó que la astringencia de las condiciones financieras internas, evidenciada en una caída real del crédito comercial e hipotecario y en un endurecimiento de los estándares bancarios, aconseja acelerar el ritmo de recortes de la Tasa de Política Monetaria (TPM). Señalaron que este impulso contractivo adicional no estaba plenamente incorporado en el escenario base y que, con la brecha del producto negativa, un relajamiento más decidido no compromete la convergencia al 3% en el horizonte de dos años.","la astringencia de las condiciones financieras internas, evidenciada en una caída real del crédito comercial e hipotecario y en un endurecimiento de los estándares bancarios, aconseja acelerar el ritmo de recortes","La unidad respalda acelerar los recortes de la TPM por sobre el corredor del IPoM ante la astringencia del crédito, lo que constituye un sesgo explícito hacia la baja (Dovish).",dcd8ab5814ee2a24,pendiente,no
SYNTH_00115,2024-09-03,dovish,Votación dividida: converger más rápido al rango neutral de la tasa de instancia,"La decisión no fue unánime: cinco Consejeros votaron por recortar la tasa de instancia en 50 puntos base, mientras que dos Consejeros abogaron por una reducción de 100 puntos base para converger con mayor rapidez hacia el rango neutral de la TPM, estimado entre 3,5% y 4,5% nominal. Estos últimos argumentaron que la brecha del producto negativa y la convergencia del IPCSAE hacia la meta permiten un relajamiento más decidido, y que mantener la tasa de instancia por sobre el rango neutral implica un costo innecesario en actividad y empleo. La mayoría optó por la opción más gradual.","dos Consejeros abogaron por una reducción de 100 puntos base para converger con mayor rapidez hacia el rango neutral de la TPM, estimado entre 3,5% y 4,5% nominal","El disenso respalda un recorte mayor de la tasa de instancia (100 pb en lugar de 50 pb) para converger más rápido al rango neutral, lo que constituye un sesgo explícito hacia una baja más agresiva (Dovish).",2ff2a8ba40cf1f2b,pendiente,no
SYNTH_00116,2021-10-14,hawkish,Exceso de demanda de los hogares tras shocks de liquidez y necesidad de elevar la tasa de instancia,"Al examinar el canal de transmisión financiera, varios miembros señalaron que el exceso de demanda acumulada y el dinamismo del consumo de los hogares, impulsados por los retiros de fondos de pensiones y las transferencias fiscales, se reflejan en la curva swap promedio cámara y en las expectativas de inflación. Un Consejero argumentó que este shock de liquidez ha elevado el gasto por sobre la capacidad de expansión de la oferta y que, con el IPCSAE por sobre la meta, la tasa de instancia debe subir con decisión para evitar un sobrecalentamiento persistente. La mayoría respaldó intensificar el retiro del estímulo monetario.","este shock de liquidez ha elevado el gasto por sobre la capacidad de expansión de la oferta y que, con el IPCSAE por sobre la meta, la tasa de instancia debe subir con decisión","La unidad respalda subir la tasa de instancia con decisión ante el exceso de demanda de los hogares por shocks de liquidez, lo que constituye un sesgo explícito hacia mayor restrictividad (Hawkish).",e065dca4b8f9ab94,pendiente,no
SYNTH_00117,2024-07-30,dovish,Rechazo a pausar los recortes: el costo del fondeo interbancario no debe mantenerse restrictivo,"Respecto del sesgo para las próximas reuniones, una Consejera rechazó la opción de pausar los recortes y advirtió que mantener el costo del fondeo interbancario en un nivel restrictivo por más tiempo eleva el riesgo de inducir una recesión innecesaria. Argumentó que la brecha del producto no minero se mantiene negativa, que la inversión y el consumo privado muestran un dinamismo débil y que el IPCSAE ha descendido más rápido de lo previsto, con las expectativas ancladas. Concluyó que el corredor del IPoM debe actualizarse para reflejar un ritmo de recortes más rápido que el contemplado en el escenario base.",advirtió que mantener el costo del fondeo interbancario en un nivel restrictivo por más tiempo eleva el riesgo de inducir una recesión innecesaria,"La intervención rechaza pausar los recortes y defiende sustantivamente la continuidad del relajamiento del costo del fondeo interbancario, lo que corresponde a orientación dovish.",b83d4f7b5fc786fc,pendiente,no
SYNTH_00118,2024-12-17,neutral,Balance de riesgos equilibrado: presiones externas al alza compensadas por holguras internas,"Al examinar el canal de transmisión financiera, los Consejeros evaluaron un balance de riesgos equilibrado para la Tasa de Política Monetaria (TPM). Por el lado de las presiones al alza, se mencionó el pass-through cambiario y la trayectoria de la Fed; por el lado de las presiones a la baja, la debilidad de la demanda y las holguras internas asociadas a una brecha del producto negativa. Se señaló que la curva swap promedio cámara y las tasas de colocación comercial se mantienen estables y que no se observan desvíos significativos respecto del escenario base. El Consejo acordó por unanimidad mantener la TPM, sin sesgo direccional para las próximas reuniones.","El Consejo acordó por unanimidad mantener la TPM, sin sesgo direccional para las próximas reuniones","La unidad presenta un balance equilibrado de riesgos externos e internos y acuerda mantener la TPM sin sesgo direccional identificable, lo que corresponde a neutralidad (acuerdo de mantención).",6368768dc6246a04,pendiente,no
SYNTH_00119,2024-09-03,dovish,Aceleración de la flexibilización del tipo de interés de política con recortes de 75 o 100 pb,"En el análisis de brechas y precios, los Consejeros revisaron la evolución del IPCSAE, la brecha del producto no minero, el desempleo y los salarios reales. Una Consejera hizo hincapié en que el IPCSAE ha descendido más rápido de lo previsto en el escenario central, que la brecha del producto no minero se ha tornado más negativa y que el desempleo ha aumentado junto con una moderación de los salarios reales. Sobre esa base, abogó por acelerar el ciclo de flexibilización monetaria mediante reducciones agresivas del tipo de interés de política, de 75 o 100 puntos base, señalando que un ritmo más lento implicaría un costo innecesario en actividad y empleo.","abogó por acelerar el ciclo de flexibilización monetaria mediante reducciones agresivas del tipo de interés de política, de 75 o 100 puntos base","La unidad respalda acelerar la flexibilización con recortes agresivos del tipo de interés de política (75 o 100 pb), lo que constituye un sesgo explícito hacia una baja más agresiva (Dovish).",d240c62200d629a8,pendiente,no
SYNTH_00120,2024-07-30,dovish,Votación dividida: rechazo a pausar los recortes de la tasa de política por riesgo de recesión innecesaria,"La decisión no fue unánime: cinco Consejeros votaron por pausar los recortes de la tasa de política, mientras que dos Consejeros se opusieron a esa pausa y abogaron por continuar reduciéndola en 50 puntos base. Estos últimos argumentaron que la brecha del producto no minero se mantiene negativa, que la inversión y el consumo privado muestran un dinamismo débil y que el IPCSAE ha convergido más rápido de lo previsto, por lo que detener el relajamiento elevaría el riesgo de inducir una recesión innecesaria, con efectos persistentes sobre el empleo formal y las pymes.",dos Consejeros se opusieron a esa pausa y abogaron por continuar reduciéndola en 50 puntos base. Estos últimos argumentaron que la brecha del producto no minero se mantiene negativa,"El disenso rechaza pausar los recortes de la tasa de política y defiende sustantivamente la continuidad del estímulo monetario, lo que corresponde a orientación dovish.",a68bae59ea4347a4,pendiente,no
SYNTH_00121,2022-06-14,hawkish,Propuesta de intensificar el ritmo de alzas de la tasa de política hacia terreno fuertemente contractivo,"Respecto de la ubicación de la decisión en el corredor de la TPM proyectado en el IPoM, varios miembros plantearon que el ritmo de alzas de la tasa de política debe intensificarse para llevar la política monetaria a terreno fuertemente contractivo. Argumentaron que el IPCSAE continúa sorprendiendo al alza, que las expectativas de las encuestas EEE y EOF se han desanclado y que existen claros indicios de efectos de segunda vuelta en precios y salarios. Señalaron que el corredor del IPoM vigente resulta insuficiente para asegurar la convergencia al 3% en el horizonte de dos años, y que el sesgo para las próximas reuniones debe ser explícitamente al alza.",varios miembros plantearon que el ritmo de alzas de la tasa de política debe intensificarse para llevar la política monetaria a terreno fuertemente contractivo,"La unidad respalda intensificar el ritmo de alzas de la tasa de política hacia terreno fuertemente contractivo y establece un sesgo explícito al alza, lo que constituye endurecimiento monetario (Hawkish).",a7c8ce749ab4479e,pendiente,no
SYNTH_00122,2024-05-20,neutral,Menú de opciones abierto: mantener o recortar la tasa rectora según el próximo IPC,"Al examinar el canal de transmisión financiera, los Consejeros revisaron la curva swap promedio cámara, el diferencial con la tasa de fondos federales de la Fed y su incidencia sobre las tasas de colocación comercial. Varios miembros señalaron que estas condiciones son compatibles tanto con mantener la tasa rectora en su nivel actual como con recortarla en 50 puntos base, y que la definición debe quedar supeditada a los datos del próximo IPC. No hubo una inclinación explícita hacia ninguna de las dos alternativas y se acordó postergar la decisión hasta contar con nueva información sobre el IPCSAE y la actividad.","estas condiciones son compatibles tanto con mantener la tasa rectora en su nivel actual como con recortarla en 50 puntos base, y que la definición debe quedar supeditada a los datos del próximo IPC","La unidad presenta un menú de opciones sin tomar partido y posterga la definición, sin sesgo direccional identificable hacia el alza o la baja (Neutral).",09613cdc0638f10a,pendiente,no
