frag_id,fecha_ficticia,clase,tema,texto,cita_textual,justificacion
SYNTH_00235,2023-12-19,Dovish,Voto dividido: convergencia veloz del IPCSAE permite recortar la tasa rectora en mayor magnitud,"La decisión no fue unánime: tres Consejeros votaron por recortar la tasa rectora en 75 puntos base, mientras que dos Consejeros abogaron por una reducción de 100 puntos base. Estos últimos argumentaron que la convergencia del IPCSAE ha sido más veloz que lo previsto en el IPoM, con las expectativas de las encuestas EEE y EOF ancladas al 3% a dos años, lo que permite avanzar rápidamente hacia el rango neutral de 3,5% a 4,5%. Sostuvieron que un recorte mayor evitaría que la política monetaria se torne innecesariamente contractiva. La mayoría optó por la opción más gradual.","dos Consejeros abogaron por una reducción de 100 puntos base. Estos últimos argumentaron que la convergencia del IPCSAE ha sido más veloz que lo previsto en el IPoM, con las expectativas de las encuestas EEE y EOF ancladas al 3% a dos años","El disenso respalda un recorte mayor de la tasa rectora (100 pb en lugar de 75 pb) para avanzar más rápido al rango neutral ante la rápida convergencia del IPCSAE, lo que constituye un sesgo explícito hacia una baja más agresiva (Dovish)."
SYNTH_00236,2024-05-20,Neutral,Forward guidance: balance de riesgos neutral para la trayectoria del tipo de interés de política,"Respecto del sesgo futuro para la trayectoria de la tasa rectora, condicionado a la convergencia inflacionaria a 24 meses, el Consejo evaluó un balance de riesgos neutral. Si bien las presiones de costos externos y el pass-through cambiario mantienen riesgos al alza sobre el IPCSAE, la debilidad de la demanda y las holguras internas de capacidad compensan esas presiones y anticipan una convergencia al 3% a dos años. No obstante, el Consejo resolvió que no existen antecedentes suficientes para modificar la orientación y acordó por unanimidad mantener el tipo de interés de política en su nivel actual, reiterando que el sesgo futuro permanecerá condicionado a la convergencia inflacionaria y a las condiciones financieras.",el Consejo resolvió que no existen antecedentes suficientes para modificar la orientación y acordó por unanimidad mantener el tipo de interés de política en su nivel actual,"La unidad presenta un balance de riesgos neutral y acuerda mantener el tipo de interés de política sin sesgo direccional identificable (Neutral, acuerdo de mantención)."
SYNTH_00237,2022-09-06,Hawkish,Concesivo-contraste: presiones cambiarias y diferencial restrictivo con la Fed exigen mantener la tasa rectora restrictiva,"Si bien la actividad muestra señales de desaceleración y la brecha de producto se ha ido cerrando, el Consejo resolvió que las presiones cambiarias intensas, el diferencial de tasas restrictivo de la Fed y el riesgo de pass-through a bienes transables elevan el IPCSAE por sobre lo proyectado y amenazan el anclaje de las expectativas. A pesar de que la inflación de servicios muestra cierta moderación, no existe espacio para iniciar un relajamiento monetario. En consecuencia, el Consejo acordó por mayoría aumentar la tasa rectora en 100 puntos base, llevándola a 11,25%, y reafirmó que la postura restrictiva se mantendrá hasta que la inflación converja al 3% a dos años.","el Consejo acordó por mayoría aumentar la tasa rectora en 100 puntos base, llevándola a 11,25%, y reafirmó que la postura restrictiva se mantendrá hasta que la inflación converja al 3% a dos años","La unidad presenta fuerzas contrapuestas y resuelve aumentar la tasa rectora y mantener la postura restrictiva ante las presiones cambiarias y la divergencia con la Fed, lo que constituye endurecimiento monetario (Hawkish)."
SYNTH_00238,2024-05-20,Neutral,Forward guidance: balance de riesgos neutral para la trayectoria de la tasa rectora,"Respecto del sesgo futuro para la trayectoria de la tasa rectora, condicionado a la convergencia inflacionaria a 24 meses, el Consejo evaluó un balance de riesgos neutral. Si bien las presiones de costos externos y el pass-through cambiario mantienen riesgos al alza sobre el IPCSAE, la debilidad de la demanda y las holguras internas de capacidad compensan esas presiones y anticipan una convergencia al 3% a dos años. No obstante, el Consejo resolvió que no existen antecedentes suficientes para modificar la orientación y acordó por unanimidad mantener la tasa rectora en su nivel actual, reiterando que el sesgo futuro permanecerá condicionado a la convergencia inflacionaria y a las condiciones financieras.",el Consejo resolvió que no existen antecedentes suficientes para modificar la orientación y acordó por unanimidad mantener la tasa rectora en su nivel actual,"La unidad presenta un balance de riesgos neutral y acuerda mantener la tasa rectora sin sesgo direccional identificable (Neutral, acuerdo de mantención)."
SYNTH_00239,2024-05-20,Neutral,Forward guidance: balance de riesgos neutral para la trayectoria de la tasa rectora,"Respecto del sesgo futuro para la trayectoria de la tasa rectora, condicionado a la convergencia inflacionaria a 24 meses, el Consejo evaluó un balance de riesgos neutral. Si bien las presiones de costos externos y el pass-through cambiario mantienen riesgos al alza sobre el IPCSAE, la debilidad de la demanda y las holguras internas de capacidad compensan esas presiones y anticipan una convergencia al 3% a dos años. No obstante, el Consejo resolvió que no existen antecedentes suficientes para modificar la orientación y acordó por unanimidad mantener la tasa rectora en su nivel actual, reiterando que el sesgo futuro permanecerá condicionado a la convergencia inflacionaria y a las condiciones financieras.",el Consejo resolvió que no existen antecedentes suficientes para modificar la orientación y acordó por unanimidad mantener la tasa rectora en su nivel actual,"La unidad presenta un balance de riesgos neutral y acuerda mantener la tasa rectora sin sesgo direccional identificable (Neutral, acuerdo de mantención)."
SYNTH_00240,2023-04-04,Hawkish,"Transmisión financiera: mantener la TPM en 11,25% rechazando recortes prematuros","Al examinar el canal de transmisión financiera, los Consejeros revisaron la curva swap promedio cámara, el costo del fondeo interbancario y el diferencial de tasas con la Fed, así como su traspaso a las colocaciones comerciales e hipotecarias. La mayoría concluyó que el traspaso aún no refleja plenamente el endurecimiento requerido y que, con el IPCSAE muy por sobre la meta y expectativas desancladas, corresponde mantener la Tasa de Política Monetaria (TPM) en su nivel máximo contractivo de 11,25%, rechazando explícitamente iniciar recortes prematuros. Si bien la actividad muestra señales de desaceleración, se priorizó asegurar la convergencia al 3% a dos años. Por mayoría, el Consejo rechaza recortar la TPM hasta que exista evidencia contundente de desinflación.","corresponde mantener la Tasa de Política Monetaria (TPM) en su nivel máximo contractivo de 11,25%, rechazando explícitamente iniciar recortes prematuros","La unidad respalda mantener la TPM en su nivel máximo contractivo y rechaza explícitamente iniciar recortes, lo que constituye una oposición fundamentada al relajamiento (Hawkish)."
SYNTH_00241,2023-06-20,Hawkish,Voto dividido: un Consejero aboga por frenar recortes del nivel de la tasa de política para asegurar la convergencia al 3%,"La decisión no fue unánime: tres Consejeros votaron por recortar el nivel de la tasa de política en 25 puntos base, mientras que dos Consejeros abogaron por mantenerlo sin cambios y frenar el inicio de recortes. Uno de estos últimos presentó un voto de minoría argumentando que el IPCSAE permanece muy por sobre la meta, que la inflación de servicios muestra una rigidez persistente y que las expectativas de las encuestas EEE y EOF no convergen firmemente al 3% a dos años. Sostuvo que recortar en este contexto podría comprometer el anclaje y obligar a un endurecimiento posterior más costoso.",dos Consejeros abogaron por mantenerlo sin cambios y frenar el inicio de recortes. Uno de estos últimos presentó un voto de minoría argumentando que el IPCSAE permanece muy por sobre la meta,"El voto de minoría aboga por frenar los recortes del nivel de la tasa de política para asegurar la convergencia al 3%, lo que constituye una oposición fundamentada al relajamiento (Hawkish)."
SYNTH_00242,2024-04-02,Dovish,Forward guidance: deterioro del mercado laboral aconseja recortar la tasa rectora,"Respecto del sesgo futuro para la trayectoria de la tasa rectora, condicionado a la convergencia inflacionaria a 24 meses, el Consejo evaluó el marcado deterioro del mercado laboral, evidenciado en un aumento de la tasa de desocupación, destrucción de empleo asalariado formal y una caída de los salarios reales. Se concluyó que este cuadro reduce las presiones de costos y anticipa una convergencia más rápida del IPCSAE al 3% a dos años, con las expectativas ancladas. Por mayoría, el Consejo acordó recortar la tasa rectora en 100 puntos base y mantener un sesgo a la baja condicionado a la evolución del empleo y de la convergencia inflacionaria.","Por mayoría, el Consejo acordó recortar la tasa rectora en 100 puntos base y mantener un sesgo a la baja condicionado a la evolución del empleo y de la convergencia inflacionaria","La unidad respalda recortar la tasa rectora y establece un sesgo futuro a la baja ante el deterioro laboral, lo que constituye expansión monetaria explícita (Dovish)."
SYNTH_00243,2023-09-05,Dovish,Deliberación RPM: apertura de la brecha de actividad negativa aconseja recortar el nivel de la tasa de política,"En la deliberación de la RPM, los Consejeros evaluaron el corredor de la TPM del IPoM, la brecha de producto, el IPCSAE y la tasa neutral nominal de 3,5% a 4,5%. La mayoría concluyó que la brecha de actividad se ha tornado más negativa de lo previsto, con una caída pronunciada del consumo privado, el comercio y la construcción, lo que anticipa una convergencia del IPCSAE al 3% a dos años más veloz de lo proyectado. Aun reconociendo que el IPCSAE permanece por sobre la meta, se evaluó que el costo de mantener una postura restrictiva excede sus beneficios. Por mayoría, el Consejo acordó recortar el nivel de la tasa de política en 100 puntos base.","Por mayoría, el Consejo acordó recortar el nivel de la tasa de política en 100 puntos base","La unidad respalda recortar el nivel de la tasa de política en 100 puntos base ante la apertura de la brecha de actividad negativa, lo que constituye expansión monetaria explícita (Dovish)."
SYNTH_00244,2024-09-03,Dovish,Deliberación RPM: astringencia crediticia aconseja profundizar los recortes de la tasa rectora,"En la deliberación de la RPM, los Consejeros evaluaron el corredor de la TPM del IPoM, la brecha de producto, el IPCSAE y la tasa neutral nominal de 3,5% a 4,5%. La mayoría concluyó que la astringencia de las condiciones crediticias bancarias y la contracción de la liquidez están amplificando el efecto contractivo de la política monetaria, con una caída real del crédito comercial e hipotecario. Aun reconociendo que el IPCSAE se mantiene algo por sobre la meta, se evaluó que su trayectoria descendente y el anclaje de expectativas permiten profundizar los recortes de la tasa rectora para evitar una sobrerreacción restrictiva. Por mayoría, el Consejo acordó recortar la tasa rectora en 100 puntos base.","Por mayoría, el Consejo acordó recortar la tasa rectora en 100 puntos base","La unidad respalda recortar la tasa rectora en 100 puntos base ante la astringencia crediticia y la contracción de liquidez, lo que constituye expansión monetaria explícita (Dovish)."
SYNTH_00245,2023-04-04,Hawkish,Transmisión financiera: voto minoritario que aboga por frenar recortes del costo de fondeo interbancario,"Al examinar el canal de transmisión financiera, los Consejeros revisaron la curva swap promedio cámara, el costo de fondeo interbancario y el diferencial de tasas con la Fed. La decisión no fue unánime: cinco Consejeros votaron por recortar el costo de fondeo interbancario en 50 puntos base, mientras que un Consejero presentó un voto de minoría abogando por mantenerlo y frenar los recortes para asegurar la convergencia al 3%. Argumentó que el IPCSAE permanece muy por sobre la meta, que el traspaso a colocaciones comerciales e hipotecarias aún no refleja plenamente el endurecimiento requerido y que las expectativas de las encuestas EEE y EOF no convergen firmemente. La mayoría optó por recortar.",un Consejero presentó un voto de minoría abogando por mantenerlo y frenar los recortes para asegurar la convergencia al 3%,"El voto de minoría aboga por frenar los recortes del costo de fondeo interbancario para asegurar la convergencia al 3%, lo que constituye una oposición fundamentada al relajamiento (Hawkish)."
SYNTH_00246,2024-06-18,Neutral,Deliberación RPM: mantención unánime del tipo de interés de política coherente con el corredor del IPoM,"En la deliberación de la RPM, los Consejeros evaluaron el corredor de la TPM del IPoM, la brecha de producto, el IPCSAE y la tasa neutral nominal de 3,5% a 4,5%. La mayoría concluyó que la postura actual del tipo de interés de política es coherente con el corredor del IPoM, que el IPCSAE ha evolucionado en línea con el escenario base y que las expectativas de las encuestas EEE y EOF se encuentran ancladas al 3% a dos años. Por unanimidad, el Consejo acordó mantener el tipo de interés de política en su nivel actual, sin adoptar un sesgo direccional para las próximas reuniones.","Por unanimidad, el Consejo acordó mantener el tipo de interés de política en su nivel actual, sin adoptar un sesgo direccional para las próximas reuniones","La unidad acuerda mantener el tipo de interés de política por coherencia con el corredor del IPoM y sin sesgo direccional identificable (Neutral, acuerdo de mantención)."
SYNTH_00247,2023-06-20,Hawkish,Deliberación RPM: voto minoritario que aboga por frenar recortes del tipo de interés de política,"En la deliberación de la RPM, los Consejeros evaluaron el corredor de la TPM del IPoM, la brecha de producto, el IPCSAE y la tasa neutral nominal de 3,5% a 4,5%. La decisión no fue unánime: cuatro Consejeros votaron por recortar el tipo de interés de política en 25 puntos base, mientras que un Consejero presentó un voto de minoría abogando por mantenerlo sin cambios y frenar los recortes. Argumentó que el IPCSAE permanece por sobre la meta, que la inflación de servicios muestra una rigidez persistente y que las expectativas de las encuestas EEE y EOF no convergen firmemente al 3% a dos años. La mayoría respaldó el recorte.","un Consejero presentó un voto de minoría abogando por mantenerlo sin cambios y frenar los recortes. Argumentó que el IPCSAE permanece por sobre la meta, que la inflación de servicios muestra una rigidez persistente","El voto de minoría aboga por frenar los recortes del tipo de interés de política para asegurar la convergencia al 3%, lo que constituye una oposición fundamentada al relajamiento (Hawkish)."
SYNTH_00248,2024-04-02,Dovish,Concesivo-contraste: el deterioro laboral aconseja recortar el costo de fondeo interbancario pese a la inflación sobre la meta,"Si bien el IPCSAE aún permanece levemente por sobre la meta de 3% a dos años y persisten presiones de costos externos asociadas al tipo de cambio, el Consejo resolvió que el marcado deterioro del mercado laboral —con aumento de la tasa de desocupación, destrucción de empleo asalariado formal y caída de los salarios reales— reduce las presiones de costos y anticipa una convergencia inflacionaria más veloz de lo proyectado. A pesar de que la inflación de servicios muestra rigidez, no existe espacio para mantener un costo de fondeo interbancario tan restrictivo sin costo innecesario en actividad y empleo. En consecuencia, el Consejo acordó por mayoría recortarlo en 100 puntos base.","el Consejo resolvió que el marcado deterioro del mercado laboral —con aumento de la tasa de desocupación, destrucción de empleo asalariado formal y caída de los salarios reales— reduce las presiones de costos","La unidad presenta fuerzas contrapuestas y resuelve recortar el costo de fondeo interbancario ante el deterioro laboral, lo que constituye un sesgo explícito hacia la baja (Dovish)."
SYNTH_00249,2024-06-18,Neutral,Forward guidance: mantención unánime de la tasa rectora coherente con el corredor del IPoM,"Respecto del sesgo futuro para la trayectoria de la tasa rectora, condicionado a la convergencia inflacionaria a 24 meses, el Consejo concluyó por unanimidad que la postura actual es coherente con el corredor de la TPM del IPoM. Se evaluó que el IPCSAE ha evolucionado en línea con el escenario base, que la brecha de actividad se mantiene negativa y que las expectativas de las encuestas EEE y EOF se encuentran ancladas al 3% a dos años. Sobre esa base, se acordó mantener la tasa rectora en su nivel actual, sin adoptar un sesgo direccional para las próximas reuniones.",el Consejo concluyó por unanimidad que la postura actual es coherente con el corredor de la TPM del IPoM,"La unidad acuerda mantener la tasa rectora por coherencia con el corredor del IPoM y sin sesgo direccional identificable (Neutral, acuerdo de mantención)."
SYNTH_00250,2024-06-18,Neutral,Voto dividido: mantención unánime de la tasa de instancia coherente con el corredor del IPoM,"La decisión no fue unánime en la discusión previa: tres Consejeros se inclinaron por mantener la tasa de instancia en su nivel actual, mientras que dos Consejeros exploraron la opción de recortarla en 25 puntos base. Tras la deliberación, todos los Consejeros coincidieron en que la postura actual es coherente con el corredor de la TPM del IPoM, que el IPCSAE ha evolucionado en línea con el escenario base y que las expectativas se encuentran ancladas al 3% a dos años. Por unanimidad, el Consejo acordó mantener la tasa de instancia en su nivel actual, sin adoptar un sesgo direccional para las próximas reuniones.","Por unanimidad, el Consejo acordó mantener la tasa de instancia en su nivel actual, sin adoptar un sesgo direccional para las próximas reuniones","La unidad acuerda mantener la tasa de instancia por coherencia con el corredor del IPoM y sin sesgo direccional identificable (Neutral, acuerdo de mantención)."
SYNTH_00251,2023-04-04,Hawkish,"Forward guidance: mantener la tasa de instancia en 11,25% rechazando recortes prematuros","Respecto del sesgo futuro para la trayectoria de la tasa rectora, condicionado a la convergencia inflacionaria a 24 meses, el Consejo concluyó que la tasa de instancia debe mantenerse en su nivel máximo contractivo de 11,25% y rechaza explícitamente iniciar recortes prematuros. Si bien la actividad muestra señales de desaceleración y la brecha de actividad se ha ido cerrando, el IPCSAE permanece muy por sobre la meta y las expectativas de las encuestas EEE y EOF no convergen firmemente al 3% a dos años. Por mayoría, se reafirmó que la postura restrictiva se prolongará hasta que exista evidencia contundente de convergencia inflacionaria, sin anticipar recortes.","el Consejo concluyó que la tasa de instancia debe mantenerse en su nivel máximo contractivo de 11,25% y rechaza explícitamente iniciar recortes prematuros","La unidad respalda mantener la tasa de instancia en su nivel máximo contractivo y rechaza explícitamente iniciar recortes, lo que constituye oposición fundamentada al relajamiento (Hawkish)."
SYNTH_00252,2022-09-06,Hawkish,Transmisión financiera: presiones cambiarias y divergencia con la Fed elevan el tipo de interés de política,"Al examinar el canal de transmisión financiera, los Consejeros revisaron la curva swap promedio cámara, el costo del fondeo interbancario y el diferencial de tasas con la Fed. La mayoría concluyó que las presiones cambiarias intensas, el diferencial de tasas restrictivo de la Fed y el mayor traspaso a bienes transables elevan el IPCSAE por sobre lo proyectado y podrían desanclar las expectativas. Aun reconociendo que la actividad muestra señales de desaceleración, se priorizó controlar la inflación. Por mayoría, el Consejo acordó aumentar el tipo de interés de política en 100 puntos base y reafirmó que nuevos aumentos serán necesarios mientras persistan las presiones cambiarias.","Por mayoría, el Consejo acordó aumentar el tipo de interés de política en 100 puntos base y reafirmó que nuevos aumentos serán necesarios mientras persistan las presiones cambiarias","La unidad respalda aumentar el tipo de interés de política y anuncia nuevos aumentos ante las presiones cambiarias y la divergencia con la Fed, lo que constituye endurecimiento monetario (Hawkish)."
SYNTH_00253,2024-09-03,Dovish,Transmisión financiera: astringencia crediticia aconseja profundizar los recortes del tipo de interés de política,"Al examinar el canal de transmisión financiera, los Consejeros constataron que la curva swap promedio cámara y el costo del fondeo interbancario ya incorporan un impulso contractivo mayor al previsto, mientras que el diferencial de tasas con la Fed no justifica mantener condiciones tan restrictivas. El traspaso a las colocaciones comerciales e hipotecarias se ha endurecido más de lo previsto, con una contracción del financiamiento bancario. Por mayoría, el Consejo acordó profundizar los recortes del tipo de interés de política en 100 puntos base, en un contexto de convergencia del IPCSAE al 3% a dos años y expectativas ancladas.","Por mayoría, el Consejo acordó profundizar los recortes del tipo de interés de política en 100 puntos base, en un contexto de convergencia del IPCSAE al 3% a dos años y expectativas ancladas","La unidad respalda profundizar los recortes del tipo de interés de política ante la astringencia crediticia y la contracción de liquidez, lo que constituye expansión monetaria explícita (Dovish)."
SYNTH_00254,2024-05-20,Neutral,Forward guidance: balance de riesgos neutral para el nivel de la tasa de política,"Respecto del sesgo futuro para la trayectoria de la tasa rectora, condicionado a la convergencia inflacionaria a 24 meses, el Consejo evaluó un balance de riesgos neutral. Si bien las presiones de costos externos y el pass-through cambiario mantienen riesgos al alza sobre el IPCSAE, la debilidad de la demanda y las holguras internas de capacidad compensan esas presiones y anticipan una convergencia al 3% a dos años. No obstante, el Consejo resolvió que no existen antecedentes suficientes para modificar la orientación y acordó por unanimidad mantener el nivel de la tasa de política en su nivel actual, reiterando que el sesgo futuro permanecerá condicionado a la convergencia inflacionaria.",el Consejo resolvió que no existen antecedentes suficientes para modificar la orientación y acordó por unanimidad mantener el nivel de la tasa de política en su nivel actual,"La unidad presenta un balance de riesgos neutral y acuerda mantener el nivel de la tasa de política sin sesgo direccional identificable (Neutral, acuerdo de mantención)."
SYNTH_00255,2024-06-18,Neutral,Forward guidance: mantención unánime de la tasa de instancia coherente con el corredor del IPoM,"Respecto del sesgo futuro para la trayectoria de la tasa rectora, condicionado a la convergencia inflacionaria a 24 meses, el Consejo concluyó por unanimidad que la postura actual de la tasa de instancia es coherente con el corredor de la TPM del IPoM. Se evaluó que el IPCSAE ha evolucionado en línea con el escenario base, que la brecha de actividad se mantiene negativa y que las expectativas de las encuestas EEE y EOF se encuentran ancladas al 3% a dos años. Sobre esa base, se acordó mantener la tasa de instancia en su nivel actual, sin adoptar un sesgo direccional para las próximas reuniones.",el Consejo concluyó por unanimidad que la postura actual de la tasa de instancia es coherente con el corredor de la TPM del IPoM,"La unidad acuerda mantener la tasa de instancia por coherencia con el corredor del IPoM y sin sesgo direccional identificable (Neutral, acuerdo de mantención)."
SYNTH_00256,2022-09-06,Hawkish,Transmisión financiera: presiones cambiarias y divergencia con la Fed elevan la tasa de instancia,"Al examinar el canal de transmisión financiera, los Consejeros revisaron la curva swap promedio cámara, el costo del fondeo interbancario y el diferencial de tasas con la Fed. La mayoría concluyó que las presiones cambiarias intensas, el diferencial de tasas restrictivo de la Fed y el mayor traspaso a bienes transables elevan el IPCSAE por sobre lo proyectado y amenazan el anclaje de las expectativas. Aun reconociendo que la actividad muestra señales de desaceleración, se priorizó controlar la inflación. Por mayoría, el Consejo acordó aumentar la tasa de instancia en 100 puntos base, llevándola a 11,25%, y reafirmó que nuevos aumentos serán necesarios mientras persistan las presiones cambiarias.","Por mayoría, el Consejo acordó aumentar la tasa de instancia en 100 puntos base, llevándola a 11,25%, y reafirmó que nuevos aumentos serán necesarios mientras persistan las presiones cambiarias","La unidad respalda aumentar la tasa de instancia y anuncia nuevos aumentos ante las presiones cambiarias y la divergencia con la Fed, lo que constituye endurecimiento monetario (Hawkish)."
SYNTH_00257,2023-12-19,Dovish,Deliberación RPM: convergencia veloz del IPCSAE permite recortar la tasa de instancia hacia el rango neutral,"En la deliberación de la RPM, los Consejeros evaluaron el corredor de la TPM del IPoM, la brecha de producto, el IPCSAE y la tasa neutral nominal de 3,5% a 4,5%. La mayoría concluyó que la convergencia del IPCSAE ha sido más veloz que lo previsto en el IPoM, con las expectativas de las encuestas EEE y EOF ancladas al 3% a dos años, lo que permite avanzar rápidamente hacia el rango neutral. Aun reconociendo que la inflación de servicios muestra cierta rigidez, se evaluó que el costo de mantener una postura restrictiva excede sus beneficios. Por mayoría, el Consejo acordó recortar la tasa de instancia en 100 puntos base, manteniendo un sesgo a la baja.","La mayoría concluyó que la convergencia del IPCSAE ha sido más veloz que lo previsto en el IPoM, con las expectativas de las encuestas EEE y EOF ancladas al 3% a dos años, lo que permite avanzar rápidamente hacia el rango neutral","La unidad respalda recortar la tasa de instancia hacia el rango neutral ante la rápida convergencia del IPCSAE, lo que constituye expansión monetaria explícita (Dovish)."
SYNTH_00258,2023-12-19,Dovish,Forward guidance: convergencia veloz del IPCSAE permite reducir el costo de fondeo interbancario hacia el rango neutral,"Respecto del sesgo futuro para la trayectoria de la tasa rectora, condicionado a la convergencia inflacionaria a 24 meses, el Consejo concluyó que la convergencia del IPCSAE ha sido más veloz que lo previsto en el IPoM, con las expectativas ancladas al 3% a dos años, lo que permite avanzar rápidamente hacia el rango neutral de 3,5% a 4,5%. Se evaluó que el costo de fondeo interbancario aún se ubica por sobre dicho rango y que su mantención implicaría un costo innecesario en actividad y empleo. Por mayoría, el Consejo acordó reducir el costo de fondeo interbancario en 100 puntos base y mantener un sesgo a la baja.","Por mayoría, el Consejo acordó reducir el costo de fondeo interbancario en 100 puntos base y mantener un sesgo a la baja","La unidad respalda reducir el costo de fondeo interbancario y avanzar al rango neutral ante la rápida convergencia del IPCSAE, lo que constituye un sesgo explícito hacia la baja (Dovish)."
SYNTH_00259,2024-06-18,Neutral,Voto dividido: mantención unánime de la tasa de instancia coherente con el corredor del IPoM,"La discusión previa mostró divisiones: tres Consejeros se inclinaron por mantener la tasa de instancia en su nivel actual, mientras que dos Consejeros exploraron la opción de recortarla en 25 puntos base. Tras la deliberación, todos los Consejeros coincidieron en que la postura actual es coherente con el corredor de la TPM del IPoM, que el IPCSAE ha evolucionado en línea con el escenario base y que las expectativas se encuentran ancladas al 3% a dos años. Por unanimidad, el Consejo acordó mantener la tasa de instancia en su nivel actual, sin adoptar un sesgo direccional para las próximas reuniones.","Por unanimidad, el Consejo acordó mantener la tasa de instancia en su nivel actual, sin adoptar un sesgo direccional para las próximas reuniones","La unidad acuerda mantener la tasa de instancia por coherencia con el corredor del IPoM y sin sesgo direccional identificable (Neutral, acuerdo de mantención)."
SYNTH_00260,2024-05-20,Neutral,Transmisión financiera: balance de riesgos neutral en torno al costo de fondeo interbancario,"Al examinar el canal de transmisión financiera, los Consejeros revisaron la curva swap promedio cámara, el costo de fondeo interbancario y el diferencial de tasas con la Fed. Varios miembros señalaron que el balance de riesgos está equilibrado: las presiones de costos externos y el pass-through cambiario se compensan con la debilidad de la demanda y las holguras internas de capacidad, sin que el traspaso a las colocaciones comerciales e hipotecarias muestre desvíos significativos respecto del escenario base. El Consejo acordó por unanimidad mantener la tasa rectora, sin adoptar un sesgo direccional para las próximas reuniones.","El Consejo acordó por unanimidad mantener la tasa rectora, sin adoptar un sesgo direccional para las próximas reuniones","La unidad presenta un balance de riesgos neutral en torno al costo de fondeo interbancario y acuerda mantener la tasa rectora sin sesgo direccional identificable (Neutral, acuerdo de mantención)."
SYNTH_00261,2021-10-14,Hawkish,Forward guidance: shock inflacionario por retiros previsionales y transferencias fiscales exige elevar la tasa rectora,"Respecto del sesgo futuro para la trayectoria de la tasa rectora, condicionado a la convergencia inflacionaria a 24 meses, el Consejo concluyó que el shock inflacionario asociado a los retiros de fondos previsionales y a las transferencias fiscales ha sobrecalentado la demanda agregada, con un IPCSAE que supera persistentemente la meta y expectativas de las encuestas EEE y EOF que se han desanclado. Si bien la recuperación del empleo es aún incompleta, se priorizó controlar la inflación. Por mayoría, el Consejo acordó acelerar las alzas de la tasa rectora y reafirmó un sesgo explícitamente restrictivo para las próximas reuniones, hasta asegurar la convergencia al 3% a dos años.","Por mayoría, el Consejo acordó acelerar las alzas de la tasa rectora y reafirmó un sesgo explícitamente restrictivo para las próximas reuniones, hasta asegurar la convergencia al 3% a dos años","La unidad respalda acelerar las alzas de la tasa rectora y establece un sesgo explícitamente restrictivo ante el shock inflacionario por retiros y transferencias, lo que constituye endurecimiento monetario (Hawkish)."
SYNTH_00262,2024-05-20,Neutral,Deliberación RPM: balance de riesgos neutral para la Tasa de Política Monetaria,"En la deliberación de la RPM, los Consejeros evaluaron el corredor de la TPM del IPoM, la brecha de producto, el IPCSAE y la tasa neutral nominal de 3,5% a 4,5%. La mayoría concluyó que el balance de riesgos está equilibrado: las presiones de costos externos y el pass-through cambiario se compensan con la debilidad de la demanda y las holguras internas de capacidad. Se señaló que el IPCSAE ha evolucionado en línea con el escenario base y que las expectativas de las encuestas EEE y EOF se mantienen ancladas al 3% a dos años. Por unanimidad, el Consejo acordó mantener la Tasa de Política Monetaria (TPM) en su nivel actual, sin adoptar un sesgo direccional para las próximas reuniones.","Por unanimidad, el Consejo acordó mantener la Tasa de Política Monetaria (TPM) en su nivel actual, sin adoptar un sesgo direccional para las próximas reuniones","La unidad presenta un balance de riesgos neutral y acuerda mantener la TPM sin sesgo direccional identificable (Neutral, acuerdo de mantención)."
SYNTH_00263,2024-04-02,Dovish,Concesivo-contraste: el deterioro laboral aconseja recortar la tasa de instancia pese a la inflación sobre la meta,"Si bien el IPCSAE aún permanece levemente por sobre la meta de 3% a dos años y persisten presiones de costos externos asociadas al tipo de cambio, el Consejo resolvió que el marcado deterioro del mercado laboral —con aumento de la tasa de desocupación, destrucción de empleo asalariado formal y caída de los salarios reales— reduce las presiones de costos y anticipa una convergencia inflacionaria más veloz de lo proyectado. A pesar de que la inflación de servicios muestra rigidez, no existe espacio para mantener una tasa de instancia tan restrictiva sin costo innecesario en actividad y empleo. En consecuencia, el Consejo acordó por mayoría recortarla en 100 puntos base.","el Consejo resolvió que el marcado deterioro del mercado laboral —con aumento de la tasa de desocupación, destrucción de empleo asalariado formal y caída de los salarios reales— reduce las presiones de costos","La unidad presenta fuerzas contrapuestas y resuelve recortar la tasa de instancia ante el deterioro laboral, lo que constituye un sesgo explícito hacia la baja (Dovish)."
SYNTH_00264,2024-09-03,Dovish,Forward guidance: acelerar el relajamiento del costo de fondeo interbancario para no sobre-restringir la economía,"Respecto del sesgo futuro para la trayectoria de la tasa rectora, condicionado a la convergencia inflacionaria a 24 meses, el Consejo concluyó que corresponde acelerar el ciclo de relajamiento monetario mediante recortes de 75 o 100 puntos base en el costo de fondeo interbancario para no sobre-restringir la economía. Se evaluó que el IPCSAE converge al 3% a dos años con expectativas ancladas, que la brecha de actividad se mantiene negativa y que las condiciones crediticias se han astringido más de lo previsto. Por mayoría, se acordó mantener un sesgo a la baja mientras el escenario central del IPoM se materialice.",el Consejo concluyó que corresponde acelerar el ciclo de relajamiento monetario mediante recortes de 75 o 100 puntos base en el costo de fondeo interbancario para no sobre-restringir la economía,"La unidad respalda acelerar el relajamiento del costo de fondeo interbancario con recortes de 75 o 100 pb y mantiene un sesgo a la baja, lo que constituye un sesgo explícito hacia la baja (Dovish)."
