intervencion_id,etiqueta_recibida,etiqueta_adjudicada_v3,es_relevante_adjudicada_v3,confianza_adjudicacion,cita_literal_adjudicacion,fundamento_adjudicacion,resultado_revision,estado_revision
RPM-2009-11-12:2796:1,hawkish,hawkish,1,media,"se justifica continuar con la estrategia de política monetaria trazada, que implica una tendencia gradual al alza de la TPM a partir del segundo trimestre del próximo año","Ratificada tras lectura de la unidad completa: El Consejero valida la estrategia trazada que implica una tendencia gradual al alza de la TPM desde el segundo trimestre del próximo año, y propone modificar la FLAP por haber cambiado las condiciones extraordinarias que la justificaron. Sesgo futuro al alza de la TPM configura dirección hawkish, con confianza media por tratarse de mantención con tendencia restrictiva gradual y foco en instrumentos no convencionales.",ratificada_v3,cerrado
RPM-2013-11-19:5889:1,dovish,dovish,1,alta,la mejor opción es bajar la TPM en 25 puntos base y reintroducir el sesgo a la baja en el último párrafo del Comunicado,"Ratificada tras lectura de la unidad completa: El Gerente estima que la mejor opción es bajar la TPM en 25 puntos base y reintroducir el sesgo a la baja en el Comunicado, argumentando baja inflación efectiva bajo el rango meta, inflación esperada a la baja y desaceleración intensa de la demanda interna. Acción dovish explícita (bajar tasa con sesgo a la baja) según Codebook v3.",ratificada_v3,cerrado
RPM-2010-10-14:3480:1,hawkish,hawkish,1,alta,"lo anterior implica descartar la alternativa de mantención de tasas, ya que entrar en una dinámica de este tipo, en que en algunas ocasiones se sube la tasa y en otras se mantiene, debiese ocurrir cuando se esté en terreno en el que la tasa real sea mayor que la actual.","Ratificada tras lectura de la unidad completa: El Gerente descarta la mantención de tasas y respalda continuar con la estrategia de front loading para devolver la TPM a su tasa neutral, destacando que las brechas se cierran a ritmo similar al del IPoM y la efectividad de la política depende de un accionar coherente con los objetivos inflacionarios. Subir tasa y retirar estímulo configura dirección hawkish según Codebook v3.",ratificada_v3,cerrado
RPM-2006-09-07:876:1,neutral,neutral,1,alta,"vota por mantener la tasa de política monetaria en 5,25%, e indica que debe comunicarse que se está entrando en una nueva fase de la política monetaria.","Ratificada tras lectura de la unidad completa: El Vicepresidente vota por mantener la TPM en 5,25%, señalando que se está muy cerca del fin del proceso de retiro gradual del impulso monetario pero que es prematuro darlo por terminado, entrando en una fase de sesgo más neutral. Mantención sin sesgo direccional propio en la tasa: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2015-06-11:6830:1,neutral,neutral,1,alta,"el mercado anticipa la mantención de la tasa de política monetaria, TPM, en la presente Reunión; y que la Encuesta a Operadores Financieros, EOF, y la Encuesta de Expectativas Económicas, EEE, ubican la primera alza de tasa en el primer semestre del año 2016.","Ratificada tras lectura de la unidad completa: La unidad es un extenso diagnóstico macro (actividad, demanda, mercado laboral, salarios, tipo de cambio, inflación) que reporta expectativas de mercado de mantención de TPM y primera alza en 2016, sin adoptar ni recomendar dirección propia. Diagnóstico y expectativas ajenas sin sesgo direccional: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2012-08-16:5025:1,neutral,neutral,1,alta,estos antecedentes llevan a proponer como única opción para la presente Reunión la de mantener la Tasa de Política Monetaria en 5% anual,"Ratificada tras lectura de la unidad completa: El Gerente propone como única opción mantener la TPM en 5%, destacando capacidad y mercado laboral estrechos y la necesidad de alinear el crecimiento con su potencial para evitar presiones inflacionarias, sin proponer alzas ni recortes. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2012-04-17:4788:5,neutral,neutral,1,alta,"le informa que el Consejo ha acordado, en forma unánime, la mantención de la TPM en 5% anual.","Ratificada tras lectura de la unidad completa: El Presidente informa la mantención unánime de la TPM en 5% anual y concede la palabra al Ministro de Hacienda, sin adoptar ni recomendar dirección direccional adicional. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2009-03-12:2438:2,dovish,dovish,1,alta,"el Consejo del Banco Central de Chile acordó reducir la tasa de interés de política monetaria en 250 puntos base, hasta 2,25% anual.","Ratificada tras lectura de la unidad completa: El Acuerdo reduce la TPM en 250 puntos base hasta 2,25% anual, fundamentado en la perspectiva de un rápido descenso de la inflación, y el Comunicado señala que podrían ser necesarias reducciones adicionales de la TPM. Acción dovish explícita (bajar tasa con sesgo a la baja) según Codebook v3.",ratificada_v3,cerrado
RPM-2014-10-16:6484:3,dovish,dovish,1,alta,"el Consejo del Banco Central de Chile acordó reducir la tasa de interés de política monetaria en 25 puntos base, a 3,00% anual.","Ratificada tras lectura de la unidad completa: El Acuerdo reduce la TPM en 25 puntos base a 3,00% anual, en un contexto de bajo dinamismo de la actividad y la demanda, con inflación sobre el rango pero expectativas de mediano plazo en torno a 3%. Acción dovish explícita (bajar tasa) según Codebook v3.",ratificada_v3,cerrado
RPM-2012-04-17:4756:1,neutral,neutral,1,alta,"para esta Reunión, el mercado espera la mantención de la TPM y que, en general, la trayectoria de tasas es bastante similar a la considerada en el IPoM.","Ratificada tras lectura de la unidad completa: La unidad es un extenso diagnóstico macro (actividad, sectores, demanda, inversión, confianza, crédito e inflación) que reporta expectativas de mercado de mantención de la TPM, sin adoptar ni recomendar dirección propia. Diagnóstico y expectativas ajenas sin sesgo direccional: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2008-05-08:1817:1,neutral,neutral,1,alta,"la evaluación del Consejo, apoyado en otras medidas, es que estas expectativas siguen siendo coherentes con la convergencia de la inflación a 3% en el horizonte de dos años","Ratificada tras lectura de la unidad completa: La unidad explica el escenario base de convergencia de la inflación a la meta, las primas por riesgo inflacionario, la credibilidad del ancla nominal y las razones del horizonte de política, sin adoptar ni recomendar dirección de tasa. Diagnóstico técnico sin resolución direccional: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2009-02-12:2364:1,dovish,dovish,1,alta,su sugerencia es optar por una rebaja de la Tasa de Política Monetaria de 300 puntos base y sin indicar sesgo hacia delante.,"Ratificada tras lectura de la unidad completa: El Gerente sugiere una rebaja de la TPM de 300 puntos base sin indicar sesgo, argumentando deterioro de las condiciones financieras externas e internas, protección financiera internacional, caída del comercio mundial y la necesidad de adoptar lo antes posible una instancia de política monetaria expansiva. Acción dovish explícita (bajar tasa de forma agresiva) según Codebook v3.",ratificada_v3,cerrado
RPM-2013-11-19:5897:1,dovish,dovish,1,alta,estima que las tendencias observadas justifican plenamente un recorte adicional de 25 puntos base.,"Ratificada tras lectura de la unidad completa: El Consejero estima que las tendencias observadas justifican plenamente un recorte adicional de 25 puntos base, señalando que no existen muchas razones para posponer la decisión y que ello consolidaría el proceso de ajuste. Acción dovish explícita (bajar tasa) según Codebook v3.",ratificada_v3,cerrado
RPM-2013-07-11:5699:1,neutral,neutral,1,alta,su voto es por mantener la Tasa de Política Monetaria en su nivel de 5% anual,"Ratificada tras lectura de la unidad completa: El Presidente vota por mantener la TPM en 5%, reconociendo señales de desaceleración pero también variables aún dinámicas, y señalando que hay espacio para esperar más información antes de actuar. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2014-05-15:6234:2,neutral,neutral,1,alta,"se acuerda por unanimidad de los señores Consejeros mantener la Tasa de Política Monetaria en 4,0% anual.","Ratificada tras lectura de la unidad completa: El Presidente deja constancia del acuerdo unánime de mantener la TPM en 4,0% anual, sin sesgo direccional explícito. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2015-11-12:7148:2,dovish,dovish,1,media,es difícil pensar que en un contexto de apertura de brechas sea necesario restar impulso monetario,"Ratificada tras lectura de la unidad completa: El Subsecretario de Hacienda señala que con brechas de capacidad que podrían abrirse y una tasa neutral más baja, es difícil pensar que sea necesario restar impulso monetario, y que las expectativas inflacionarias están ancladas. Rechazo a retirar estímulo y respaldo implícito a mantener orientación expansiva configura dirección dovish, con confianza media por no proponer recortes explícitos.",ratificada_v3,cerrado
RPM-2006-09-07:875:1,neutral,neutral,1,alta,"el Consejero señor Desormeaux vota por mantener la tasa de política en su actual nivel de 5,25%.","Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en 5,25%, señalando que los desarrollos externos e internos refuerzan el diagnóstico de menores presiones inflacionarias y un cierre de holguras más gradual. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2011-06-14:4116:1,hawkish,hawkish,1,alta,"vota, en esta oportunidad, por elevar la TPM en 25 puntos base.","Ratificada tras lectura de la unidad completa: El Vicepresidente vota por elevar la TPM en 25 puntos base, argumentando que los riesgos internos siguen al alza para inflación, actividad y gasto, y que tácticamente conviene seguir restando impulso monetario. Acción hawkish explícita (subir tasa y retirar estímulo) según Codebook v3.",ratificada_v3,cerrado
RPM-2007-10-11:1509:1,neutral,neutral,1,alta,"En conclusión, señala el señor Gerente, que sugiere mantener la Tasa de Política Monetaria en su nivel actual.","Ratificada tras lectura de la unidad completa: El Gerente sugiere mantener la TPM, reconociendo novedades que apuntan a continuar la normalización pero ponderando cinco antecedentes (incertidumbre subprime, menores proyecciones de crecimiento, expectativas de inflación contenidas, apreciación cambiaria y costos de revertir decisiones) que aconsejan una decisión conservadora. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2014-06-12:6288:1,neutral,neutral,1,alta,"su voto es por mantener la tasa de interés en 4% anual y que se inclina por eliminar el sesgo a la baja, al menos hasta que aparezca evidencia clara de que la inflación comienza a desacelerarse.","Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la tasa en 4% anual e inclinarse por eliminar el sesgo a la baja, señalando que es más conveniente no innovar en este plano hasta conocer el IPoM de junio. Mantención sin sesgo direccional propio, con propuesta de retirar sesgo a la baja sin adoptar dirección alternativa: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2007-03-15:1121:1,neutral,neutral,1,media,"cuando se está hablando de riesgo de crecimiento, con un sesgo a la baja, obviamente, la implicancia que ese riesgo podría tener en las decisiones de política es un sesgo a la baja en la tasa de política monetaria","Ratificada tras lectura de la unidad completa: El Consejero analiza cómo distintos tipos de riesgos internacionales tienen implicancias direccionales opuestas para la TPM, sin adoptar ni recomendar una dirección concreta en la reunión. Comentario analítico sin resolución direccional propia: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2010-07-15:3271:2,hawkish,hawkish,1,media,"como Ministerio de Hacienda, estima que lo más adecuado es continuar con el proceso de normalización de la política monetaria, para evitar posteriormente alzas abruptas que signifiquen un freno importante a la actividad","Ratificada tras lectura de la unidad completa: El Ministro de Hacienda (S) estima que lo más adecuado es continuar con el proceso de normalización de la política monetaria para evitar alzas abruptas posteriores, en un contexto de inflación contenida y actividad dinámica. Retiro gradual del estímulo monetario configura dirección hawkish, con confianza media por no explicitar el monto del alza votada.",ratificada_v3,cerrado
RPM-2012-10-18:5096:1,neutral,neutral,1,alta,varias economías han reducido sus tasas de política monetaria con el objeto de estimular la actividad,"Ratificada tras lectura de la unidad completa: La unidad reporta contexto macroeconómico y financiero internacional (Europa, China, EE.UU., commodities, flujos de capital, paridades y política monetaria global), sin adoptar ni recomendar dirección para la TPM en Chile. Diagnóstico externo sin conexión con orientación doméstica: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2013-03-14:5407:1,neutral,neutral,1,alta,"En lo atinente a política monetaria, consigna el predominio de las decisiones de mantener las tasas rectoras, así como las rebajas de 25 puntos base efectuadas en Hungría y Colombia, y de 50 puntos base en México.","Ratificada tras lectura de la unidad completa: La unidad reporta actividad, inflación, política monetaria y precios de commodities en economías desarrolladas y emergentes, sin adoptar ni recomendar dirección para la TPM en Chile. Contexto externo sin conexión con orientación doméstica: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2006-12-14:1020:1,neutral,neutral,1,alta,"las escasas sorpresas de este mes, hacen que la opción de política de mantener la tasa de política monetaria es la más apropiada y congruente con el Comunicado de noviembre","Ratificada tras lectura de la unidad completa: El Presidente vota por mantener la TPM en 5,25%, señalando que las escasas sorpresas del mes hacen que la mantención sea la opción más apropiada, con tendencia inflacionaria bajo el centro del rango y repunte esperado de la actividad. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2007-10-11:1484:1,hawkish,neutral,1,alta,estas perspectivas apuntan a que se produciría un nuevo incremento de la Tasa de Política Monetaria de 25 puntos base este año y un aumento adicional de igual magnitud el año 2008,"Reporta expectativas de mercado de futuras alzas, sin adoptarlas ni recomendarlas como orientación propia.",corregida_v3,cerrado
RPM-2013-11-19:5895:1,dovish,dovish,1,alta,"su voto es por bajar la TPM a 4,5% anual","Ratificada tras lectura de la unidad completa: El Consejero vota por bajar la TPM a 4,5% anual, argumentando que el escenario de desaceleración suave se ha producido y que se justifica un ajuste adicional, coherente con el mensaje global entregado y sin llevarla a terreno abiertamente expansivo. Acción dovish explícita (bajar tasa) según Codebook v3.",ratificada_v3,cerrado
RPM-2006-12-14:1018:1,neutral,neutral,1,alta,"el Consejero señor Manuel Marfán vota por mantener la tasa en su nivel actual de 5,25%.","Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en 5,25%, señalando que no se puede descartar con igual fuerza un aumento que una reducción y que comparte esperar hasta la preparación del próximo IPoM. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2014-02-18:6053:1,dovish,dovish,1,alta,"su voto es por bajar la TPM en 25 puntos base, para dejarla en 4,25% anual, y por mantener el tenor del Comunicado anterior.","Ratificada tras lectura de la unidad completa: El Vicepresidente vota por bajar la TPM en 25 puntos base hasta 4,25%, argumentando que el proceso de ajuste no ha concluido y que existe espacio para recortar, manteniendo el sesgo del Comunicado anterior. Acción dovish explícita (bajar tasa) según Codebook v3.",ratificada_v3,cerrado
RPM-2006-09-07:877:1,neutral,neutral,1,alta,"el Presidente señor Corbo vota por mantener la tasa de política monetaria en 5,25%.","Ratificada tras lectura de la unidad completa: El Presidente vota por mantener la TPM en 5,25%, señalando que lo más razonable es mantener la tasa y enfatizar el compromiso de seguir observando la evolución de actividad y precios, reafirmando que la tasa podría mantenerse por un período prolongado. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2011-12-13:4513:1,neutral,neutral,1,alta,manifiesta su inclinación por la opción de mantener la TPM en su nivel actual,"Ratificada tras lectura de la unidad completa: El Presidente se inclina por mantener la TPM en 5,25%, señalando que la actual tasa no es particularmente restrictiva y que hay tiempo para esperar el decantamiento de los acontecimientos, aunque anticipa un relajamiento monetario en el futuro cercano. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2007-09-13:1461:1,hawkish,hawkish,1,alta,"comparte la recomendación de la Gerencia de División Estudios de aumentar en 25% la Tasa de Política Monetaria, y también el juicio que es difícil justificar algo diferente","Ratificada tras lectura de la unidad completa: El Gerente comparte la recomendación de aumentar la TPM en 25 puntos base, aunque propone moderar el sesgo del Comunicado para dar mayor flexibilidad. Acción hawkish explícita (subir tasa) según Codebook v3, con matiz en el sesgo que no altera la dirección restrictiva de la acción.",ratificada_v3,cerrado
RPM-2009-06-16:2600:1,dovish,dovish,1,alta,"el Vicepresidente señor Jorge Desormeaux vota por una rebaja de 50 puntos base en la Tasa de Política Monetaria, estableciéndola en 0,75% anual.","Ratificada tras lectura de la unidad completa: El Vicepresidente vota por una rebaja de 50 puntos base en la TPM hasta 0,75% anual, señalando que se debe terminar a la brevedad con el ciclo de relajamiento de tasas pero manteniendo ajustes graduales, y sin incluir sesgo en el Comunicado. Acción dovish explícita (bajar tasa) según Codebook v3.",ratificada_v3,cerrado
RPM-2010-05-13:3086:1,neutral,neutral,1,media,"si bien las tasas largas en EE.UU. bajaron, hoy día están en niveles que son similares a las registradas el año pasado","Ratificada tras lectura de la unidad completa: El Gerente analiza la magnitud del flight to quality y los niveles de tasas largas en EE.UU. y Europa, sin adoptar ni recomendar dirección de tasa. Diagnóstico financiero externo sin conexión resolutiva con orientación de tasa: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2013-12-12:5962:3,neutral,neutral,1,alta,"el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 4,5% anual.","Ratificada tras lectura de la unidad completa: El Acuerdo mantiene la TPM en 4,5% anual sin sesgo direccional explícito, en un contexto de moderación del dinamismo de la economía chilena e inflación convergiendo a la meta. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2007-04-12:1219:1,dovish,dovish,1,media,"se estaría validando la convicción anunciada el mes pasado para permitir un mayor impulso monetario y tal vez, lo más adecuado sea bajar la tasa en 25 puntos base y alternativamente se podría mantener un sesgo expansivo","Ratificada tras lectura de la unidad completa: El Vicepresidente concluye que se valida la convicción anunciada de permitir mayor impulso monetario y que lo más adecuado sería bajar la TPM en 25 puntos base con sesgo expansivo, señalando riesgos inflacionarios atenuados y balanceados a la baja por el lado de la demanda. Ampliar impulso monetario configura dirección dovish, con confianza media porque finalmente se suma a la mayoría y sus apreciaciones de la Minuta serían reducidas.",ratificada_v3,cerrado
RPM-2012-03-15:4676:1,neutral,neutral,1,alta,el perfil para el precio del cobre no registra cambios respecto de lo observado en la RPM anterior,"Ratificada tras lectura de la unidad completa: La unidad reporta la evolución de índices de commodities, precios de alimentos, metales y perfiles de futuros de petróleo, gasolina y cobre, sin adoptar ni recomendar dirección para la TPM en Chile. Contexto externo sin conexión con orientación doméstica: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2012-09-13:5085:1,neutral,neutral,1,alta,"el Consejero señor Joaquín Vial manifiesta su concordancia con la propuesta del staff, por lo que vota por mantener la Tasa de Política Monetaria en 5% anual.","Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en 5% anual, señalando que los eventos recientes inclinan el balance de riesgos y aumentan la probabilidad del escenario de mayor expansión de la demanda interna, pero sin desviaciones significativas respecto del escenario base. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2009-03-12:2428:1,dovish,dovish,1,alta,todos los aspectos anteriores sugieren considerar como las opciones más plausibles una reducción de 200 puntos base o una reducción de 250 puntos base,"Ratificada tras lectura de la unidad completa: El Gerente considera como opciones más plausibles reducciones de 200 o 250 puntos base, argumentando la corrección a la baja del crecimiento mundial, la brecha de PIB más negativa, menores perspectivas de inflación y la trayectoria de mercado, junto con retornar a un sesgo más neutral. Ampliar impulso monetario mediante recortes de gran magnitud configura dirección dovish explícita según Codebook v3.",ratificada_v3,cerrado
RPM-2012-06-14:4889:1,neutral,neutral,1,alta,"en este escenario parece que lo más conveniente es adoptar una actitud de cautela, manteniendo la Tasa de Política Monetaria en su nivel actual","Ratificada tras lectura de la unidad completa: El Ministro de Hacienda recomienda mantener la TPM en su nivel actual adoptando una actitud de cautela, ante la desaceleración interna y el empeoramiento del escenario internacional, para seguir acumulando información. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2012-02-14:4608:1,neutral,neutral,1,alta,"se ha corregido al alza la proyección de crecimiento para la economía, tanto para el primer trimestre del presente año como en general para el 2012","Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico macro (expectativas, importaciones, consumo, colocaciones y proyecciones de crecimiento) sin adoptar ni recomendar dirección de tasa. Diagnóstico sin conexión resolutiva con orientación de tasa: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2009-02-12:2380:2,dovish,dovish,1,alta,"la votación de los señores Consejeros en esta Sesión, es de cuatro votos por bajar la tasa en 250 puntos base y de un voto del Consejero señor Sebastián Claro por reducirla en 200 puntos base.",Ratificada tras lectura de la unidad completa: Se deja constancia de que la votación fue de cuatro votos por bajar la TPM en 250 puntos base y uno por reducirla en 200 puntos base. Acción dovish explícita (bajar tasa de forma agresiva) según Codebook v3.,ratificada_v3,cerrado
RPM-2014-06-12:6286:1,dovish,dovish,1,alta,"su voto es por reducir la TPM en 25 puntos base, a 3,75% anual.","Ratificada tras lectura de la unidad completa: El Consejero vota por reducir la TPM en 25 puntos base hasta 3,75%, argumentando que la desaceleración continúa y se extiende al consumo, que este panorama indica la necesidad de un impulso monetario mayor y que los efectos inflacionarios de la depreciación serán transitorios. Acción dovish explícita (bajar tasa) según Codebook v3.",ratificada_v3,cerrado
RPM-2012-01-12:4552:1,neutral,neutral,1,alta,la trayectoria futura de tasas que se deriva de la curva forward dé cuenta de caídas bastante menos intensas que las previstas antes de conocerse el dato de IPC antedicho,"Ratificada tras lectura de la unidad completa: La unidad es un diagnóstico de mercado financiero (spreads, tipo de cambio, tasas reales y nominales, curva forward, tasas de colocación y premios de bonos) sin adoptar ni recomendar dirección de tasa. Diagnóstico sin conexión resolutiva con orientación de tasa: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2012-12-13:5255:1,neutral,neutral,1,alta,mantener la TPM en su nivel actual se considera coherente con alcanzar una evolución de la actividad que permanezca alineada con su potencial y con la convergencia de la inflación a la meta en el horizonte de proyección,"Ratificada tras lectura de la unidad completa: El Gerente señala que mantener la TPM es coherente con la evolución de la actividad y la convergencia de la inflación, mencionando preocupación por el dinamismo del gasto y el déficit de cuenta corriente que excede el ámbito de la TPM. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2013-01-17:5330:3,neutral,neutral,1,alta,el Consejo del Banco Central de Chile acordó mantener la tasa de interés de política monetaria en 5% anual.,"Ratificada tras lectura de la unidad completa: El Acuerdo mantiene la TPM en 5% anual sin sesgo direccional explícito, con inflación total y subyacente bajo 2% y expectativas alineadas con la meta, reafirmando flexibilidad y condicionando cambios futuros a las perspectivas inflacionarias. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2009-05-07:2524:1,neutral,neutral,1,media,"las ventas de vivienda, según lo que comenta la gente de la construcción, tiene que ver con la baja de tasas, pero también, aparentemente, con que las condiciones de los bancos se han revisado en un sentido positivo","Ratificada tras lectura de la unidad completa: El Consejero describe los efectos de la baja de tasas y de la relajación de condiciones bancarias sobre las ventas de vivienda, sin adoptar ni recomendar nueva dirección de tasa. Diagnóstico del mecanismo de transmisión sin resolución direccional: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2014-06-12:6293:2,dovish,dovish,1,alta,"el Consejero señor Pablo García reitera su decisión de mantener su voto en orden a rebajar la TPM en 25 puntos base, a 3,75% anual.","Ratificada tras lectura de la unidad completa: El Consejero reitera su voto por rebajar la TPM en 25 puntos base hasta 3,75% anual. Acción dovish explícita (bajar tasa) según Codebook v3.",ratificada_v3,cerrado
RPM-2011-02-17:3720:1,neutral,neutral,1,alta,"continuaron los ajustes de la tasa de política monetaria (TPM) en las economías emergentes, en línea con la normalización de la actividad y la inflación","Ratificada tras lectura de la unidad completa: La unidad reporta contexto macroeconómico y financiero internacional (actividad, confianza, inflación, ajustes de TPM en emergentes, paridades y tensiones geopolíticas), sin adoptar ni recomendar dirección para la TPM en Chile. Diagnóstico externo sin conexión con orientación doméstica: Neutral.",ratificada_v3,cerrado
RPM-2015-05-14:6799:1,neutral,neutral,1,alta,su voto es por mantener la TPM en 3%.,"Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en 3%, señalando que la economía continúa en expansión moderada, que la inflación sigue el escenario del IPoM y que es extemporáneo considerar opciones distintas de la mantención sin nuevos antecedentes. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2014-02-18:6047:1,dovish,dovish,1,alta,"es razonable continuar con el ciclo de reducción de la tasa rectora, validando las expectativas de mercado. Además, dado el escenario de desaceleración, le parece conveniente mantener las señales de sesgo a la baja en la Tasa de Política Monetaria.","Ratificada tras lectura de la unidad completa: El Ministro de Hacienda estima razonable continuar con el ciclo de reducción de la TPM y mantener el sesgo a la baja, ante la confirmación de la desaceleración de la inversión y las exportaciones y con la inflación contenida. Acción dovish explícita (bajar tasa con sesgo a la baja) según Codebook v3.",ratificada_v3,cerrado
RPM-2007-05-10:1259:1,hawkish,neutral,1,alta,"unido a un panorama inflacionario con una convergencia más rápida de la inflación total y subyacente al centro del rango meta, no deja otra alternativa que la mantención de la Tasa de Política Monetaria en el día de hoy",Vota mantener sin sesgo direccional; crecimiento e inflación son diagnóstico y no autorizan inferir H.,corregida_v3,cerrado
RPM-2011-10-13:4390:1,neutral,neutral,1,alta,"el Consejero señor Rodrigo Vergara vota por mantener la TPM en 5,25%.","Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en 5,25%, reconociendo opciones balanceadas (bajar preventivamente o mantener) e inclinándose por la mantención ante holguras internas estrechas y efectos externos aún acotados, sugiriendo comunicar mayor probabilidad de escenarios negativos. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2015-01-15:6564:2,neutral,neutral,1,alta,el Banco Central de Brasil señaló que mantendrá las intervenciones de los mercados cambiarios; el Banco Central de Reserva del Perú anunció algunas medidas más orientadas a la estabilidad financiera,"Ratificada tras lectura de la unidad completa: La unidad reporta expectativas de tasas en economías desarrolladas, caída de tasas largas, volatilidad, depreciación de monedas emergentes, salidas de capitales y medidas de bancos centrales de la región, sin adoptar ni recomendar dirección para la TPM en Chile. Diagnóstico externo sin conexión con orientación doméstica: Neutral.",ratificada_v3,cerrado
RPM-2009-12-15:2834:2,neutral,neutral,1,media,otra alternativa es prolongar el compromiso de mantener la TPM baja,"Ratificada tras lectura de la unidad completa: El Ministro de Hacienda (S) señala que no es alternativa real reducir la TPM hoy, y que otra alternativa es prolongar el compromiso de mantener la TPM baja, enfatizando transparencia y disponibilidad de medidas extraordinarias. Mantención de la orientación expansiva sin nueva dirección de tasa: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2013-05-16:5520:1,neutral,neutral,1,media,"no se ha observado aún una reacción del tipo de cambio, por lo que al no producirse una mayor expansividad por la vía cambiaria, resulta necesario reducir la tasa rectora","Ratificada tras lectura de la unidad completa: El Gerente reporta la justificación del Banco de la Reserva de Australia para reducir su tasa, sin adoptar ni recomendar dirección para la TPM en Chile. Contexto externo sin conexión con orientación doméstica: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2015-05-14:6757:1,neutral,neutral,1,alta,"Australia y China, en tanto, recortaron sus tasas de instancia durante el mes.","Ratificada tras lectura de la unidad completa: La unidad reporta contexto macroeconómico y financiero internacional (actividad global, Grecia, política monetaria en EE.UU., Australia y China, tasas largas, premios de riesgo y commodities), sin adoptar ni recomendar dirección para la TPM en Chile. Diagnóstico externo sin conexión con orientación doméstica: Neutral.",ratificada_v3,cerrado
RPM-2015-03-19:6683:1,neutral,neutral,1,alta,su voto es por mantener la TPM en 3% anual.,"Ratificada tras lectura de la unidad completa: El Consejero vota por mantener la TPM en 3% anual, señalando que la actividad y la demanda siguen el escenario del IPoM y que es prematuro descartar otras opciones ante la incertidumbre internacional. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2014-04-17:6177:1,neutral,neutral,1,alta,"las consideraciones antedichas lo llevan a preferir la opción de mantener la TPM, que es además la que espera el mercado.","Ratificada tras lectura de la unidad completa: El Consejero prefiere mantener la TPM, reconociendo que el proceso de ajuste no ha concluido pero que no existe premura para actuar y que es recomendable un mayor sello de prudencia. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
RPM-2012-02-14:4646:1,neutral,neutral,1,alta,"la probabilidad de que ello ocurra ha disminuido, razón por la cual concuerda con la propuesta del staff de mantener la TPM en 5% anual.","Ratificada tras lectura de la unidad completa: El Consejero concuerda con mantener la TPM en 5% anual, señalando que ha disminuido la probabilidad de que el entorno externo modere las expectativas y el gasto privado, y destacando preocupaciones por la demanda interna y el déficit de cuenta corriente. Mantención sin sesgo direccional propio: Neutral según Codebook v3.",ratificada_v3,cerrado
